evolution$generation,evolution$evaluated,popInit,propInfecte,teG,tiG,trG,beta,infectionRadiusI,objective$integraleInfected,objective$integraleExposed,evolution$samples,propExposed,teG,trG,sd_expo_t,infectionRadiusI,propRecovered,integraleInfected,tiG,propInfecte,mySeed,integraleExposed,propInfected,propSuseptible
900,38685,760.7132303081625,1.4525085568052332,19.176457941270243,1.0,114.67696131678424,0.5074637642638542,1.0,8.853190399539415,350.3672028994306,1,"[0.0657277907204863]","[19.176457941270243]","[114.67696131678424]","[2.0]","[1.0]","[0.3076060605718759]","[8.853190399539415]","[1.0]","[1.4525085568052332]","[-1688296946]","[350.3672028994306]","[0.3076060605718759]","[0.6204703444013907]"
900,38685,1000.0,8.374614263062071,25.8727609904263,1.0,365.0,0.5034773894906645,1.8641285206575924,13.301312661824733,337.7077443313176,51,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263,25.8727609904263]","[365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0]","[2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0]","[1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924,1.8641285206575924]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[13.372312661824735,13.276312661824734,13.203312661824734,13.337312661824734,13.404312661824731,13.301312661824733,13.238312661824734,13.238312661824738,13.157312661824735,13.410312661824735,13.342312661824733,13.332312661824735,13.32857078410875,13.344312661824736,13.455312661824733,13.409312661824734,13.294312661824735,13.178312661824735,13.283570784108752,13.280312661824736,13.324312661824736,13.500312661824735,13.391312661824736,13.300312661824735,13.331312661824734,13.177312661824734,13.278312661824733,13.256312661824731,13.067312661824735,13.500312661824735,13.246312661824733,13.312312661824736,13.509312661824731,13.339312661824733,13.290312661824734,13.399312661824732,13.371312661824733,13.334312661824734,13.233312661824735,13.153312661824737,13.31531266182474,13.367312661824736,13.112312661824733,13.185312661824737,12.963312661824732,13.120261342229059,13.288312661824735,13.339312661824737,13.365312661824737,13.239312661824735,13.280312661824732]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071,8.374614263062071]","[193907389,-1412866380,-554056986,-1214801350,1829394103,1590980667,-611118942,-2049574275,-810073551,-736795380,-934573013,1380544181,-36461671,-2029402770,-1953763608,-316981491,1869651182,900014398,1677954723,1974340943,1477183469,1445819793,1416539305,582198392,1768248362,454108121,373302915,1061119292,-1698133345,-112634949,-844158796,-243257516,-953864762,-102053862,490126590,-1217894241,-2057674140,-541115169,1604194816,-31232737,-621527734,-1400735668,1342511395,-813297921,2130707199,1554802789,-816955551,-1498234873,-1921196320,1473781698,1730294324]","[337.7903455048976,337.7357443313176,337.4538963478213,337.7862877359226,337.75034550489755,337.7077443313176,337.2962951742414,337.7177443313176,337.71168656234266,337.79368656234266,337.7186916044832,337.64629517424135,337.5460500013392,337.86108182411084,338.0654088243223,337.79434550489754,337.8937443313176,337.7230818241108,337.7007443313176,337.7677443313176,337.6488963478213,337.90180765074234,337.56829517424137,337.8307443313176,337.7762951742413,337.325501277012,337.68029517424134,337.97108182411085,337.33191635186347,337.82234550489756,337.6742951742413,337.7657443313176,337.54928773592263,337.67768656234267,337.53628773592266,337.6133455048976,337.6328963478213,337.69642999112665,337.83734550489754,337.22005000133925,337.8002877359226,337.8992877359226,337.53905000133926,337.78128773592266,337.5438963478213,337.58605000133923,337.61729517424135,337.6313455048976,337.6198963478213,337.45805000133925,337.78928773592264]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
900,38685,809.0440500826228,4.602131812730207,48.29646444800386,50.0,1.0,0.7613165663713187,3.783689156156907,344.3918766374544,14.896371023928294,1,"[0.4449695909181155]","[48.29646444800386]","[1.0]","[2.0]","[3.783689156156907]","[0.10135418459801519]","[344.3918766374544]","[50.0]","[4.602131812730207]","[44768633]","[14.896371023928294]","[0.10135418459801519]","[0.004944106565756839]"
900,38685,989.0340477283119,2.1413280138444426,50.0,14.176460431822523,9.233710882244521,0.51216801520665,3.715860111788382,133.54035408781718,19.027931393213635,1,"[0.6925949633112831]","[50.0]","[9.233710882244521]","[2.0]","[3.715860111788382]","[0.1324524674361724]","[133.54035408781718]","[14.176460431822523]","[2.1413280138444426]","[-692463782]","[19.027931393213635]","[0.1324524674361724]","[0.003033262613042116]"
900,38685,698.3281262771736,12.65489823773048,35.48374165511091,1.0,42.73665423065975,0.1,1.0,10.322748889484515,405.2056456287305,26,"[0.21336674608013764,0.25059852727532944,0.22482267875558126,0.25059852727532944,0.21336674608013764,0.21479873766456808,0.2921262832238126,0.233414628262164,0.264918443119634,0.2362786114310249,0.22195869558672038,0.22339068717115082,0.2548945020286208,0.24343856935317718,0.23055064509330309,0.2463025525220381,0.2362786114310249,0.24773454410646853,0.25059852727532944,0.23914259459988582,0.23484661984659444,0.23484661984659444,0.21623072924899855,0.22625467034001173,0.23771060301545535,0.264918443119634]","[35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091,35.48374165511091]","[42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975,42.73665423065975]","[2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.2835343337172299,0.2935582748082431,0.30071823273039533,0.2463025525220381,0.2606224683663426,0.2706464094573558,0.2606224683663426,0.27351039262621674,0.280670350548369,0.2763743757950776,0.29928624114596486,0.29928624114596486,0.24773454410646853,0.3021502243148258,0.2706464094573558,0.2706464094573558,0.2792383589639385,0.2892623000549517,0.30071823273039533,0.312174165405839,0.2205267040022899,0.2463025525220381,0.25919047678191215,0.2892623000549517,0.27494238421064715,0.3021502243148258]","[9.406052356111093,9.78748512337006,10.810014948014942,10.314414244339847,9.817354414310794,9.552010442480913,10.373747604098133,10.795211872350379,11.055904566519054,10.737118900687351,10.40144354700529,10.061099459326886,10.123677333999408,9.881095920460401,10.080587747399145,10.700761238690285,10.478238901435702,9.754797707544036,9.970115091114037,9.785045115452021,10.28173427979479,10.840535870259297,10.522603410047216,10.331083534629185,10.586327066169344,10.49262713887711]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048,12.65489823773048]","[-1376485055,-1635580495,193099513,-886680752,-546514902,-863819949,83836558,687027066,882130382,-732919475,838047329,-1014046054,595441128,1583196249,-1511513489,-692666631,-2017215136,-562609849,-2087922438,-1666950248,-91545458,-607251114,-1719408339,-1389946246,-1137020075,-598744357]","[385.1000715838341,373.4374787497358,453.0037400749178,431.1097683407144,392.46435093206367,413.744950473619,427.7817410624046,446.081161519841,435.2655808666782,383.77042342157876,365.6937811806088,365.2853236487583,382.3760562386877,410.3151178019016,378.0515286239554,425.8730802455989,423.8801609517532,388.7012500373655,373.8204793860303,414.12808711813204,383.032905498364,458.69516630889103,417.94843881736074,400.09617345555944,399.70033168332367,434.02742781971733]","[0.2835343337172299,0.2935582748082431,0.30071823273039533,0.2463025525220381,0.2606224683663426,0.2706464094573558,0.2606224683663426,0.27351039262621674,0.280670350548369,0.2763743757950776,0.29928624114596486,0.29928624114596486,0.24773454410646853,0.3021502243148258,0.2706464094573558,0.2706464094573558,0.2792383589639385,0.2892623000549517,0.30071823273039533,0.312174165405839,0.2205267040022899,0.2463025525220381,0.25919047678191215,0.2892623000549517,0.27494238421064715,0.3021502243148258]","[0.4911731134596457,0.4410534080045798,0.4582373070177453,0.48974112187521524,0.5169489619793939,0.5054930293039502,0.435325441666858,0.48687713870635435,0.43818942483571893,0.466829256524328,0.4696932396931889,0.45394133226445393,0.4883091302907848,0.43818942483571893,0.4926051050440762,0.4754212060309107,0.4653972649398975,0.45250934068002346,0.43675743325128846,0.4324614584979971,0.5341328609925593,0.5183809535638243,0.5083570124728112,0.46253328177103664,0.47828518919977164,0.42816548374470575]"
900,38685,500.0,2.7551244981318765,49.928733200638234,1.0331093605774107,61.03847355510581,0.1,3.215316118501383,13.006983084157504,202.45133732074763,1,"[0.572]","[49.928733200638234]","[61.03847355510581]","[2.0]","[3.215316118501383]","[0.346]","[13.006983084157504]","[1.0331093605774107]","[2.7551244981318765]","[-1575521538]","[202.45133732074763]","[0.346]","[0.072]"
900,38685,1000.0,1.6827421724472524,19.758453357646555,4.946559119071203,341.836661921576,0.5944783997855031,2.1348145807657537,10.971997139758129,362.62335202720755,39,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555,19.758453357646555]","[341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576,341.836661921576]","[2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0]","[2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537,2.1348145807657537]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[10.672636166463649,11.545424860461969,11.309435385987497,10.917737230310747,10.812482578547028,11.393799564788642,11.137435385987493,10.969310357194368,11.28573723031075,10.716122168551253,10.943236963430541,11.02774598341337,11.35792459358177,10.876122168551253,10.66386225910387,10.862122168551254,10.967018975456641,11.331862259103874,10.828755564749558,10.902997987345588,11.267122168551255,10.617737230310746,11.175463052244039,10.682862259103873,11.364973844649773,11.175862259103871,11.137924593581763,10.50789394666352,11.057862259103873,10.758331345305427,10.971997139758129,11.200424860461967,10.946872958552463,10.889400717766149,11.12987295855246,11.035310357194367,11.223299831668841,11.271687459408804,10.74514315666231]","[4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203,4.946559119071203]","[1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524,1.6827421724472524]","[412120595,-1481749071,-1297860149,1988698702,741660870,1745624843,1740712584,1325146696,-1619631334,910883532,-337842464,438485405,-1612909733,-879102698,-1865909638,1739341907,537534337,289956341,1292364226,-451043722,46348827,-519035670,-60772012,172975526,-449766307,-782998372,-1695346471,-413036763,19480420,-1335176566,-416303350,-221878635,322305672,-1585306383,-1152796181,-1700186016,155688127,-1035120519,899361948]","[358.92169877885686,362.6033520272075,362.773562865262,362.42331651409023,361.91742447939583,362.88335202720754,362.679562865262,362.215562865262,362.45935202720756,361.91021364134133,362.759562865262,362.696349545375,362.91635202720755,361.14521364134134,362.20431651409024,362.2284244793958,362.62335202720755,362.77235202720755,362.32821364134134,362.6853520272075,362.1274244793958,361.9184244793958,362.93283383533736,361.4874244793958,362.8433520272075,362.3874244793958,362.7283520272075,361.9512136413413,362.7563520272075,361.1362075151466,362.55752735214475,362.7853520272075,362.833562865262,362.6763520272075,362.72256286526203,362.981562865262,362.729562865262,362.7203520272075,361.3294244793958]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
900,38685,864.4511497845199,3.166276572215223,40.655137460208636,20.53812002270547,1.0,0.7585142624257382,4.0,220.7505668576054,18.393120920512903,2,"[0.6651619355741839,0.66053472210932]","[40.655137460208636,40.655137460208636]","[1.0,1.0]","[2.0,2.0]","[4.0,4.0]","[0.027763280789183328,0.019665657225671523]","[220.6221616839554,220.87897203125542]","[20.53812002270547,20.53812002270547]","[3.166276572215223,3.166276572215223]","[1705415557,1035004109]","[18.567676881367934,18.218564959657872]","[0.027763280789183328,0.019665657225671523]","[0.001156803366215972,0.0]"
900,38685,643.4230133169948,6.268788232224734,26.044046237692363,3.7045059940478264,312.1611985392847,0.497693727439217,1.1184113868886234,10.404089631912564,383.8477019767223,4,"[0.0,0.0,0.0,0.0]","[26.044046237692363,26.044046237692363,26.044046237692363,26.044046237692363]","[312.1611985392847,312.1611985392847,312.1611985392847,312.1611985392847]","[2.0,2.0,2.0,2.0]","[1.1184113868886234,1.1184113868886234,1.1184113868886234,1.1184113868886234]","[0.0,0.0,0.0,0.0]","[10.536794448688484,10.271384815136644,10.677241415002841,10.139182068287978]","[3.7045059940478264,3.7045059940478264,3.7045059940478264,3.7045059940478264]","[6.268788232224734,6.268788232224734,6.268788232224734,6.268788232224734]","[-1582463026,-1023091915,-1478237934,-902912489]","[384.03454729329263,384.6649685465563,382.5988800406694,383.6608566601519]","[0.0,0.0,0.0,0.0]","[0.9993425579933579,0.9993425579933579,0.9993425579933579,0.9993425579933579]"
900,38685,618.3078915760484,6.820280210313932,24.8582456896915,3.704507506200326,317.06897034989476,0.49580679503002156,1.0,10.547549566295736,380.04972705919306,22,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915,24.8582456896915]","[317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476,317.06897034989476]","[2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[10.40615906145081,10.555626743150116,10.438061396977739,10.70411889268692,10.68429704950305,10.635477681735543,10.608504382226249,10.4333528884286,10.60827346189628,10.457123371266997,10.36546926578851,10.539472389441356,10.13600403684809,10.321835512065077,10.664755181953561,10.487156909536997,10.434727281100043,10.65062620248552,10.528787626911056,10.643776299202441,10.639265273839227,10.747128730974461]","[3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326,3.704507506200326]","[6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932,6.820280210313932]","[-1111364054,-762324340,1152792368,371135898,938771655,-259683098,83357775,904152321,-642613172,-742246721,1988605618,1613409326,-218146885,-988289137,820197814,-659451419,-532141563,759502300,-509366602,942371829,2067232206,141641690]","[379.6115164303277,380.0189056243692,386.53206331119725,380.20943659906715,381.75288466150494,379.31376215463064,380.05276741179716,380.046686706589,384.2654392419665,381.2345811620645,381.975443302355,379.0156619793936,379.2388745164235,380.5063647357537,380.88794433169693,379.15516084780285,380.81177158177366,378.32896540656606,379.7947166903271,380.6672069876409,379.4632509214981,379.7873334547882]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173,0.9995020416523173]"
