evolution$generation,evolution$evaluated,popInit,infectionRadiusI,distRandomWalk,angleRotatRandomWalk,objective$integraleInfected,objective$integraleExposed,evolution$samples,propExposed,teG,trG,infectionRadiusI,propRecovered,integraleInfected,density,tiG,propInfecte,mySeed,integraleExposed,propInfected,propSuseptible
500,37631,525.0142944044367,1.3326687007428148,4.927884446982622,7.383459825536669,8.611927589919079,405.39740984734203,1,"[0.0]","[3.0]","[365.0]","[1.3326687007428148]","[0.14666267341796266]","[8.611927589919079]","[0.4821067900867187]","[7.0]","[1.0]","[1414304396]","[405.39740984734203]","[0.14666267341796266]","[0.8533100998863282]"
500,37631,1500.0,4.438715248504454,3.917060688929873,325.94370145216936,37.4949992365417,10.926273408527335,1,"[0.03666666666666667]","[3.0]","[365.0]","[4.438715248504454]","[0.914]","[37.4949992365417]","[1.3774104683195592]","[7.0]","[1.0]","[-1314672303]","[10.926273408527335]","[0.914]","[0.0033333333333333335]"
500,37631,788.5659878074009,1.5182104423247544,2.909915217741686,65.60565181766503,29.863956107112717,74.53519740772168,12,"[0.0202899950636824,0.025362493829603,0.0,0.0,0.02409436913812285,0.035507491361444196,0.03423936666996405,0.02663061852108315,0.03423936666996405,0.03170311728700375,0.0202899950636824,0.016485620989241948]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0]","[1.5182104423247544,1.5182104423247544,1.5182104423247544,1.5182104423247544,1.5182104423247544,1.5182104423247544,1.5182104423247544,1.5182104423247544,1.5182104423247544,1.5182104423247544,1.5182104423247544,1.5182104423247544]","[0.8686654136639027,0.8610566655150218,0.1572474617435386,0.1242762197650547,0.862324790206502,0.8318897976109784,0.8433029198342997,0.8534479173661409,0.8154041766217365,0.8673972889724226,0.8230129247706174,0.836962296376899]","[29.130565794650675,30.576970809082873,16.224393317966754,16.675756944396692,32.12814167026231,33.15854241552662,34.20496116153204,30.49452787149533,32.692920070103774,27.817796998106854,29.233384342730105,28.699162460076717]","[0.7241193643777786,0.7241193643777786,0.7241193643777786,0.7241193643777786,0.7241193643777786,0.7241193643777786,0.7241193643777786,0.7241193643777786,0.7241193643777786,0.7241193643777786,0.7241193643777786,0.7241193643777786]","[7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[-1947144808,-1940247639,240639721,-1205729348,-1354296193,-2116700575,-1002007032,509223699,2050877784,1000389121,844285427,-784402233]","[73.83248054177977,70.89147006326915,399.27429075506814,408.7324968077165,69.15207330789619,68.07177704412125,68.11577443258747,74.37520250772128,74.6951923077221,79.0124682747285,77.14503735866417,76.27235244818775]","[0.8686654136639027,0.8610566655150218,0.1572474617435386,0.1242762197650547,0.862324790206502,0.8318897976109784,0.8433029198342997,0.8534479173661409,0.8154041766217365,0.8673972889724226,0.8230129247706174,0.836962296376899]","[0.0557974864251266,0.07481935679732885,0.8420347951428195,0.8750060371213035,0.0583337358080869,0.08496435432917004,0.05452936173364645,0.07481935679732885,0.06594248395696779,0.05706561111660675,0.1141312222332135,0.1065224740843326]"
500,37631,721.5937457341569,1.583600280247147,1.4491390146241854,1.0,11.13400944692043,324.2179884741869,2,"[0.0,0.0]","[3.0,3.0]","[365.0,365.0]","[1.583600280247147,1.583600280247147]","[0.14273959635723665,0.6374778089740666]","[11.10619466346312,11.161824230377741]","[0.6626205194987667,0.6626205194987667]","[7.0,7.0]","[1.0,1.0]","[-728812642,-1804340032]","[411.14688375302745,237.2890931953463]","[0.14273959635723665,0.6374778089740666]","[0.8564375781434198,0.36169936552658993]"
500,37631,510.926223873354,1.0,4.361464782036219,46.751793861746435,10.59089191360763,382.3827677283627,1,"[0.0]","[3.0]","[365.0]","[1.0]","[0.17810790628463935]","[10.59089191360763]","[0.469170086201427]","[7.0]","[1.0]","[-699768020]","[382.3827677283627]","[0.17810790628463935]","[0.8200792608050977]"
500,37631,888.8074898707355,1.5218710154830708,1.0406639385638676,1.0,10.88808277756513,233.6411599641687,1,"[0.014626339390873795]","[3.0]","[365.0]","[1.5218710154830708]","[0.6795622301605979]","[10.88808277756513]","[0.8161684939125211]","[7.0]","[1.0]","[179836785]","[233.6411599641687]","[0.6795622301605979]","[0.28015065448673654]"
500,37631,671.4861076262919,1.0,2.1327816078143305,65.40712681273416,11.175674316469284,212.69789060582517,1,"[0.02531697946826498]","[3.0]","[365.0]","[1.0]","[0.6120752094974651]","[11.175674316469284]","[0.616607995983739]","[7.0]","[1.0]","[1276738981]","[212.69789060582517]","[0.6120752094974651]","[0.33060996717381325]"
500,37631,1297.1728852451001,1.0,1.44377465438543,50.283768933217516,13.762569884262719,176.32151122532105,1,"[0.023898125186406872]","[3.0]","[365.0]","[1.0]","[0.6814820214446347]","[13.762569884262719]","[1.191159674237925]","[7.0]","[1.0]","[1903326284]","[176.32151122532105]","[0.6814820214446347]","[0.2559412116737768]"
500,37631,605.175532262645,1.0697010674205216,4.488669634072972,13.46801644514876,9.14545784189027,408.1453716190584,2,"[0.0,0.0]","[3.0,3.0]","[365.0,365.0]","[1.0697010674205216,1.0697010674205216]","[0.17515579257423813,0.15863166119931]","[9.739666194587977,8.551249489192564]","[0.5557167422062855,0.5557167422062855]","[7.0,7.0]","[1.0,1.0]","[-2108670505,-481082431]","[402.1041491883847,414.18659404973204]","[0.17515579257423813,0.15863166119931]","[0.8245541556089134,0.8410782869838416]"
500,37631,838.5570117180578,1.429757776742838,1.0,106.83169138204696,15.719863808065218,184.03282659827943,3,"[0.02027292093732536,0.021465445698344496,0.0]","[3.0,3.0,3.0]","[365.0,365.0,365.0]","[1.429757776742838,1.429757776742838,1.429757776742838]","[0.7167073813725025,0.7966065403607847,0.14310297132229666]","[15.719863808065218,21.404968681698527,13.774385277766706]","[0.7700248041488134,0.7700248041488134,0.7700248041488134]","[7.0,7.0,7.0]","[1.0,1.0,1.0]","[810849535,-1461796776,547499897]","[184.03282659827943,158.8037711305191,412.88404071889676]","[0.7167073813725025,0.7966065403607847,0.14310297132229666]","[0.206306783656311,0.1538356941714689,0.8562327784117416]"
500,37631,988.7890239986007,1.0196957734899184,1.0,297.1177643894028,21.037332229557858,125.87924302485067,2,"[0.021238099827481215,0.015170071305343725]","[3.0,3.0]","[365.0,365.0]","[1.0196957734899184,1.0196957734899184]","[0.79794575066108,0.8050251172702404]","[19.694857310060343,22.379807149055374]","[0.907978901743435,0.907978901743435]","[7.0,7.0]","[1.0,1.0]","[1432161341,1966564150]","[125.24916526729073,126.50932078241058]","[0.79794575066108,0.8050251172702404]","[0.1334966274870248,0.14361000835725393]"
500,37631,899.8119299263204,1.0,1.0699920033312469,189.97331898814278,15.562191790532939,166.570032029046,1,"[0.010002090104247617]","[3.0]","[365.0]","[1.0]","[0.7145937707812464]","[15.562191790532939]","[0.8262735811995596]","[7.0]","[1.0]","[992474746]","[166.570032029046]","[0.7145937707812464]","[0.2367161324671936]"
500,37631,976.7469362172387,1.0,1.0,146.71958880834393,11.431376840355012,284.1312979704325,2,"[0.014333292975782884,0.0]","[3.0,3.0]","[365.0,365.0]","[1.0,1.0]","[0.7269027152004177,0.19452326181419627]","[12.797270923574859,10.065482757135166]","[0.8969209698964543,0.8969209698964543]","[7.0,7.0]","[1.0,1.0]","[-346656833,113319393]","[190.57129755265984,377.69129838820515]","[0.7269027152004177,0.19452326181419627]","[0.23547552745929023,0.8047120199260962]"
500,37631,889.3077714157649,1.3080826379780488,1.309537473659364,84.74328637644616,19.08949348825417,153.0034616382609,4,"[0.021364931928743048,0.0281117525378198,0.034858573146896554,0.023613872131768632]","[3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0]","[1.3080826379780488,1.3080826379780488,1.3080826379780488,1.3080826379780488]","[0.8017471823786206,0.7601417886226474,0.7275321556787764,0.7522704979120578]","[19.64500888293759,17.16945065336302,18.806793541106998,19.372193435401343]","[0.8166278892706749,0.8166278892706749,0.8166278892706749,0.8166278892706749]","[7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0]","[374899661,358179374,-1302521240,1249675516]","[145.4537005928977,173.32158042084032,152.52727985046383,153.47964342605798]","[0.8017471823786206,0.7601417886226474,0.7275321556787764,0.7522704979120578]","[0.1416832327906118,0.16079922451632925,0.18553756674961067,0.17541733583599556]"
500,37631,981.6981452046061,1.4376922318383434,2.783717599581015,5.756904709321832,18.723858314425144,148.6603533010201,2,"[0.027503362547733695,0.011205073630558173]","[3.0,3.0]","[365.0,365.0]","[1.4376922318383434,1.4376922318383434]","[0.8200076611453935,0.7680568652218965]","[19.00231222842644,18.445404400423847]","[0.9014675346231461,0.9014675346231461]","[7.0,7.0]","[1.0,1.0]","[1990756257,-1780864513]","[152.44033004268005,144.88037655936014]","[0.8200076611453935,0.7680568652218965]","[0.10390159184699396,0.19761675312075322]"
500,37631,889.307675896106,1.3080830277995172,1.3095374736438319,84.74328639619142,15.803855897118844,158.12916585702396,1,"[0.022489404445820295]","[3.0]","[365.0]","[1.3080830277995172]","[0.7758844533808001]","[15.803855897118844]","[0.8166278015574895]","[7.0]","[1.0]","[1594773045]","[158.12916585702396]","[0.7758844533808001]","[0.1686705333436522]"
500,37631,729.634730193345,1.056765820330812,2.169880580842557,81.75731582218609,14.770248895312275,277.1198297687545,2,"[0.012334939151834371,0.0]","[3.0,3.0]","[365.0,365.0]","[1.056765820330812,1.056765820330812]","[0.7524312882618966,0.14390762343806768]","[16.03358116631314,13.506916624311406]","[0.6700043436118871,0.6700043436118871]","[7.0,7.0]","[1.0,1.0]","[-1647526666,-166576895]","[155.00670048016397,399.23295905734506]","[0.7524312882618966,0.14390762343806768]","[0.2096939655811843,0.8552224478605165]"
500,37631,1490.235377494981,1.0,2.7801359366485365,1.0,15.204004549635266,212.1870235092696,3,"[0.014762768574841522,0.01811794325094187,0.0]","[3.0,3.0,3.0]","[365.0,365.0,365.0]","[1.0,1.0,1.0]","[0.6233914548194442,0.7065997867867329,0.14762768574841523]","[16.652817700791243,15.204004549635266,13.072929636012946]","[1.3684438728144914,1.3684438728144914,1.3684438728144914]","[7.0,7.0,7.0]","[1.0,1.0,1.0]","[1153283733,512290777,1711025262]","[212.1870235092696,208.07919816219115,404.67503144882863]","[0.6233914548194442,0.7065997867867329,0.14762768574841523]","[0.32880711825783393,0.23419119239180414,0.8522143677294879]"
500,37631,1421.4963477061933,1.3699334968128012,2.3697823281499666,16.879183723579967,25.97865712463356,81.0776048945445,1,"[0.01758710111379562]","[3.0]","[365.0]","[1.3699334968128012]","[0.8427738853730862]","[25.97865712463356]","[1.3053226333390204]","[7.0]","[1.0]","[1443884139]","[81.0776048945445]","[0.8427738853730862]","[0.1048191226382219]"
500,37631,830.0914832240545,1.194723932380111,2.7848707103377794,56.52918220064873,21.43183230841173,116.70238625991692,1,"[0.021684356921828]","[3.0]","[365.0]","[1.194723932380111]","[0.7312447028638666]","[21.43183230841173]","[0.7622511324371483]","[7.0]","[1.0]","[-1866726539]","[116.70238625991692]","[0.7312447028638666]","[0.22045762870525137]"
500,37631,965.9348615671602,1.04615000090891,1.1398750567954978,198.55887765776237,17.097010514981154,138.20073731527387,1,"[0.02484639591645105]","[3.0]","[365.0]","[1.04615000090891]","[0.7950846693264336]","[17.097010514981154]","[0.8869925266916071]","[7.0]","[1.0]","[345574433]","[138.20073731527387]","[0.7950846693264336]","[0.14390204301611234]"
500,37631,599.9730819561933,3.8543588389837447,3.2771096296166764,1.0,33.337257718882135,23.81763092009787,2,"[0.03666831173203587,0.018334155866017936]","[3.0,3.0]","[365.0,365.0]","[3.8543588389837447,3.8543588389837447]","[0.8850397058959567,0.9217080176279926]","[34.73210163266096,31.942413805103318]","[0.5509394691976063,0.5509394691976063]","[7.0,7.0]","[1.0,1.0]","[234435874,693315458]","[23.274206339083477,24.361055501112258]","[0.8850397058959567,0.9217080176279926]","[0.018334155866017936,0.016667414423652667]"
500,37631,688.5841165702633,1.382324238320109,1.4317008928758614,304.6255383456889,28.53450111708703,85.08196351909507,5,"[0.036306384940334294,0.0,0.021783830964200574,0.030497363349880804,0.030497363349880804]","[3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0]","[1.382324238320109,1.382324238320109,1.382324238320109,1.382324238320109,1.382324238320109]","[0.8379513644229155,0.17281839231599122,0.8306900874348486,0.8219765550491683,0.8568306845918893]","[29.058211697534173,15.953285575459615,27.90558443498636,31.2281787589359,28.53450111708703]","[0.6323086469883042,0.6323086469883042,0.6323086469883042,0.6323086469883042,0.6323086469883042]","[7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0]","[76731970,433204215,-43936128,493530190,644776411]","[84.32227098878332,394.3865511272666,85.08196351909507,80.13665157730226,92.80650997900068]","[0.8379513644229155,0.17281839231599122,0.8306900874348486,0.8219765550491683,0.8568306845918893]","[0.08423081306157555,0.8263333212420085,0.11908494260429647,0.10165787783293602,0.05228119431408138]"
500,37631,905.7441208375068,2.895823447067716,1.4240084442105791,277.33234588091824,37.02707516271251,19.82785226656076,6,"[0.019873162393100705,0.03312193732183451,0.028705679012256572,0.032017872744440026,0.03091380816704554,0.03422600189922899]","[3.0,3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0,365.0]","[2.895823447067716,2.895823447067716,2.895823447067716,2.895823447067716,2.895823447067716,2.895823447067716]","[0.9097492117730545,0.8998126305765041,0.8998126305765041,0.8976045014217151,0.9031248243086876,0.9053329534634765]","[33.39006406966608,39.56887390990111,35.37272726200163,36.426961023237254,39.99099156238936,37.62718930218775]","[0.8317209557736518,0.8317209557736518,0.8317209557736518,0.8317209557736518,0.8317209557736518,0.8317209557736518]","[7.0,7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[125927229,2081604409,369672457,637353216,-1250519151,-1998455076]","[21.30517104772133,19.456674687127034,19.838394181939105,20.20368645697477,19.06519931270416,19.817310351182417]","[0.9097492117730545,0.8998126305765041,0.8998126305765041,0.8976045014217151,0.9031248243086876,0.9053329534634765]","[0.016560968660917254,0.011040645773944835,0.019873162393100705,0.02097722697049519,0.011040645773944835,0.009936581196550352]"
500,37631,688.5839616840785,1.3823242410029188,1.4317011480193933,304.6255351750181,25.945480294121996,93.79676206753557,3,"[0.0217838358641324,0.06244699614384621,0.0]","[3.0,3.0,3.0]","[365.0,365.0,365.0]","[1.3823242410029188,1.3823242410029188,1.3823242410029188]","[0.8103586941457253,0.7943838811786949,0.18007970981016116]","[26.50637790888705,25.945480294121996,16.856175791630317]","[0.6323085047604027,0.6323085047604027,0.6323085047604027]","[7.0,7.0,7.0]","[1.0,1.0,1.0]","[-283506402,1502951076,-844468991]","[93.79676206753557,89.89055800993434,389.1266863379278]","[0.8103586941457253,0.7943838811786949,0.18007970981016116]","[0.1307030151847944,0.07406504193805016,0.8190722284913782]"
500,37631,500.0,1.0,4.349253422341627,43.443088211355274,10.367766693701844,386.56070837804776,1,"[0.0]","[3.0]","[365.0]","[1.0]","[0.182]","[10.367766693701844]","[0.4591368227731864]","[7.0]","[1.0]","[1846392238]","[386.56070837804776]","[0.182]","[0.818]"
500,37631,655.0628085212759,1.1105818187387184,3.6362999184298,333.37717676785985,25.341589251695414,104.56776122445962,5,"[0.021371996422149635,0.025951709941181702,0.0,0.0,0.015265711730106882]","[3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0]","[1.1105818187387184,1.1105818187387184,1.1105818187387184,1.1105818187387184,1.1105818187387184]","[0.8335078604638357,0.8457204298479213,0.1572368308201009,0.15113054612805812,0.8014498658306113]","[26.34620906244899,28.073023283902433,16.69809480056849,16.853805060215574,25.341589251695414]","[0.6015269132426776,0.6015269132426776,0.6015269132426776,0.6015269132426776,0.6015269132426776]","[7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0]","[1280896183,952191534,-290962748,1727812086,-2016376326]","[102.44798577072666,94.48004892703572,399.7992504230667,404.35720476530236,104.56776122445962]","[0.8335078604638357,0.8457204298479213,0.1572368308201009,0.15113054612805812,0.8014498658306113]","[0.10533341093773749,0.08701455686160924,0.8426672875018999,0.8487735721939427,0.14655083260902607]"
500,37631,729.6347409990404,1.0568753149313297,2.169318596775996,81.7298409275125,14.337229781003074,277.5916677806061,4,"[0.043857560779225674,0.0,0.0,0.016446585292209628]","[3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0]","[1.0568753149313297,1.0568753149313297,1.0568753149313297,1.0568753149313297]","[0.679792192077998,0.16035420659904387,0.14801926762988665,0.707203167565014]","[16.686970580181292,11.37986003692667,11.987488981824855,19.416577691028195]","[0.6700043535344724,0.6700043535344724,0.6700043535344724,0.6700043535344724]","[7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0]","[228665576,709567380,1883749084,875214871]","[165.0381548378823,401.58434673836075,390.1451807233299,149.71392626246185]","[0.679792192077998,0.16035420659904387,0.14801926762988665,0.707203167565014]","[0.1781713406656043,0.838775849902691,0.8511107888718482,0.24806932815749522]"
500,37631,729.6347297298087,1.056765515068877,2.1698842242030776,81.7570305198389,10.580475303605466,383.6479688520876,1,"[0.0]","[3.0]","[365.0]","[1.056765515068877]","[0.16446585546227666]","[10.580475303605466]","[0.6700043431862338]","[7.0]","[1.0]","[-622658416]","[383.6479688520876]","[0.16446585546227666]","[0.834664216471054]"
500,37631,1157.3570744205897,1.000983085997816,1.0,360.0,22.297852236910057,107.82543464160477,1,"[0.025921127250221346]","[3.0]","[365.0]","[1.000983085997816]","[0.7966426441568026]","[22.297852236910057]","[1.0627704999270795]","[7.0]","[1.0]","[-1048916923]","[107.82543464160477]","[0.7966426441568026]","[0.12787756110109197]"
500,37631,500.0,3.3768891681394066,1.1905038598996556,64.83971541369088,28.019736037419978,50.44525195801824,1,"[0.044]","[3.0]","[365.0]","[3.3768891681394066]","[0.874]","[28.019736037419978]","[0.4591368227731864]","[7.0]","[1.0]","[686175432]","[50.44525195801824]","[0.874]","[0.03]"
500,37631,500.0,1.0,4.92883420754497,36.45685327523456,10.270226831511001,401.611113713474,3,"[0.0,0.0,0.0]","[3.0,3.0,3.0]","[365.0,365.0,365.0]","[1.0,1.0,1.0]","[0.134,0.13,0.16]","[10.270226831511001,10.843886905150027,9.16426574763269]","[0.4591368227731864,0.4591368227731864,0.4591368227731864]","[7.0,7.0,7.0]","[1.0,1.0,1.0]","[-1465317535,1843549407,-1295690823]","[401.611113713474,422.16470837804724,395.41670837804827]","[0.134,0.13,0.16]","[0.866,0.87,0.84]"
500,37631,636.5495112550916,1.7210201974377863,2.179747380869026,333.0384023279752,30.8268112167081,56.17011980070015,4,"[0.029848424457254698,0.02042260620759532,0.029848424457254698,0.0]","[3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0]","[1.7210201974377863,1.7210201974377863,1.7210201974377863,1.7210201974377863]","[0.8656043092603862,0.884455945759705,0.848323642469344,0.15238406170282662]","[36.296131910441055,31.446734213144538,30.206888220271665,18.59266950137463]","[0.5845266402709749,0.5845266402709749,0.5845266402709749,0.5845266402709749]","[7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0]","[722182023,-756317011,1480667037,-185293028]","[48.84239625842451,55.80092673778407,56.539312863616225,398.3974792944907]","[0.8656043092603862,0.884455945759705,0.848323642469344,0.15238406170282662]","[0.059696848914509396,0.05184200037312658,0.0722646065807219,0.8467526727610675]"
500,37631,825.4759406715225,1.2838484616307078,4.901026394771068,316.4759969853749,31.35786369645218,60.09574280481774,5,"[0.02907413628612369,0.033919825667144306,0.014537068143061846,0.04118835973867523,0.024228446905103077]","[3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0]","[1.2838484616307078,1.2838484616307078,1.2838484616307078,1.2838484616307078,1.2838484616307078]","[0.8443613746428422,0.8383042629165665,0.8685898215479453,0.8407271076070768,0.8407271076070768]","[35.008354775611025,29.437185142732154,35.589032168142296,29.960701287588034,31.35786369645218]","[0.7580128013512604,0.7580128013512604,0.7580128013512604,0.7580128013512604,0.7580128013512604]","[7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0]","[-356851355,-332109044,-513459212,1681332378,-2025842842]","[59.57846546339377,68.55480380058751,59.65569525234312,63.97460579260199,60.09574280481774]","[0.8443613746428422,0.8383042629165665,0.8685898215479453,0.8407271076070768,0.8407271076070768]","[0.0811652971320953,0.09933663231092262,0.07026249602479892,0.06783965133428861,0.08358814182260561]"
