evolution$generation,evolution$evaluated,popInit,infectionRadiusI,distRandomWalk,angleRotatRandomWalk,objective$integraleInfected,objective$integraleExposed,evolution$samples,propExposed,teG,trG,infectionRadiusI,propRecovered,integraleInfected,density,tiG,propInfecte,mySeed,integraleExposed,propInfected,propSuseptible
600,44320,525.0142944044367,1.3326687007428148,4.927884446982622,7.383459825536669,8.611927589919079,405.39740984734203,1,"[0.0]","[3.0]","[365.0]","[1.3326687007428148]","[0.14666267341796266]","[8.611927589919079]","[0.4821067900867187]","[7.0]","[1.0]","[1414304396]","[405.39740984734203]","[0.14666267341796266]","[0.8533100998863282]"
600,44320,1500.0,4.438715248504454,3.917060688929873,325.94370145216936,37.4949992365417,10.926273408527335,1,"[0.03666666666666667]","[3.0]","[365.0]","[4.438715248504454]","[0.914]","[37.4949992365417]","[1.3774104683195592]","[7.0]","[1.0]","[-1314672303]","[10.926273408527335]","[0.914]","[0.0033333333333333335]"
600,44320,506.46059710782777,1.3252984983441882,5.0,5.460067263974699,11.211492685297712,407.7200048294633,19,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0]","[1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882,1.3252984983441882]","[0.14216308319178259,0.1382141086586775,0.14018859592523006,0.1382141086586775,0.15203551952454525,0.1480865449914402,0.1599334685907554,0.16585693039041302,0.1382141086586775,0.15006103225799272,0.17770385398972824,0.1382141086586775,0.1382141086586775,0.12636718505936229,0.1480865449914402,0.16190795585730794,0.09477538879452173,0.16585693039041302,0.1382141086586775]","[10.985568853727292,9.178569667393564,11.69660606847271,11.633531029105397,11.978925648552233,8.959482010986902,11.025095535497316,9.568108441340492,12.656265980166511,10.52586961300643,9.485524492272837,11.433711110502285,12.303301057384859,10.530332333613677,9.748028625996328,12.113739827530624,12.456432544237929,11.326780567031859,11.211492685297712]","[0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775,0.46506941883179775]","[7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[252266262,216777607,1007932506,-1684766476,-132389405,88613273,824755452,207508305,-1397498816,-360517375,-873747608,1063122886,65126796,35964289,-871272026,419798404,-433521038,1369923700,-244182224]","[390.4866799669923,405.1136816376132,417.2074161452479,418.8205722420213,412.37979477852684,400.15771859856596,407.7200048294633,368.02688730995675,427.43184497239065,397.0005134593495,387.0135568651266,414.3424351214803,415.12167840183446,412.6048863269136,404.48579468684983,397.7172523371076,437.36693113674903,398.7035291786562,425.1649781420325]","[0.14216308319178259,0.1382141086586775,0.14018859592523006,0.1382141086586775,0.15203551952454525,0.1480865449914402,0.1599334685907554,0.16585693039041302,0.1382141086586775,0.15006103225799272,0.17770385398972824,0.1382141086586775,0.1382141086586775,0.12636718505936229,0.1480865449914402,0.16190795585730794,0.09477538879452173,0.16585693039041302,0.1382141086586775]","[0.8569274736838006,0.8608764482169057,0.8589019609503531,0.8608764482169057,0.8470550373510379,0.851004011884143,0.8391570882848277,0.8332336264851702,0.8608764482169057,0.8490295246175904,0.8213867028858549,0.8608764482169057,0.8608764482169057,0.8727233718162208,0.851004011884143,0.8371826010182752,0.9043151680810614,0.8332336264851702,0.8608764482169057]"
600,44320,1019.3202954000582,4.584633087833178,4.6851841895046205,205.4733863093651,40.581316672699046,12.068774777580089,10,"[0.02943137710038996,0.03629869842381428,0.026488239390350964,0.03335556071377529,0.026488239390350964,0.03237451481042895,0.027469285293697295,0.03237451481042895,0.03629869842381428,0.03237451481042895]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0]","[4.584633087833178,4.584633087833178,4.584633087833178,4.584633087833178,4.584633087833178,4.584633087833178,4.584633087833178,4.584633087833178,4.584633087833178,4.584633087833178]","[0.9202210573388594,0.8986380474652401,0.9035432769819717,0.904524322885318,0.8966759556585474,0.9055053687886644,0.9094295524020497,0.9015811851752791,0.8917707261418157,0.9074674605953571]","[37.35765373628379,40.423667510095484,40.99821808743359,40.12714632143045,41.96937241601032,44.10203563761996,40.71564335562097,40.44698998977713,41.560877823978466,39.55407731421568]","[0.936014963636417,0.936014963636417,0.936014963636417,0.936014963636417,0.936014963636417,0.936014963636417,0.936014963636417,0.936014963636417,0.936014963636417,0.936014963636417]","[7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[-1839856767,-138107685,425690315,-2067241554,-1482025917,1510326005,2058961922,38674644,985441376,-1829639626]","[11.478387132946994,12.088714421412648,11.830386937477972,11.976600734361817,12.143266218484383,12.135091274015618,12.04883513374753,12.299393570019076,12.104180901312526,11.826680278557378]","[0.9202210573388594,0.8986380474652401,0.9035432769819717,0.904524322885318,0.8966759556585474,0.9055053687886644,0.9094295524020497,0.9015811851752791,0.8917707261418157,0.9074674605953571]","[0.003924183613385328,0.0,9.81045903346332E-4,0.00490522951673166,0.001962091806692664,9.81045903346332E-4,0.001962091806692664,0.001962091806692664,0.001962091806692664,0.0029431377100389957]"
600,44320,721.5937457341569,1.583600280247147,1.4491390146241854,1.0,11.13400944692043,324.2179884741869,2,"[0.0,0.0]","[3.0,3.0]","[365.0,365.0]","[1.583600280247147,1.583600280247147]","[0.14273959635723665,0.6374778089740666]","[11.10619466346312,11.161824230377741]","[0.6626205194987667,0.6626205194987667]","[7.0,7.0]","[1.0,1.0]","[-728812642,-1804340032]","[411.14688375302745,237.2890931953463]","[0.14273959635723665,0.6374778089740666]","[0.8564375781434198,0.36169936552658993]"
600,44320,510.926223873354,1.0,4.361464782036219,46.751793861746435,10.59089191360763,382.3827677283627,1,"[0.0]","[3.0]","[365.0]","[1.0]","[0.17810790628463935]","[10.59089191360763]","[0.469170086201427]","[7.0]","[1.0]","[-699768020]","[382.3827677283627]","[0.17810790628463935]","[0.8200792608050977]"
600,44320,888.8074898707355,1.5218710154830708,1.0406639385638676,1.0,10.88808277756513,233.6411599641687,1,"[0.014626339390873795]","[3.0]","[365.0]","[1.5218710154830708]","[0.6795622301605979]","[10.88808277756513]","[0.8161684939125211]","[7.0]","[1.0]","[179836785]","[233.6411599641687]","[0.6795622301605979]","[0.28015065448673654]"
600,44320,557.8751770255765,1.1322231091160304,1.0,352.16365242929874,11.162637490174784,297.13018173786674,2,"[0.0,0.007170062703500814]","[3.0,3.0]","[365.0,365.0]","[1.1322231091160304,1.1322231091160304]","[0.13623119136651546,0.7600266465710863]","[9.205072513480525,13.120202466869044]","[0.5122820725671042,0.5122820725671042]","[7.0,7.0]","[1.0,1.0]","[416400799,-376835819]","[407.51564278840954,186.74472068732396]","[0.13623119136651546,0.7600266465710863]","[0.8622000400959728,0.21510188110502443]"
600,44320,671.4861076262919,1.0,2.1327816078143305,65.40712681273416,11.175674316469284,212.69789060582517,1,"[0.02531697946826498]","[3.0]","[365.0]","[1.0]","[0.6120752094974651]","[11.175674316469284]","[0.616607995983739]","[7.0]","[1.0]","[1276738981]","[212.69789060582517]","[0.6120752094974651]","[0.33060996717381325]"
600,44320,500.0,1.0118043005325903,1.2390453774511403,332.48957443433846,12.626379487818632,207.05670837804763,1,"[0.016]","[3.0]","[365.0]","[1.0118043005325903]","[0.7]","[12.626379487818632]","[0.4591368227731864]","[7.0]","[1.0]","[1427137970]","[207.05670837804763]","[0.7]","[0.24]"
600,44320,1022.2870476502835,1.0,1.1681407712639316,102.52276521484646,12.722030053434686,187.8938279269811,1,"[0.013694783703049803]","[3.0]","[365.0]","[1.0]","[0.7101723548867255]","[12.722030053434686]","[0.9387392540406644]","[7.0]","[1.0]","[-1453394741]","[187.8938279269811]","[0.7101723548867255]","[0.24063691363930367]"
600,44320,1297.1728852451001,1.0,1.44377465438543,50.283768933217516,13.762569884262719,176.32151122532105,1,"[0.023898125186406872]","[3.0]","[365.0]","[1.0]","[0.6814820214446347]","[13.762569884262719]","[1.191159674237925]","[7.0]","[1.0]","[1903326284]","[176.32151122532105]","[0.6814820214446347]","[0.2559412116737768]"
600,44320,605.175532262645,1.0697010674205216,4.488669634072972,13.46801644514876,10.446408562226656,410.8982919061213,4,"[0.0,0.0,0.0,0.0]","[3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0]","[1.0697010674205216,1.0697010674205216,1.0697010674205216,1.0697010674205216]","[0.17515579257423813,0.15863166119931,0.1602840743368028,0.11897374589948251]","[9.739666194587977,8.551249489192564,12.262098272899616,11.153150929865335]","[0.5557167422062855,0.5557167422062855,0.5557167422062855,0.5557167422062855]","[7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0]","[-2108670505,-481082431,1804026041,-999483493]","[402.1041491883847,414.18659404973204,407.60998976251057,431.9549925171926]","[0.17515579257423813,0.15863166119931,0.1602840743368028,0.11897374589948251]","[0.8245541556089134,0.8410782869838416,0.8394258738463488,0.8807362022836691]"
600,44320,976.7469362172387,1.0,1.0,146.71958880834393,11.431376840355012,284.1312979704325,2,"[0.014333292975782884,0.0]","[3.0,3.0]","[365.0,365.0]","[1.0,1.0]","[0.7269027152004177,0.19452326181419627]","[12.797270923574859,10.065482757135166]","[0.8969209698964543,0.8969209698964543]","[7.0,7.0]","[1.0,1.0]","[-346656833,113319393]","[190.57129755265984,377.69129838820515]","[0.7269027152004177,0.19452326181419627]","[0.23547552745929023,0.8047120199260962]"
600,44320,795.3789963030277,1.0,1.0,198.5216515084915,13.500003046989296,179.86951135301365,1,"[0.01005809813583777]","[3.0]","[365.0]","[1.0]","[0.7593864092557516]","[13.500003046989296]","[0.7303755705261963]","[7.0]","[1.0]","[1736784091]","[179.86951135301365]","[0.7593864092557516]","[0.20367648725071485]"
600,44320,981.6981452046061,1.4376922318383434,2.783717599581015,5.756904709321832,18.723858314425144,148.6603533010201,2,"[0.027503362547733695,0.011205073630558173]","[3.0,3.0]","[365.0,365.0]","[1.4376922318383434,1.4376922318383434]","[0.8200076611453935,0.7680568652218965]","[19.00231222842644,18.445404400423847]","[0.9014675346231461,0.9014675346231461]","[7.0,7.0]","[1.0,1.0]","[1990756257,-1780864513]","[152.44033004268005,144.88037655936014]","[0.8200076611453935,0.7680568652218965]","[0.10390159184699396,0.19761675312075322]"
600,44320,729.6347409990404,1.0568753149313297,2.169318596775996,81.7298409275125,14.337229781003074,277.5916677806061,4,"[0.043857560779225674,0.0,0.0,0.016446585292209628]","[3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0]","[1.0568753149313297,1.0568753149313297,1.0568753149313297,1.0568753149313297]","[0.679792192077998,0.16035420659904387,0.14801926762988665,0.707203167565014]","[16.686970580181292,11.37986003692667,11.987488981824855,19.416577691028195]","[0.6700043535344724,0.6700043535344724,0.6700043535344724,0.6700043535344724]","[7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0]","[228665576,709567380,1883749084,875214871]","[165.0381548378823,401.58434673836075,390.1451807233299,149.71392626246185]","[0.679792192077998,0.16035420659904387,0.14801926762988665,0.707203167565014]","[0.1781713406656043,0.838775849902691,0.8511107888718482,0.24806932815749522]"
600,44320,729.634730193345,1.056765820330812,2.169880580842557,81.75731582218609,14.770248895312275,277.1198297687545,2,"[0.012334939151834371,0.0]","[3.0,3.0]","[365.0,365.0]","[1.056765820330812,1.056765820330812]","[0.7524312882618966,0.14390762343806768]","[16.03358116631314,13.506916624311406]","[0.6700043436118871,0.6700043436118871]","[7.0,7.0]","[1.0,1.0]","[-1647526666,-166576895]","[155.00670048016397,399.23295905734506]","[0.7524312882618966,0.14390762343806768]","[0.2096939655811843,0.8552224478605165]"
600,44320,988.7890239986007,1.0196957734899184,1.0,297.1177643894028,21.037332229557858,125.87924302485067,2,"[0.021238099827481215,0.015170071305343725]","[3.0,3.0]","[365.0,365.0]","[1.0196957734899184,1.0196957734899184]","[0.79794575066108,0.8050251172702404]","[19.694857310060343,22.379807149055374]","[0.907978901743435,0.907978901743435]","[7.0,7.0]","[1.0,1.0]","[1432161341,1966564150]","[125.24916526729073,126.50932078241058]","[0.79794575066108,0.8050251172702404]","[0.1334966274870248,0.14361000835725393]"
600,44320,1421.4963477061933,1.3699334968128012,2.3697823281499666,16.879183723579967,25.97865712463356,81.0776048945445,1,"[0.01758710111379562]","[3.0]","[365.0]","[1.3699334968128012]","[0.8427738853730862]","[25.97865712463356]","[1.3053226333390204]","[7.0]","[1.0]","[1443884139]","[81.0776048945445]","[0.8427738853730862]","[0.1048191226382219]"
