evolution$generation,evolution$evaluated,popInit,infectionRadiusI,objective$integraleInfected,objective$integraleExposed,evolution$samples,propExposed,teG,trG,infectionRadiusI,propRecovered,integraleInfected,density,tiG,propInfecte,mySeed,integraleExposed,propInfected,propSuseptible
600,48951,500.0,1.341638471238975,14.167599021931382,289.6715961701775,4,"[0.026,0.022,0.0,0.0]","[3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0]","[1.341638471238975,1.341638471238975,1.341638471238975,1.341638471238975]","[0.634,0.786,0.15,0.142]","[15.153689910076109,19.135470491479634,13.181508133786656,13.132187404737971]","[0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864]","[7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0]","[-1264820809,-2100226253,-1327275989,-192659963]","[180.1628522557064,167.95238452052442,411.98193822745793,399.1803400846486]","[0.634,0.786,0.15,0.142]","[0.314,0.156,0.85,0.858]"
600,48951,575.9102056058058,1.0164637918616464,9.395863945461045,202.3116246928389,1,"[0.006945527203832687]","[3.0]","[365.0]","[1.0164637918616464]","[0.6945527203832687]","[9.395863945461045]","[0.5288431640090044]","[7.0]","[1.0]","[1383162816]","[202.3116246928389]","[0.6945527203832687]","[0.2882393789590565]"
600,48951,626.241885814453,1.0,11.007270675720465,197.06387132037392,1,"[0.023952406154519497]","[3.0]","[365.0]","[1.0]","[0.6738610264804819]","[11.007270675720465]","[0.5750614194806731]","[7.0]","[1.0]","[975152947]","[197.06387132037392]","[0.6738610264804819]","[0.2666701218536504]"
600,48951,514.9205717659227,1.7810736786119703,21.132585665857643,120.56232080603735,5,"[0.0,0.0,0.007768188375698372,0.021362518033170526,0.01942047093924593]","[3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0]","[1.7810736786119703,1.7810736786119703,1.7810736786119703,1.7810736786119703,1.7810736786119703]","[0.16313195588966584,0.14953762623219366,0.8078915910726308,0.8389643445754242,0.8059495439787061]","[15.92850408678675,15.618893344925306,21.132585665857643,27.85706777870815,35.02380777441928]","[0.4728379906023165,0.4728379906023165,0.4728379906023165,0.4728379906023165,0.4728379906023165]","[7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0]","[1488295509,1131094167,-606387633,-1732301761,1342031766]","[394.25727639205945,397.07556300441036,120.56232080603735,98.18414697606889,87.59591065019777]","[0.16313195588966584,0.14953762623219366,0.8078915910726308,0.8389643445754242,0.8059495439787061]","[0.835080250387575,0.8486745800450471,0.14953762623219366,0.08933416632053129,0.12234896691724936]"
600,48951,547.5279968366774,1.6409438521911501,20.691074657752544,114.29819418573517,3,"[0.029222249989844178,0.021916687492383135,0.0]","[3.0,3.0,3.0]","[365.0,365.0,365.0]","[1.6409438521911501,1.6409438521911501,1.6409438521911501]","[0.7725632341065055,0.8510980309542118,0.14428485932485563]","[20.691074657752544,23.293820774839254,14.203664519478307]","[0.5027805296939186,0.5027805296939186,0.5027805296939186]","[7.0,7.0,7.0]","[1.0,1.0,1.0]","[256378574,868399703,1033186266]","[114.29819418573517,114.14688060978597,404.5463218458907]","[0.7725632341065055,0.8510980309542118,0.14428485932485563]","[0.1515904218223167,0.08584035934516727,0.8547508122029422]"
600,48951,678.7351891536343,1.3162484863974584,18.61032962164696,128.2414734045886,1,"[0.014733286500836575]","[3.0]","[365.0]","[1.3162484863974584]","[0.7602375834431673]","[18.61032962164696]","[0.6232646365047148]","[7.0]","[1.0]","[615913006]","[128.2414734045886]","[0.7602375834431673]","[0.18269275261037352]"
600,48951,699.4551337362393,1.0,12.427623912856527,401.6229983092691,11,"[0.01858589546774594,0.0,0.020015579734495626,0.014296842667496876,0.0,0.0,0.025734316801494378,0.0,0.0,0.0,0.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.7391467659095885,0.13582000534122032,0.7391467659095885,0.6976859221738476,0.15154653227546688,0.160124637875965,0.7362873973760892,0.15726526934246565,0.1272418997407222,0.15440590080896627,0.14868716374196753]","[14.36646603892291,10.07084543707454,13.555065102708125,15.603651157335472,10.735771529076077,11.090831720996485,18.695030043621596,11.463600757412136,11.513349143179616,12.427623912856527,12.521790756559751]","[0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022]","[7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[2114302697,1957209502,-651209952,835266398,410567168,-69950099,80566908,180932441,255888902,-1241285809,-1338696205]","[171.4234397792882,418.2512800122882,173.70970982215903,169.0447038547337,404.1573470260688,397.65854820839775,159.34122331331625,401.6229983092691,412.8399703349695,403.84795564493663,403.25803825402744]","[0.7391467659095885,0.13582000534122032,0.7391467659095885,0.6976859221738476,0.15154653227546688,0.160124637875965,0.7362873973760892,0.15726526934246565,0.1272418997407222,0.15440590080896627,0.14868716374196753]","[0.21016358721220407,0.8635292971168114,0.21588232427920284,0.24733537814769596,0.8478027701825648,0.8392246645820667,0.20444485014520533,0.842084033115566,0.8721074027173095,0.8449434016490655,0.8506621387160641]"
600,48951,509.48984636366475,1.0987087798577093,10.420308631752018,396.4790655025221,4,"[0.0,0.0,0.0,0.0]","[3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0]","[1.0987087798577093,1.0987087798577093,1.0987087798577093,1.0987087798577093]","[0.15309431690680836,0.1472060739488542,0.1707590457806709,0.13739233568559725]","[8.971630411996705,11.178543679567381,10.139559570905172,10.701057692598864]","[0.46785109858922386,0.46785109858922386,0.46785109858922386,0.46785109858922386]","[7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0]","[94006000,-884050172,-1585530713,-597510260]","[413.87787329379154,396.60009130070176,394.3959256867739,396.35803970434233]","[0.15309431690680836,0.1472060739488542,0.1707590457806709,0.13739233568559725]","[0.8459442382927488,0.851832481250703,0.8282795094188863,0.8616462195139599]"
600,48951,677.7123345641509,1.7026334488670405,22.53221997534246,97.73841790308686,1,"[0.014755523088466704]","[3.0]","[365.0]","[1.7026334488670405]","[0.7643360959825753]","[22.53221997534246]","[0.6223253760919659]","[7.0]","[1.0]","[1166794320]","[97.73841790308686]","[0.7643360959825753]","[0.1947729047677605]"
600,48951,760.6908232524528,1.0656005960796986,12.94418227886326,162.55480843447626,1,"[0.018404323507073224]","[3.0]","[365.0]","[1.0656005960796986]","[0.7729815872970754]","[12.94418227886326]","[0.6985223354017014]","[7.0]","[1.0]","[1194597256]","[162.55480843447626]","[0.7729815872970754]","[0.18930161321561031]"
