evolution$generation,evolution$evaluated,popInit,infectionRadiusI,objective$integraleInfected,objective$integraleExposed,evolution$samples,propExposed,teG,trG,infectionRadiusI,propRecovered,integraleInfected,density,tiG,propInfecte,mySeed,integraleExposed,propInfected,propSuseptible
600,48951,500.0,1.0,10.433382558419376,409.0777083780478,100,"[0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.008,0.0,0.0,0.0,0.0,0.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.14,0.126,0.142,0.142,0.154,0.622,0.124,0.154,0.146,0.138,0.16,0.548,0.14,0.188,0.174,0.162,0.15,0.16,0.136,0.142,0.166,0.152,0.734,0.134,0.15,0.158,0.43,0.13,0.164,0.124,0.15,0.152,0.142,0.124,0.148,0.166,0.142,0.132,0.15,0.106,0.142,0.132,0.132,0.176,0.142,0.132,0.146,0.14,0.136,0.13,0.158,0.132,0.136,0.186,0.168,0.142,0.156,0.158,0.65,0.148,0.154,0.156,0.15,0.15,0.154,0.146,0.176,0.136,0.156,0.178,0.166,0.138,0.16,0.146,0.142,0.16,0.138,0.178,0.162,0.146,0.178,0.136,0.172,0.16,0.138,0.166,0.632,0.152,0.148,0.148,0.14,0.16,0.124,0.69,0.668,0.112,0.134,0.174,0.16,0.146]","[9.466947539033171,9.206035102573242,11.125641635876237,10.149064988020731,10.928946632132709,10.411700216241185,10.55163649511629,9.187375265187242,9.898604197511418,9.725795990354364,9.733593425053618,10.194257906092934,9.589211414869208,10.94683622914952,10.706975807299182,10.06142715404321,10.598014023409968,10.294037198776456,10.509728982507914,10.43483648094008,10.79442647413036,10.560620385800346,14.769902024742809,10.431928635898673,10.673594669682144,9.59042743014591,9.841963744582129,11.137431138387248,9.451804344355908,10.621329734677838,11.303825663260133,9.787087590151087,11.282302939618871,9.543135523656257,9.547952699154923,10.439875846593628,10.525152470690886,11.59006062911943,10.697488215725267,10.597442496084296,10.995921348562975,11.08985153615823,10.547209716748975,10.652205278718943,10.576293211013324,9.464146322451057,9.16144466931228,9.533015509846534,9.749795692872219,9.795136307337934,11.256852929141507,11.094760858612636,10.348883336342036,10.557997394585824,10.180930296121593,10.383739067197775,9.866200351860632,9.670447277612624,11.305182372888384,10.669947139547547,10.821911321549441,10.124734458360171,9.575131376303963,10.480403001824167,10.021303886139508,10.110816765847376,10.301579678883355,11.41391854650636,10.79103960440555,9.879667480330097,12.29008823189219,10.504135786120477,9.39218605937686,9.453266827846603,9.24519630375077,10.964734858977438,10.347378329912308,10.245619161915501,10.742877388898473,10.796880065290582,10.003585885755085,10.381119003847518,9.965467331762337,9.883006549368396,10.93473475851786,10.78748676630394,11.64623640947015,11.031706582551527,10.073199696260266,10.716456570149669,11.086316553656145,9.715087023106687,10.953984020603864,12.847330183220434,10.738095443428017,9.654504394622531,10.638584718941784,9.529528673325258,10.411950888218,9.796624528661]","[0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864]","[7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[-425707574,-228743141,1553346432,2006374930,1144016218,1681307629,-270802221,-803588916,-493501794,-375615271,-95749861,579149843,674436582,-260705975,-1922649524,761869240,-2050952328,-1830040101,-721620052,-1498328655,2054473623,-1891753609,216381081,-982234071,-1291961435,522993177,-281535147,-2043090028,501763487,150548089,1307568022,53094562,-167496719,1766958246,1233907888,341731008,-1904358885,2059459489,182021191,1090695760,1973351002,1317786157,-679090188,1967779144,88525789,-485539093,1775932304,358115348,-470739823,-742837534,1526202503,-149665243,-643732903,536038397,1991028154,420548585,1221276101,-821959091,-1096593383,1476886730,-1574545359,-2099379674,672384600,-1210316930,1088895743,-241257231,175558227,243963900,313789359,1135281446,-1073421558,-930640529,-1424039547,-510854136,1451549108,1343859093,-1317678509,465777799,-1834959560,-430122183,-1909278749,394828767,1518301062,1451307879,318430743,1426424919,-714557387,1855556021,1575065930,1750650183,1417740716,-1117112119,-704012331,-723810692,704586395,-1603060244,688641162,672423709,-531782372,212877757]","[409.71470837804816,409.0047083780476,405.0107083780474,398.0807083780477,398.8807083780478,236.52470837804773,431.4307083780478,419.41270837804745,410.49670837804746,409.1687083780477,395.37070837804794,250.756708378048,427.9947083780482,384.8407083780477,403.2567083780484,400.47070837804773,420.58670837804794,403.5827083780474,402.61270837804847,416.03270837804763,406.6707083780475,419.12070837804777,224.01670837804784,375.21270837804786,412.0647083780478,413.1127083780478,268.03070837804796,420.1327083780474,413.5847083780481,420.6167083780479,426.6927083780478,412.45070837804815,444.3667083780478,422.176708378048,405.504708378048,400.6267083780476,413.25070837804753,411.2507083780477,396.0263790882563,428.5787083780477,412.0527083780475,427.89470837804754,415.51470837804777,394.84670837804794,419.39070837804775,423.22270837804786,409.42070837804795,411.73270837804813,432.6447083780478,426.74870837804815,407.0247083780477,406.31670837804734,411.09870837804795,396.22470837804775,402.2483790882558,414.26070837804747,405.38470837804823,416.25470837804795,253.2407083780479,433.53670837804793,408.72670837804793,407.2887083780477,416.7807083780479,411.84070837804796,410.4987083780477,405.06470837804767,391.86670837804814,426.4707083780477,393.9187083780481,388.0687083780477,396.7447083780474,427.61070837804823,413.26670837804784,408.0087083780478,422.8387083780483,406.53470837804787,427.7067083780479,389.6707083780478,398.42270837804796,403.9947083780482,404.0287083780479,414.9707083780481,398.2287083780477,399.70070837804815,418.9467083780477,412.70470837804766,229.7487083780479,405.90470837804827,418.22870837804817,404.0127083780477,407.4287083780476,409.150708378048,409.84670837804794,234.59670837804777,232.58870837804784,434.756708378048,410.14470837804754,394.5147083780475,401.882708378048,403.63070837804753]","[0.14,0.126,0.142,0.142,0.154,0.622,0.124,0.154,0.146,0.138,0.16,0.548,0.14,0.188,0.174,0.162,0.15,0.16,0.136,0.142,0.166,0.152,0.734,0.134,0.15,0.158,0.43,0.13,0.164,0.124,0.15,0.152,0.142,0.124,0.148,0.166,0.142,0.132,0.15,0.106,0.142,0.132,0.132,0.176,0.142,0.132,0.146,0.14,0.136,0.13,0.158,0.132,0.136,0.186,0.168,0.142,0.156,0.158,0.65,0.148,0.154,0.156,0.15,0.15,0.154,0.146,0.176,0.136,0.156,0.178,0.166,0.138,0.16,0.146,0.142,0.16,0.138,0.178,0.162,0.146,0.178,0.136,0.172,0.16,0.138,0.166,0.632,0.152,0.148,0.148,0.14,0.16,0.124,0.69,0.668,0.112,0.134,0.174,0.16,0.146]","[0.86,0.874,0.858,0.858,0.846,0.366,0.876,0.846,0.854,0.862,0.84,0.44,0.86,0.812,0.826,0.838,0.85,0.84,0.864,0.858,0.834,0.848,0.204,0.866,0.85,0.842,0.45,0.87,0.836,0.876,0.85,0.848,0.858,0.876,0.852,0.834,0.858,0.868,0.85,0.894,0.858,0.868,0.868,0.824,0.858,0.868,0.854,0.86,0.864,0.87,0.842,0.868,0.864,0.814,0.832,0.858,0.844,0.842,0.266,0.852,0.846,0.844,0.85,0.85,0.846,0.854,0.824,0.864,0.844,0.822,0.834,0.862,0.84,0.854,0.858,0.84,0.862,0.822,0.838,0.854,0.822,0.864,0.828,0.84,0.862,0.834,0.362,0.848,0.852,0.852,0.86,0.84,0.876,0.254,0.3,0.888,0.866,0.826,0.84,0.854]"
600,48951,1360.6711893562806,4.928672050488576,40.68867041102286,10.944583623028674,1,"[0.03895136489593327]","[3.0]","[365.0]","[4.928672050488576]","[0.9002909810852501]","[40.68867041102286]","[1.2494684934401108]","[7.0]","[1.0]","[-847024086]","[10.944583623028674]","[0.9002909810852501]","[0.0]"
600,48951,525.2274304328624,1.074484078907371,8.335794496265768,389.5229548055457,1,"[0.0]","[3.0]","[365.0]","[1.074484078907371]","[0.17897008905747852]","[8.335794496265768]","[0.4823025072845385]","[7.0]","[1.0]","[32384064]","[389.5229548055457]","[0.17897008905747852]","[0.8205968976997154]"
600,48951,530.5414902664837,1.0,9.631343912526297,412.3445024105153,3,"[0.0,0.0,0.0]","[3.0,3.0,3.0]","[365.0,365.0,365.0]","[1.0,1.0,1.0]","[0.14890447109107222,0.16209853814977482,0.13948013747771323]","[9.536201032647442,9.631343912526297,11.822047854108048]","[0.48718226838060946,0.48718226838060946,0.48718226838060946]","[7.0,7.0,7.0]","[1.0,1.0,1.0]","[249402737,1224224909,-250576230]","[411.4510755839693,412.3445024105153,422.82436138857065]","[0.14890447109107222,0.16209853814977482,0.13948013747771323]","[0.850074891924982,0.8368808248662793,0.8594992255383409]"
600,48951,509.4898484325377,1.0987087804669355,9.094324232481753,370.0892572288652,2,"[0.0,0.0]","[3.0,3.0]","[365.0,365.0]","[1.0987087804669355,1.0987087804669355]","[0.13150409219364764,0.15898255921918594]","[10.207900390984301,7.980748073979206]","[0.46785110048901535,0.46785110048901535]","[7.0,7.0]","[1.0,1.0]","[1146526449,920227927]","[416.2413053459019,323.9372091118286]","[0.13150409219364764,0.15898255921918594]","[0.8675344589491382,0.8400559919235998]"
600,48951,699.4551337362393,1.371874019026909,18.792472902583715,251.46749843145798,14,"[0.0,0.028593685334993752,0.025734316801494378,0.020015579734495626,0.0,0.022874948267995004,0.0,0.021445264001245315,0.0,0.0,0.0,0.014296842667496876,0.0,0.025734316801494378]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0]","[1.371874019026909,1.371874019026909,1.371874019026909,1.371874019026909,1.371874019026909,1.371874019026909,1.371874019026909,1.371874019026909,1.371874019026909,1.371874019026909,1.371874019026909,1.371874019026909,1.371874019026909,1.371874019026909]","[0.1158044256067247,0.8177794005808213,0.8006231893798251,0.7977638208463257,0.14153874240821906,0.8020528736465747,0.16870274347646314,0.837794980315317,0.1401090581414694,0.15440590080896627,0.1629840064094644,0.8006231893798251,0.15869495360921532,0.7920450837793269]","[15.047575780299342,27.09061530178861,21.89953137017081,24.504689566535323,15.270606525912308,22.501672635895083,15.685414434996618,26.998953666628722,13.926929438009202,15.585137064597243,13.688405964402845,24.315963315388665,13.768869444644311,24.667978018477914]","[0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022,0.6422912155521022]","[7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[-1257254997,-2118692681,-73839323,-1322093184,923793278,-1842023798,859990393,-2066030633,1883638260,856029961,404584337,-1649121089,-1466883556,-1980541523]","[428.6302999343046,111.44993986037018,115.52846180666926,114.66282869872232,395.5108795066505,109.43514746178214,396.2899995109537,106.90250249880492,397.18402503923994,404.9381596405226,394.7128996348815,110.31854681007364,387.4065350562467,115.10317145288113]","[0.1158044256067247,0.8177794005808213,0.8006231893798251,0.7977638208463257,0.14153874240821906,0.8020528736465747,0.16870274347646314,0.837794980315317,0.1401090581414694,0.15440590080896627,0.1629840064094644,0.8006231893798251,0.15869495360921532,0.7920450837793269]","[0.883544876851307,0.11151537280647564,0.12438253120722283,0.15440590080896627,0.8578105600498126,0.1272418997407222,0.8306465589815685,0.1043669514727272,0.8592402443165623,0.8449434016490655,0.8363652960485672,0.1386793738747197,0.8406543488488163,0.14439811094171845]"
600,48951,511.13525504393033,1.167265842964599,10.416250183963756,229.00929916837129,3,"[0.03325929845817211,0.01565143456855158,0.0]","[3.0,3.0,3.0]","[365.0,365.0,365.0]","[1.167265842964599,1.167265842964599,1.167265842964599]","[0.5282359166886159,0.7160531315112348,0.15064505772230896]","[10.371400295642411,20.5009608712253,10.416250183963756]","[0.4693620340164649,0.4693620340164649,0.4693620340164649]","[7.0,7.0,7.0]","[1.0,1.0,1.0]","[534355097,-899794320,752525288]","[229.00929916837129,167.30254342107924,406.8643758881069]","[0.5282359166886159,0.7160531315112348,0.15064505772230896]","[0.373678000324169,0.2425972358125495,0.8490903253439233]"
600,48951,580.3919432451153,1.0535910254741552,11.808697967329492,294.83715696820383,4,"[0.020675683285513967,0.0,0.0,0.024121630499766292]","[3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0]","[1.0535910254741552,1.0535910254741552,1.0535910254741552,1.0535910254741552]","[0.7512164927070074,0.1533446510342286,0.1757433079268687,0.7650002815640168]","[13.466840555825256,9.182959487444485,10.150555378833728,15.358277325104273]","[0.5329586255694355,0.5329586255694355,0.5329586255694355,0.5329586255694355]","[7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0]","[1133068230,1066327337,1910534632,992721634]","[193.5418156316496,404.8645285456736,396.13249830475803,192.6484443841032]","[0.7512164927070074,0.1533446510342286,0.1757433079268687,0.7650002815640168]","[0.19814196481950883,0.8459800410989464,0.8235813842063063,0.1533446510342286]"
600,48951,662.5276821659191,1.0,12.316085056994256,183.22596843310427,1,"[0.0196218216233633]","[3.0]","[365.0]","[1.0]","[0.7139324329116031]","[12.316085056994256]","[0.6083817099778872]","[7.0]","[1.0]","[1179009538]","[183.22596843310427]","[0.7139324329116031]","[0.2264056341157304]"
600,48951,650.8863378994073,1.0,8.677539982123593,387.9309838828044,1,"[0.0]","[3.0]","[365.0]","[1.0]","[0.17207305404727868]","[8.677539982123593]","[0.5976917703392169]","[7.0]","[1.0]","[687521021]","[387.9309838828044]","[0.17207305404727868]","[0.826565206048535]"
