evolution$generation,evolution$evaluated,popInit,infectionRadiusI,objective$integraleInfected,objective$integraleExposed,evolution$samples,propExposed,teG,trG,infectionRadiusI,propRecovered,integraleInfected,density,tiG,propInfecte,mySeed,integraleExposed,propInfected,propSuseptible
400,33664,509.48976115340474,1.0987085860548602,8.819158303804,413.3188459477435,1,"[0.0]","[3.0]","[365.0]","[1.0987085860548602]","[0.13542961068303874]","[8.819158303804]","[0.4678510203428877]","[7.0]","[1.0]","[-1261434078]","[413.3188459477435]","[0.13542961068303874]","[0.8636091116019862]"
400,33664,500.0,1.0,10.30123826243553,407.5207083780479,66,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.124,0.132,0.15,0.142,0.176,0.128,0.158,0.134,0.178,0.196,0.158,0.148,0.182,0.144,0.144,0.132,0.176,0.16,0.154,0.124,0.156,0.124,0.128,0.15,0.17,0.13,0.144,0.13,0.16,0.168,0.154,0.146,0.602,0.138,0.168,0.156,0.154,0.166,0.164,0.154,0.122,0.146,0.134,0.166,0.154,0.144,0.132,0.694,0.13,0.148,0.174,0.16,0.142,0.684,0.142,0.14,0.122,0.154,0.148,0.142,0.144,0.136,0.168,0.124,0.15,0.158]","[11.32183112035411,10.53309609531213,10.275971307189812,10.217030860146005,9.691646269102485,10.888302283533436,10.755642280429479,10.000108122662619,10.518829710653987,9.76182666124104,10.382329106816867,9.186017453762693,10.667381226315454,9.54924122763551,9.229653845800046,11.122981538971137,9.899167855355746,11.198598399799737,9.737234589212306,10.320719399727446,10.052398396112865,10.802560680906117,12.128320759760046,9.07612453786502,10.55361565112789,9.304293248643983,9.89849762215558,10.883563736739449,10.68098792668322,11.653163024004842,10.893672596669171,9.456790538726954,14.969735461814464,10.416419637980274,9.653671859792302,11.875464743069147,9.789225119573489,10.959402494299821,9.754232492421421,9.690002851401367,10.592903738358748,10.018747841821702,10.281757125143615,11.415452135661452,10.001429902234653,10.457803207587004,8.559374233522151,14.490237178705724,9.32494264849493,10.035125221044341,11.006469072960511,10.504085088481881,12.103879318664271,13.85075926017058,11.089866990815237,9.79940883338638,9.452113363378189,10.096984115854175,10.464187404737968,10.370504620968314,9.458318852669493,9.948615508424469,10.09590067901277,10.81148569412096,9.739093943186615,9.748919069391201]","[0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864,0.4591368227731864]","[7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[436595324,673983418,-197062923,-1323762610,651478789,-297543112,-2092681498,-649764017,-672479773,2018252925,-955750563,716303870,768061061,382010316,-1832595941,-1362715256,-938560834,-348918743,1616496534,1964352180,1479207129,-53393311,-1777263314,-1446151843,864328308,1388702647,1558100392,199709115,1421077771,-1307934178,-1818570933,-746609819,-194652567,-163199961,-1295471576,1249515626,334458839,-1384151461,133441533,1957384363,-1134814868,-223043693,-1420946902,-1548040121,-55055804,-1827008195,-1388220301,-468078829,-1328304932,1897780120,-1196581523,1799325202,-575915318,-653245000,-1019603025,361844588,-1024204264,-2078291144,801187691,-1932328243,843434003,949646264,1825190045,201348939,1831232488,-1753635305]","[433.04670837804815,425.1187083780482,409.0027083780477,424.5587083780479,408.0407083780477,403.17070837804755,401.1847083780479,406.7647083780478,384.6627083780481,386.0707083780473,391.66270837804774,402.8167083780478,392.0387083780478,404.6127083780479,403.3847083780476,415.70470837804777,414.5547083780481,403.20270837804776,410.84670837804765,430.4707083780479,414.7947083780481,419.350708378048,416.2067083780477,401.398708378048,401.6187083780479,411.92270837804796,427.2567083780478,420.46470837804793,415.9147083780476,386.1687083780475,409.64670837804755,401.30470837804774,221.66270837804777,420.6687083780478,410.2047083780475,416.88670837804733,415.5747083780482,378.99470837804773,406.67270837804796,418.49270837804767,418.49870837804804,420.9627083780479,414.05870837804775,401.8367083780479,412.35070837804756,403.27670837804783,423.5987083780479,210.29870837804776,406.90470837804776,410.22270837804774,399.38270837804856,394.4727083780477,415.7467083780481,244.57070837804793,397.69070837804776,404.78870837804766,421.95870837804745,403.0547083780478,406.060708378048,397.80670837804774,399.9187083780481,413.3827083780481,400.07070837804804,420.034708378048,412.970708378048,407.0007083780481]","[0.124,0.132,0.15,0.142,0.176,0.128,0.158,0.134,0.178,0.196,0.158,0.148,0.182,0.144,0.144,0.132,0.176,0.16,0.154,0.124,0.156,0.124,0.128,0.15,0.17,0.13,0.144,0.13,0.16,0.168,0.154,0.146,0.602,0.138,0.168,0.156,0.154,0.166,0.164,0.154,0.122,0.146,0.134,0.166,0.154,0.144,0.132,0.694,0.13,0.148,0.174,0.16,0.142,0.684,0.142,0.14,0.122,0.154,0.148,0.142,0.144,0.136,0.168,0.124,0.15,0.158]","[0.876,0.868,0.85,0.858,0.824,0.872,0.842,0.866,0.822,0.804,0.842,0.852,0.818,0.856,0.856,0.868,0.824,0.84,0.846,0.876,0.844,0.876,0.872,0.85,0.83,0.87,0.856,0.87,0.84,0.832,0.846,0.854,0.366,0.862,0.832,0.844,0.846,0.834,0.836,0.846,0.878,0.854,0.866,0.834,0.846,0.856,0.868,0.222,0.87,0.852,0.826,0.84,0.858,0.242,0.858,0.86,0.878,0.846,0.852,0.858,0.856,0.864,0.832,0.876,0.85,0.842]"
400,33664,1500.0,4.7916770866876774,38.22226989521867,10.962535503430411,1,"[0.03]","[3.0]","[365.0]","[4.7916770866876774]","[0.916]","[38.22226989521867]","[1.3774104683195592]","[7.0]","[1.0]","[-1703318227]","[10.962535503430411]","[0.916]","[0.0026666666666666666]"
400,33664,509.4898484325377,1.0987087804669355,9.094324232481753,370.0892572288652,2,"[0.0,0.0]","[3.0,3.0]","[365.0,365.0]","[1.0987087804669355,1.0987087804669355]","[0.13150409219364764,0.15898255921918594]","[10.207900390984301,7.980748073979206]","[0.46785110048901535,0.46785110048901535]","[7.0,7.0]","[1.0,1.0]","[1146526449,920227927]","[416.2413053459019,323.9372091118286]","[0.13150409219364764,0.15898255921918594]","[0.8675344589491382,0.8400559919235998]"
400,33664,658.0499980040292,1.3350834679452097,18.845515942832545,259.710140163353,4,"[0.02735354464645069,0.0,0.021274979169461646,0.0]","[3.0,3.0,3.0,3.0]","[365.0,365.0,365.0,365.0]","[1.3350834679452097,1.3350834679452097,1.3350834679452097,1.3350834679452097]","[0.8418813185629823,0.15044449555547879,0.8221259807627679,0.14436593007848975]","[25.139528595835596,15.105478021900298,22.585553863764794,13.833538195840324]","[0.6042699706189433,0.6042699706189433,0.6042699706189433,0.6042699706189433]","[7.0,7.0,7.0,7.0]","[1.0,1.0,1.0,1.0]","[-1218819733,698114875,-656026776,1484438404]","[117.56541907957045,403.9705987046534,122.45517307409489,396.9651072526111]","[0.8418813185629823,0.15044449555547879,0.8221259807627679,0.14436593007848975]","[0.06230529613913768,0.8494795254092186,0.12005166817053357,0.8555580908862076]"
400,33664,511.13525504393033,1.167265842964599,10.416250183963756,229.00929916837129,3,"[0.03325929845817211,0.01565143456855158,0.0]","[3.0,3.0,3.0]","[365.0,365.0,365.0]","[1.167265842964599,1.167265842964599,1.167265842964599]","[0.5282359166886159,0.7160531315112348,0.15064505772230896]","[10.371400295642411,20.5009608712253,10.416250183963756]","[0.4693620340164649,0.4693620340164649,0.4693620340164649]","[7.0,7.0,7.0]","[1.0,1.0,1.0]","[534355097,-899794320,752525288]","[229.00929916837129,167.30254342107924,406.8643758881069]","[0.5282359166886159,0.7160531315112348,0.15064505772230896]","[0.373678000324169,0.2425972358125495,0.8490903253439233]"
400,33664,509.48974322334374,1.0987088738336364,12.805317199533787,186.49780780642325,1,"[0.013739236349909065]","[3.0]","[365.0]","[1.0987088738336364]","[0.7478070070450505]","[12.805317199533787]","[0.46785100387818523]","[7.0]","[1.0]","[1333004426]","[186.49780780642325]","[0.7478070070450505]","[0.21982778159854505]"
400,33664,699.4551337362393,1.0,13.555065102708125,173.70970982215903,3,"[0.01858589546774594,0.0,0.020015579734495626]","[3.0,3.0,3.0]","[365.0,365.0,365.0]","[1.0,1.0,1.0]","[0.7391467659095885,0.13582000534122032,0.7391467659095885]","[14.36646603892291,10.07084543707454,13.555065102708125]","[0.6422912155521022,0.6422912155521022,0.6422912155521022]","[7.0,7.0,7.0]","[1.0,1.0,1.0]","[2114302697,1957209502,-651209952]","[171.4234397792882,418.2512800122882,173.70970982215903]","[0.7391467659095885,0.13582000534122032,0.7391467659095885]","[0.21016358721220407,0.8635292971168114,0.21588232427920284]"
400,33664,672.2452653060029,1.0096022250240428,12.247371637595085,200.12620180764654,1,"[0.03272615090860581]","[3.0]","[365.0]","[1.0096022250240428]","[0.6366723904037858]","[12.247371637595085]","[0.6173051104738319]","[7.0]","[1.0]","[1900466645]","[200.12620180764654]","[0.6366723904037858]","[0.28561004429328707]"
400,33664,500.0,1.749648412070175,20.702862638427728,129.77950847057437,3,"[0.03,0.008,0.0]","[3.0,3.0,3.0]","[365.0,365.0,365.0]","[1.749648412070175,1.749648412070175,1.749648412070175]","[0.726,0.766,0.118]","[20.702862638427728,25.0002106849819,15.777445554362137]","[0.4591368227731864,0.4591368227731864,0.4591368227731864]","[7.0,7.0,7.0]","[1.0,1.0,1.0]","[-608914460,1629650208,1458960327]","[129.77950847057437,117.64319815024155,421.9173744668365]","[0.726,0.766,0.118]","[0.206,0.206,0.882]"
