X.step.,meanI,SdI,meanS,SdS,meanE,SdE,meanR,SdR
237,0.0122,0.005256676997992599,0.40372,0.03250873665929934,0.00604,0.0038648600048569494,0.57804,0.03218946462203217
238,0.01252,0.005522643555104267,0.39956,0.03230035066467892,0.0072,0.00381190401832181,0.58072,0.03204017885756085
239,0.01252,0.005522643555104267,0.39956,0.03230035066467892,0.0072,0.00381190401832181,0.58072,0.03204017885756085
240,0.01272,0.005767749888432248,0.39632,0.032707385423241794,0.0074,0.003838579669298401,0.58356,0.03206190440828046
241,0.01272,0.005767749888432248,0.39632,0.032707385423241794,0.0074,0.003838579669298401,0.58356,0.03206190440828046
242,0.0136,0.006194138111051085,0.3938,0.03252942153353058,0.00576,0.003323140879668277,0.58684,0.03227203249925007
243,0.0136,0.006194138111051085,0.3938,0.03252942153353058,0.00576,0.003323140879668277,0.58684,0.03227203249925007
244,0.01344,0.005952739036848191,0.39032,0.03256982452190609,0.006,0.0033073819722257785,0.59024,0.03263562595742041
245,0.01344,0.005952739036848191,0.39032,0.03256982452190609,0.006,0.0033073819722257785,0.59024,0.03263562595742041
246,0.01296,0.004628924148817974,0.38724000000000003,0.03292016316571263,0.00656,0.00313088629298348,0.59324,0.03292016316571263
247,0.01296,0.004628924148817974,0.38724000000000003,0.03292016316571263,0.00656,0.00313088629298348,0.59324,0.03292016316571263
248,0.0134,0.005146823867043377,0.38412,0.032280429403107075,0.0062,0.003686710828732554,0.59628,0.032508736659299355
249,0.0134,0.005146823867043377,0.38412,0.032280429403107075,0.0062,0.003686710828732554,0.59628,0.032508736659299355
250,0.01232,0.00482104231257016,0.38116,0.03218084104886392,0.00608,0.00405995878133294,0.60044,0.032300350664678935
251,0.01232,0.00482104231257016,0.38116,0.03218084104886392,0.00608,0.00405995878133294,0.60044,0.032300350664678935
252,0.0122,0.004485805276602166,0.37824,0.031820003976448914,0.00588,0.00392605113963387,0.60368,0.03270738542324181
253,0.0122,0.004485805276602166,0.37824,0.031820003976448914,0.00588,0.00392605113963387,0.60368,0.03270738542324181
254,0.01264,0.0050538326535210796,0.37512,0.031985098571244784,0.00604,0.004416850849708583,0.6062,0.032529421533530584
255,0.01264,0.0050538326535210796,0.37512,0.031985098571244784,0.00604,0.004416850849708583,0.6062,0.032529421533530584
256,0.01208,0.0059241463692317415,0.37276,0.03231955243173635,0.0054800000000000005,0.004077013713041267,0.60968,0.032569824521906106
257,0.01208,0.0059241463692317415,0.37276,0.03231955243173635,0.0054800000000000005,0.004077013713041267,0.60968,0.032569824521906106
258,0.01212,0.006632141895530356,0.37044,0.032431503958028095,0.00468,0.0033468840214535707,0.61276,0.03292016316571264
259,0.01212,0.006632141895530356,0.37044,0.032431503958028095,0.00468,0.0033468840214535707,0.61276,0.03292016316571264
260,0.01136,0.006508267897098901,0.367,0.03162342195788639,0.00576,0.003804186737621312,0.61588,0.03228042940310708
261,0.01136,0.006508267897098901,0.367,0.03162342195788639,0.00576,0.003804186737621312,0.61588,0.03228042940310708
262,0.01072,0.00629557667845335,0.36384,0.031493024818916616,0.0066,0.003642156795423418,0.61884,0.03218084104886393
263,0.01072,0.00629557667845335,0.36384,0.031493024818916616,0.0066,0.003642156795423418,0.61884,0.03218084104886393
264,0.01124,0.005867795191395424,0.36124,0.03135807678400952,0.00576,0.003537322866409637,0.62176,0.03182000397644892
265,0.01124,0.005867795191395424,0.36124,0.03135807678400952,0.00576,0.003537322866409637,0.62176,0.03182000397644892
266,0.01128,0.0047938736414089925,0.35796,0.030619428272831976,0.00588,0.003485480085809045,0.62488,0.0319850985712448
267,0.01128,0.0047938736414089925,0.35796,0.030619428272831976,0.00588,0.003485480085809045,0.62488,0.0319850985712448
268,0.01152,0.0050879609804690435,0.355,0.03047715772274611,0.00624,0.003197958532487594,0.62724,0.03231955243173637
269,0.01152,0.0050879609804690435,0.355,0.03047715772274611,0.00624,0.003197958532487594,0.62724,0.03231955243173637
270,0.01248,0.00559241468784427,0.35248,0.030499407822956504,0.0054800000000000005,0.003351758600240434,0.62956,0.03243150395802811
271,0.01248,0.00559241468784427,0.35248,0.030499407822956504,0.0054800000000000005,0.003351758600240434,0.62956,0.03243150395802811
272,0.012,0.004997958767010257,0.34976,0.030325149527703092,0.00524,0.0026768851835135337,0.633,0.0316234219578864
273,0.012,0.004997958767010257,0.34976,0.030325149527703092,0.00524,0.0026768851835135337,0.633,0.0316234219578864
274,0.01136,0.004525483399593904,0.34684,0.030511530105646213,0.00564,0.0034920317458874447,0.6361600000000001,0.03149302481891663
275,0.01136,0.004525483399593904,0.34684,0.030511530105646213,0.00564,0.0034920317458874447,0.6361600000000001,0.03149302481891663
276,0.01148,0.004234166183005353,0.34372,0.030406793011175805,0.00604,0.003294770129171629,0.63876,0.031358076784009536
277,0.01148,0.004234166183005353,0.34372,0.030406793011175805,0.00604,0.003294770129171629,0.63876,0.031358076784009536
278,0.01112,0.0046975460376147676,0.34136,0.03069385366911793,0.0054800000000000005,0.002936331183011639,0.64204,0.030619428272831987
279,0.01112,0.0046975460376147676,0.34136,0.03069385366911793,0.0054800000000000005,0.002936331183011639,0.64204,0.030619428272831987
280,0.01128,0.004421838199349281,0.33876,0.030888581867672692,0.00496,0.0033133003461312516,0.645,0.03047715772274612
281,0.01128,0.004421838199349281,0.33876,0.030888581867672692,0.00496,0.0033133003461312516,0.645,0.03047715772274612
282,0.01112,0.004336084945323514,0.336,0.030202040747375373,0.00536,0.0036013602872202815,0.64752,0.030499407822956508
283,0.01112,0.004336084945323514,0.336,0.030202040747375373,0.00536,0.0036013602872202815,0.64752,0.030499407822956508
284,0.011,0.004540071023448772,0.33376,0.029542470293128977,0.005,0.0031879876577744853,0.65024,0.030325149527703096
285,0.011,0.004540071023448772,0.33376,0.029542470293128977,0.005,0.0031879876577744853,0.65024,0.030325149527703096
286,0.01084,0.004573035431879409,0.33144,0.029067240835619713,0.00456,0.003381582771545941,0.65316,0.030511530105646213
287,0.01084,0.004573035431879409,0.33144,0.029067240835619713,0.00456,0.003381582771545941,0.65316,0.030511530105646213
288,0.00996,0.004304530124396475,0.3286,0.02841744218623772,0.0051600000000000005,0.0034544263235000102,0.65628,0.030406793011175808
289,0.00996,0.004304530124396475,0.3286,0.02841744218623772,0.0051600000000000005,0.0034544263235000102,0.65628,0.030406793011175808
290,0.00992,0.004763123653525647,0.32612,0.028247911246602257,0.00532,0.0032226241050499482,0.65864,0.030693853669117935
291,0.00992,0.004763123653525647,0.32612,0.028247911246602257,0.00532,0.0032226241050499482,0.65864,0.030693853669117935
292,0.01016,0.004829163108296365,0.3234,0.028700423092949092,0.0052,0.002523360247522242,0.66124,0.03088858186767269
293,0.01016,0.004829163108296365,0.3234,0.028700423092949092,0.0052,0.002523360247522242,0.66124,0.03088858186767269
294,0.00988,0.005069476485470141,0.32088,0.02888728270434615,0.00524,0.0030743175781673196,0.664,0.030202040747375366
295,0.00988,0.005069476485470141,0.32088,0.02888728270434615,0.00524,0.0030743175781673196,0.664,0.030202040747375366
296,0.01036,0.00419309442015399,0.3188,0.028833087569240832,0.0046,0.0028926366759023697,0.66624,0.02954247029312897
297,0.01036,0.00419309442015399,0.3188,0.028833087569240832,0.0046,0.0028926366759023697,0.66624,0.02954247029312897
298,0.01056,0.00423859815100633,0.31596,0.029242099927386633,0.00492,0.003161244911068281,0.66856,0.029067240835619707
299,0.01056,0.00423859815100633,0.31596,0.029242099927386633,0.00492,0.003161244911068281,0.66856,0.029067240835619707
300,0.0098,0.004145319465299117,0.31332,0.02927033742650099,0.0054800000000000005,0.002936331183011639,0.6714,0.028417442186237707
301,0.0098,0.004145319465299117,0.31332,0.02927033742650099,0.0054800000000000005,0.002936331183011639,0.6714,0.028417442186237707
302,0.01016,0.004568570535155814,0.31084,0.029176703035127188,0.00512,0.0033358901758460398,0.67388,0.028247911246602243
303,0.01016,0.004568570535155814,0.31084,0.029176703035127188,0.00512,0.0033358901758460398,0.67388,0.028247911246602243
304,0.01008,0.004080016006371164,0.3086,0.028853606572574214,0.00472,0.003070863735438721,0.6766,0.028700423092949078
305,0.01008,0.004080016006371164,0.3086,0.028853606572574214,0.00472,0.003070863735438721,0.6766,0.028700423092949078
306,0.01004,0.0047206018294972795,0.30624,0.028990188347235057,0.0046,0.0035283111529224196,0.6791200000000001,0.028887282704346134
307,0.01004,0.0047206018294972795,0.30624,0.028990188347235057,0.0046,0.0035283111529224196,0.6791200000000001,0.028887282704346134
308,0.0102,0.004558016038155376,0.3034,0.029005981086243405,0.0052,0.0034758643030275544,0.6812,0.028833087569240815
309,0.0102,0.004558016038155376,0.3034,0.029005981086243405,0.0052,0.0034758643030275544,0.6812,0.028833087569240815
310,0.00972,0.004981762658304133,0.301,0.02872885202676066,0.00524,0.0032297090284053864,0.68404,0.029242099927386616
311,0.00972,0.004981762658304133,0.301,0.02872885202676066,0.00524,0.0032297090284053864,0.68404,0.029242099927386616
312,0.00992,0.004864867806581203,0.29892,0.029210593549433464,0.0044800000000000005,0.0026972397077042166,0.68668,0.02927033742650097
313,0.00992,0.004864867806581203,0.29892,0.029210593549433464,0.0044800000000000005,0.0026972397077042166,0.68668,0.02927033742650097
314,0.00984,0.004896312648414152,0.29616,0.029407315485804417,0.00484,0.0030530011998901366,0.68916,0.02917670303512717
315,0.00984,0.004896312648414152,0.29616,0.029407315485804417,0.00484,0.0030530011998901366,0.68916,0.02917670303512717
316,0.00968,0.0044329011093073075,0.29356,0.029419665781478168,0.00536,0.0033912251714189236,0.6914,0.028853606572574197
317,0.00968,0.0044329011093073075,0.29356,0.029419665781478168,0.00536,0.0033912251714189236,0.6914,0.028853606572574197
318,0.01008,0.004552819265609621,0.29044,0.029325172024827303,0.00572,0.0031560760964416896,0.69376,0.02899018834723504
319,0.01008,0.004552819265609621,0.29044,0.029325172024827303,0.00572,0.0031560760964416896,0.69376,0.02899018834723504
320,0.00984,0.003996733360010448,0.28856,0.02921011845933123,0.005,0.0028926366759023697,0.6966,0.02900598108624339
321,0.00984,0.003996733360010448,0.28856,0.02921011845933123,0.005,0.0028926366759023697,0.6966,0.02900598108624339
322,0.01056,0.004389970015238586,0.28664,0.028811675637859458,0.0038,0.002835633320182744,0.699,0.028728852026760645
323,0.01056,0.004389970015238586,0.28664,0.028811675637859458,0.0038,0.002835633320182744,0.699,0.028728852026760645
324,0.01036,0.004457326003563214,0.28428,0.029463252795747488,0.00428,0.0023564068114874585,0.70108,0.029210593549433454
325,0.01036,0.004457326003563214,0.28428,0.029463252795747488,0.00428,0.0023564068114874585,0.70108,0.029210593549433454
326,0.00952,0.004131709138862907,0.28196,0.02984446757605099,0.00468,0.0027288331961197077,0.70384,0.02940731548580441
327,0.00952,0.004131709138862907,0.28196,0.02984446757605099,0.00468,0.0027288331961197077,0.70384,0.02940731548580441
328,0.00928,0.00358591348336851,0.28008,0.030047472643217398,0.0042,0.0028066975291983574,0.70644,0.029419665781478158
329,0.00928,0.00358591348336851,0.28008,0.030047472643217398,0.0042,0.0028066975291983574,0.70644,0.029419665781478158
330,0.00848,0.003271646904754203,0.27764,0.030352191192796633,0.00432,0.003945754628944473,0.70956,0.0293251720248273
331,0.00848,0.003271646904754203,0.27764,0.030352191192796633,0.00432,0.003945754628944473,0.70956,0.0293251720248273
332,0.00848,0.003715604161602025,0.27604,0.03007878091320341,0.00404,0.003714065927563176,0.71144,0.029210118459331223
333,0.00848,0.003715604161602025,0.27604,0.03007878091320341,0.00404,0.003714065927563176,0.71144,0.029210118459331223
334,0.009,0.005050762722761054,0.27396,0.02984173218149102,0.00368,0.003413299319558418,0.71336,0.028811675637859455
335,0.009,0.005050762722761054,0.27396,0.02984173218149102,0.00368,0.003413299319558418,0.71336,0.028811675637859455
336,0.00824,0.005694824001509025,0.27188,0.029988868683195755,0.0041600000000000005,0.003448513433054768,0.71572,0.029463252795747484
337,0.00824,0.005694824001509025,0.27188,0.029988868683195755,0.0041600000000000005,0.003448513433054768,0.71572,0.029463252795747484
338,0.008,0.005405967979549857,0.2692,0.029908704623318242,0.00476,0.003020744603435331,0.71804,0.029844467576050988
339,0.008,0.005405967979549857,0.2692,0.029908704623318242,0.00476,0.003020744603435331,0.71804,0.029844467576050988
340,0.0082,0.005287644435234785,0.26728,0.02995713945091608,0.0046,0.0027774602993176543,0.71992,0.03004747264321739
341,0.0082,0.005287644435234785,0.26728,0.02995713945091608,0.0046,0.0027774602993176543,0.71992,0.03004747264321739
342,0.00844,0.005051409179019014,0.26556,0.030175784317622523,0.00364,0.002164273927360643,0.72236,0.03035219119279663
343,0.00844,0.005051409179019014,0.26556,0.030175784317622523,0.00364,0.002164273927360643,0.72236,0.03035219119279663
344,0.00876,0.004157903710441852,0.26328,0.029542801878920402,0.004,0.0026186146828319086,0.7239599999999999,0.030078780913203415
345,0.00876,0.004157903710441852,0.26328,0.029542801878920402,0.004,0.0026186146828319086,0.7239599999999999,0.030078780913203415
346,0.0084,0.0037688302737922627,0.2612,0.029733510264566162,0.00436,0.0031736157194427114,0.72604,0.029841732181491023
347,0.0084,0.0037688302737922627,0.2612,0.029733510264566162,0.00436,0.0031736157194427114,0.72604,0.029841732181491023
348,0.0086,0.003574284572341944,0.25964,0.029570227718888786,0.00364,0.003042287002253672,0.72812,0.029988868683195766
349,0.0086,0.003574284572341944,0.25964,0.029570227718888786,0.00364,0.003042287002253672,0.72812,0.029988868683195766
350,0.008,0.003979539507766892,0.25788,0.0294005692017647,0.00332,0.0029027784016317183,0.7308,0.029908704623318252
351,0.008,0.003979539507766892,0.25788,0.0294005692017647,0.00332,0.0029027784016317183,0.7308,0.029908704623318252
352,0.00764,0.004529990764508314,0.25624,0.029192227089569228,0.0034000000000000002,0.002563479777846623,0.73272,0.029957139450916093
353,0.00764,0.004529990764508314,0.25624,0.029192227089569228,0.0034000000000000002,0.002563479777846623,0.73272,0.029957139450916093
354,0.00768,0.004666161294307109,0.25476,0.028903470591693622,0.00312,0.0024960376763247492,0.73444,0.030175784317622537
355,0.00768,0.004666161294307109,0.25476,0.028903470591693622,0.00312,0.0024960376763247492,0.73444,0.030175784317622537
356,0.00704,0.004223162563863287,0.25268,0.02851024878380204,0.0035600000000000002,0.0029771922123685186,0.73672,0.029542801878920413
357,0.00704,0.004223162563863287,0.25268,0.02851024878380204,0.0035600000000000002,0.0029771922123685186,0.73672,0.029542801878920413
358,0.00644,0.004126371138847087,0.25088,0.02847457870896532,0.00388,0.0031664052881745243,0.7388,0.029733510264566172
359,0.00644,0.004126371138847087,0.25088,0.02847457870896532,0.00388,0.0031664052881745243,0.7388,0.029733510264566172
360,0.00696,0.004261646706739218,0.24928,0.02822001026916604,0.0034000000000000002,0.002595128874940707,0.74036,0.029570227718888797
361,0.00696,0.004261646706739218,0.24928,0.02822001026916604,0.0034000000000000002,0.002595128874940707,0.74036,0.029570227718888797
362,0.007,0.003943478211954931,0.24776,0.027817598305932237,0.00312,0.002774813838212339,0.74212,0.029400569201764714
363,0.007,0.003943478211954931,0.24776,0.027817598305932237,0.00312,0.002774813838212339,0.74212,0.029400569201764714
364,0.00696,0.00416476963618025,0.24604,0.02787578863165551,0.0032400000000000003,0.0028252505758474826,0.74376,0.029192227089569242
365,0.00696,0.00416476963618025,0.24604,0.02787578863165551,0.0032400000000000003,0.0028252505758474826,0.74376,0.029192227089569242
366,0.007,0.0045758906794419905,0.245,0.027763579137615024,0.00276,0.002352245995743174,0.74524,0.02890347059169363
367,0.007,0.0045758906794419905,0.245,0.027763579137615024,0.00276,0.002352245995743174,0.74524,0.02890347059169363
368,0.00664,0.003884873858693379,0.24312,0.027942097564902506,0.00292,0.0024976723858302105,0.74732,0.02851024878380205
369,0.00664,0.003884873858693379,0.24312,0.027942097564902506,0.00292,0.0024976723858302105,0.74732,0.02851024878380205
370,0.00588,0.0034144949128976725,0.24076,0.02829261099182424,0.00424,0.003419989258844572,0.74912,0.02847457870896533
371,0.00588,0.0034144949128976725,0.24076,0.02829261099182424,0.00424,0.003419989258844572,0.74912,0.02847457870896533
372,0.0061600000000000005,0.0037436204238078174,0.23924,0.028298381002222348,0.00388,0.003007745104267464,0.75072,0.028220010269166054
373,0.0061600000000000005,0.0037436204238078174,0.23924,0.028298381002222348,0.00388,0.003007745104267464,0.75072,0.028220010269166054
374,0.007,0.003922722919355994,0.23724,0.028127668127409963,0.00352,0.0021212241363737813,0.75224,0.02781759830593226
375,0.007,0.003922722919355994,0.23724,0.028127668127409963,0.00352,0.0021212241363737813,0.75224,0.02781759830593226
376,0.0068000000000000005,0.0039175169145148825,0.23528,0.027996384606238146,0.00396,0.002725241049065239,0.75396,0.027875788631655535
377,0.0068000000000000005,0.0039175169145148825,0.23528,0.027996384606238146,0.00396,0.002725241049065239,0.75396,0.027875788631655535
378,0.00776,0.004326284167028046,0.23364000000000001,0.028147396298189763,0.0036,0.0026802375770419596,0.755,0.02776357913761505
379,0.00776,0.004326284167028046,0.23364000000000001,0.028147396298189763,0.0036,0.0026802375770419596,0.755,0.02776357913761505
380,0.00784,0.003765363087893845,0.23172,0.02814832434205109,0.0035600000000000002,0.002627639586381353,0.75688,0.027942097564902534
381,0.00784,0.003765363087893845,0.23172,0.02814832434205109,0.0035600000000000002,0.002627639586381353,0.75688,0.027942097564902534
382,0.0071200000000000005,0.0030280322970266905,0.25408000000000003,0.028574171296926923,0.0036,0.00255550625999976,0.7352,0.028588566288797693
383,0.0071200000000000005,0.0030280322970266905,0.24384,0.028576685230717543,0.01384,0.002735704960819617,0.7352,0.028588566288797693
384,0.00752,0.0034655152457271554,0.25344,0.0284771014347045,0.01376,0.002478972795826727,0.72528,0.028162096396919523
385,0.00752,0.0034655152457271554,0.25316,0.028388241313930654,0.01404,0.0025391626451993004,0.72528,0.028162096396919523
386,0.0072,0.003614031611621005,0.26164,0.029418000875487856,0.01436,0.0029329931775563057,0.7168,0.028960211973516704
387,0.01744,0.00370416202757528,0.2612,0.02904746291917448,0.00456,0.0029427184433334246,0.7168,0.028960211973516704
388,0.01732,0.0036725123469874823,0.26940000000000003,0.028526393078004385,0.00492,0.00359614305860587,0.70836,0.02869029559318776
389,0.0176,0.003725258517258656,0.26896,0.028706082694674128,0.00508,0.003773376120523738,0.70836,0.02869029559318776
390,0.01796,0.003800966579539408,0.2774,0.028357052896582743,0.0044,0.0033073819722257785,0.70024,0.028933816103060336
391,0.0184,0.0037688302737922627,0.27664,0.02847538141867068,0.00472,0.003251624397818696,0.70024,0.028933816103060336
392,0.01868,0.0043632977605176995,0.2844,0.02865131688393525,0.00468,0.003297741960920582,0.69224,0.028610373457677096
393,0.019119999999999998,0.0044841671581287885,0.28348,0.028954038173122105,0.0051600000000000005,0.0035013699942643443,0.69224,0.028610373457677096
394,0.01876,0.004274079444984711,0.29156,0.02903984595450231,0.0051600000000000005,0.003430713616489629,0.68452,0.029153527458359224
395,0.00928,0.004584979914495431,0.29064,0.029269863306123984,0.00532,0.0040730072127485905,0.69476,0.029134144355840243
396,0.009600000000000001,0.004848732213850611,0.29668,0.02939001635291293,0.00476,0.0033046658418863792,0.68896,0.029769838180717767
397,0.01024,0.005200313962264437,0.29552,0.029348184243106874,0.005,0.0034106675389466634,0.68924,0.029664491244859155
398,0.00956,0.0045587323694560675,0.30256,0.030492662215352594,0.00568,0.0031908031104717067,0.6822,0.030902744082633403
399,0.01004,0.004956792906544246,0.30152,0.0304994078229565,0.0058000000000000005,0.0035283111529224196,0.68264,0.030523166177010317
400,0.00944,0.004798639262906746,0.30704,0.03012149547741477,0.00628,0.0037473255769404183,0.67724,0.030228760463897168
401,0.01016,0.00531213474134496,0.30644,0.03021093193139307,0.00572,0.003725477643667908,0.67768,0.030391620757124767
402,0.01084,0.005112449790183065,0.31216,0.02958168214228777,0.0051600000000000005,0.0027727537332597934,0.67184,0.029570641811480124
403,0.01112,0.005097578456723249,0.31124,0.029911133685759008,0.00504,0.002806406664641983,0.6726,0.02973419662576393
404,0.01104,0.004557836937739261,0.3162,0.029615908576579697,0.00484,0.002859713129611687,0.66792,0.02958201328855224
405,0.01072,0.004421838199349281,0.31508,0.029786204175484894,0.00536,0.0032435807877299145,0.66884,0.029826956716010686
406,0.01084,0.004200874544517548,0.32088,0.030113147172839,0.00564,0.0035153308550416934,0.66264,0.029786834511308542
407,0.01084,0.004409451814695614,0.31996,0.029904582953665368,0.00564,0.003561471835162123,0.66356,0.029852125347370192
408,0.01112,0.0047493930868983195,0.32584,0.03050015724281983,0.00564,0.0032748889995210025,0.6574,0.030075415412673827
409,0.01108,0.004715757346062112,0.32456,0.030199445865979814,0.0058000000000000005,0.0034817307448439827,0.65856,0.030137210032971345
410,0.0108,0.004694764778615709,0.33044,0.030423648159728294,0.006,0.0033073819722257785,0.65276,0.030793293730543195
411,0.01068,0.004474143402224997,0.32884,0.030080409246021962,0.00668,0.0030401396315945487,0.6538,0.030735872812578807
412,0.01048,0.004454944512813252,0.33344,0.03066618159923976,0.00664,0.0038213150850972544,0.64944,0.030666181599239766
413,0.01116,0.005191673081748802,0.33212,0.030565847287588207,0.00668,0.003513472612091685,0.6500400000000001,0.030816083794151454
414,0.01164,0.004654425149187357,0.33808,0.030774916900035355,0.0061200000000000004,0.003438319475605275,0.6441600000000001,0.0310360948521793
415,0.01232,0.004320997617236472,0.33704,0.03078891928958222,0.00556,0.003264903036344984,0.64508,0.03130941046512167
416,0.01228,0.004865706736006222,0.3428,0.03098913568675714,0.0046,0.0031102201510110343,0.64032,0.03162628718038725
417,0.01248,0.004509581635874025,0.34156,0.031199921506965628,0.00452,0.0030185819078987863,0.64144,0.0317002285448531
418,0.01212,0.0047536881492592845,0.34656,0.030947064744924202,0.0044800000000000005,0.0029293727126802963,0.63684,0.03168490273339167
419,0.012240000000000001,0.004511029567083554,0.34532,0.030842880301718292,0.00468,0.00298595351058032,0.63776,0.031546894151599864
420,0.01124,0.004946901730850723,0.35044,0.030528113506827013,0.00536,0.0036239565704475262,0.63296,0.03214060944522062
421,0.0112,0.004965184913423648,0.34876,0.030822440804434307,0.0058000000000000005,0.003984664480280386,0.63424,0.03198632360805449
422,0.0106,0.004836088822803074,0.35236,0.030440815779248134,0.0058000000000000005,0.0038597874531732276,0.63124,0.031075654884983723
423,0.01024,0.004492896888309322,0.35084,0.030277869603971507,0.00608,0.003958148402411183,0.63284,0.030613029105601576
424,0.00996,0.004907137658554119,0.35552,0.029904774037000873,0.00604,0.0033682794008883794,0.62848,0.03086920399203778
425,0.01032,0.004595650117230423,0.354,0.02967029711027924,0.00588,0.0036006802078473554,0.6298,0.030738528638455418
426,0.010280000000000001,0.004535753655622161,0.35831999999999997,0.029931513663763842,0.00608,0.0038110473144075583,0.62532,0.031101177876506913
427,0.01076,0.0049137873501454024,0.35692,0.030078020994386837,0.00596,0.004130325875368031,0.62636,0.03109613795824761
428,0.0114,0.005394630739571201,0.36132,0.030507570154548427,0.00608,0.0036580356053209652,0.6212,0.03160470127777105
429,0.01168,0.005984469696725049,0.3598,0.030208121627219687,0.00608,0.0037679637764193225,0.62244,0.031888299946365724
430,0.01188,0.005604808431250831,0.3642,0.030865739543238235,0.00572,0.0036813928153926322,0.6182,0.031941911562799664
431,0.01204,0.005635021684763521,0.3624,0.030166882774435456,0.0061200000000000004,0.004226447342965146,0.61944,0.031859487421732176
432,0.01212,0.004955475223818353,0.3664,0.030196634492835085,0.00596,0.004130325875368031,0.61552,0.031608730387895904
433,0.01196,0.005721281432029874,0.365,0.030299861924653407,0.00584,0.00393498178301413,0.6172,0.03192082040784986
434,0.0118,0.005469768491164756,0.36988,0.02978127065174777,0.00632,0.00355389984124942,0.612,0.03128799730743731
435,0.01208,0.005826890513921167,0.36828,0.030091045518694813,0.0061200000000000004,0.0035320110476634026,0.61352,0.03113514976711062
436,0.01204,0.005517911465289699,0.37284,0.029620979878788478,0.0062,0.0037742413753208306,0.60892,0.030679940930683103
437,0.01192,0.00534461392049825,0.37144,0.029744599921494926,0.0062,0.0037087871387849053,0.61044,0.030420964844015328
438,0.01204,0.004956792906544245,0.37612,0.029762076951882845,0.00572,0.0032073894273654253,0.60612,0.030124666142616118
439,0.01224,0.005549627676424678,0.37432,0.029805793163786953,0.00592,0.003049523214657448,0.60752,0.030192741390159678
440,0.01216,0.00555256881165495,0.37848,0.03023056974221253,0.00556,0.003985483864307201,0.6038,0.030423540831643742
441,0.01204,0.005398261246901257,0.37692,0.029936558770513495,0.00572,0.0037906436909628865,0.60532,0.029992135023457503
442,0.01204,0.0047206018294972795,0.3808,0.029681300373075554,0.006,0.003591372882850439,0.60116,0.030350577441300985
443,0.01204,0.004973234483159807,0.37904,0.03007810241517838,0.00596,0.0033439558633939132,0.6029599999999999,0.0296902100266834
444,0.01176,0.0051688233374606206,0.383,0.030135070084199113,0.00596,0.0031941272641508567,0.59928,0.029228892610998904
445,0.01192,0.0048983129123969914,0.38136,0.030616628801742263,0.00604,0.0032698998299579736,0.60068,0.029403900893505645
446,0.01172,0.004763980499968659,0.38536,0.030378402639684266,0.0061200000000000004,0.0031664052881745243,0.5968,0.029560039214577286
447,0.01188,0.0048556300165007275,0.38344,0.030690130036098797,0.00628,0.0033808584829348675,0.5984,0.029777405487231765
448,0.01152,0.005071891326975871,0.38728,0.03030662350990999,0.00624,0.003972147930738918,0.5949599999999999,0.0295910631848226
449,0.01176,0.00560815732406185,0.38528,0.02931255912486967,0.0066,0.004522054797526975,0.59636,0.029732659154676416
450,0.01212,0.005180969887925603,0.38952,0.028769484967689683,0.00596,0.004130325875368031,0.5924,0.029067128499108294
451,0.012240000000000001,0.004876264880384726,0.38736,0.029040267609943667,0.0062,0.0037958086444532637,0.5942,0.02921070533421692
452,0.0122,0.004819179369552285,0.39224,0.02926484273677485,0.006,0.0040406101782088436,0.58956,0.03001303118340976
453,0.01264,0.0050214234911577635,0.39072,0.029251227080488194,0.00552,0.0037592878179196635,0.59112,0.029599117471675415
454,0.01208,0.004931531202375181,0.395,0.02999387692615319,0.00576,0.0036058908718362287,0.58716,0.03014547043512677
455,0.01248,0.005071891326975871,0.39336,0.02941175663865436,0.00524,0.0031529707403964153,0.58892,0.0306133490957318
456,0.012240000000000001,0.005008401105408098,0.39808,0.02907824770848337,0.00564,0.003538476554469538,0.58404,0.03077101737356244
457,0.01212,0.005971496923737303,0.39664,0.029104849164666,0.00556,0.0037096674585549074,0.58568,0.03120533706314498
458,0.01172,0.005714428569642902,0.3998,0.028975006823263445,0.00588,0.0037992480459014145,0.5826,0.030706643567535562
459,0.01144,0.005206589231788065,0.39776,0.028795237701497,0.00628,0.003476099150789927,0.5845199999999999,0.03100970223418892
460,0.01164,0.005137934151674073,0.4018,0.02948053664396777,0.0066,0.004045657788144656,0.57996,0.031655002506293835
461,0.01108,0.004784498779540922,0.39964,0.02935966968618061,0.00732,0.004381966756270662,0.58196,0.030638084876472925
462,0.011640000000000001,0.005137934151674073,0.403,0.02923863812122024,0.00724,0.004405747637450193,0.57812,0.03054447409858587
463,0.01152,0.005276981202566947,0.40136,0.029575058438364124,0.00684,0.003835175540776645,0.58028,0.030902110092407363
464,0.012240000000000001,0.006109744642113672,0.40504,0.02955517841983992,0.00664,0.00398855505522632,0.57608,0.030511182292693256
465,0.01288,0.006441700878190607,0.4032,0.029357751123347445,0.00632,0.003530855247034379,0.5776,0.03058077293773634
466,0.01312,0.006492193113930872,0.40664,0.028873941362341206,0.00604,0.0029551753288916374,0.5741999999999999,0.030313329727756282
467,0.01312,0.005716570971611336,0.40428000000000003,0.028344844400377867,0.00676,0.0034732799296036815,0.57584,0.029672608133923566
468,0.01324,0.00585386667955812,0.4072,0.02818886739296134,0.00672,0.00339891939610584,0.57284,0.029607197139360875
469,0.01364,0.005506063448043216,0.40516,0.028393991891070967,0.00692,0.0036412601541504943,0.57428,0.029675826759798123
