"BehaviorSpace results (NetLogo 6.2.2)"
"../repro-seir-master/model/m2-seir.nlogo"
"experiment"
"04/14/2023 16:45:27:554 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","300","0","300"
"[run number]","pop-init","te-g","ti-g","infectionRadius-i","beta","tr-g","prop-infecte","[step]","propSuseptible","propExposed","propInfected","propRecovered"
"15","20000","3","7","1","0.5","365","0.1","234","0.3778","0.0032","0.0047","0.6143"
"29","20000","3","7","1","0.5","365","0.1","506","0.22985","0.01865","0.03735","0.71415"
"16","20000","3","7","1","0.5","365","0.1","374","0.2361","0.0079","0.0185","0.7375"
"14","20000","3","7","1","0.5","365","0.1","223","0.3493","0.0046","0.00605","0.64005"
"18","20000","3","7","1","0.5","365","0.1","228","0.35355","0.0053","0.00735","0.6338"
"1","20000","3","7","1","0.5","365","0.1","284","0.2737","0.0239","0.04065","0.66175"
"21","20000","3","7","1","0.5","365","0.1","208","0.34985","0.00125","0.0029","0.646"
"22","20000","3","7","1","0.5","365","0.1","519","0.21305","0.01365","0.03135","0.74195"
"19","20000","3","7","1","0.5","365","0.1","230","0.3526","0.0059","0.00875","0.63275"
"27","20000","3","7","1","0.5","365","0.1","336","0.1838","0.01145","0.02685","0.7779"
"22","20000","3","7","1","0.5","365","0.1","520","0.20875","0.0164","0.03105","0.7438"
"25","20000","3","7","1","0.5","365","0.1","405","0.25475","0.008","0.01605","0.7212"
"29","20000","3","7","1","0.5","365","0.1","507","0.23485","0.0171","0.0369","0.71115"
"4","20000","3","7","1","0.5","365","0.1","276","0.363","0.01805","0.0264","0.59255"
"8","20000","3","7","1","0.5","365","0.1","279","0.2933","0.0249","0.0394","0.6424"
"6","20000","3","7","1","0.5","365","0.1","272","0.39945","0.01195","0.0152","0.5734"
"29","20000","3","7","1","0.5","365","0.1","508","0.23085","0.01865","0.036","0.7145"
"25","20000","3","7","1","0.5","365","0.1","406","0.2523","0.01005","0.01585","0.7218"
"12","20000","3","7","1","0.5","365","0.1","277","0.42085","0.00845","0.01015","0.56055"
"13","20000","3","7","1","0.5","365","0.1","287","0.24985","0.02475","0.0462","0.6792"
"2","20000","3","7","1","0.5","365","0.1","278","0.2913","0.02135","0.04075","0.6466"
"17","20000","3","7","1","0.5","365","0.1","219","0.3501","0.0046","0.0064","0.6389"
"5","20000","3","7","1","0.5","365","0.1","279","0.39145","0.0164","0.0238","0.56835"
"10","20000","3","7","1","0.5","365","0.1","229","0.35505","0.00455","0.00785","0.63255"
"26","20000","3","7","1","0.5","365","0.1","291","0.279","0.0297","0.04865","0.64265"
"7","20000","3","7","1","0.5","365","0.1","209","0.33565","0.0029","0.0052","0.65625"
"11","20000","3","7","1","0.5","365","0.1","211","0.3309","0.0028","0.00405","0.66225"
"25","20000","3","7","1","0.5","365","0.1","407","0.2574","0.00955","0.01565","0.7174"
"29","20000","3","7","1","0.5","365","0.1","509","0.2352","0.01585","0.0356","0.71335"
"3","20000","3","7","1","0.5","365","0.1","275","0.409","0.00955","0.01465","0.5668"
"29","20000","3","7","1","0.5","365","0.1","510","0.23025","0.0194","0.0349","0.71545"
"25","20000","3","7","1","0.5","365","0.1","408","0.2555","0.01045","0.0158","0.71825"
"16","20000","3","7","1","0.5","365","0.1","375","0.2405","0.0073","0.01795","0.73425"
"28","20000","3","7","1","0.5","365","0.1","266","0.35695","0.01615","0.02405","0.60285"
"27","20000","3","7","1","0.5","365","0.1","337","0.1882","0.01085","0.02555","0.7754"
"1","20000","3","7","1","0.5","365","0.1","285","0.27155","0.0221","0.04215","0.6642"
"22","20000","3","7","1","0.5","365","0.1","521","0.2133","0.01335","0.0317","0.74165"
"24","20000","3","7","1","0.5","365","0.1","237","0.3749","0.00495","0.0089","0.61125"
"8","20000","3","7","1","0.5","365","0.1","280","0.2868","0.0264","0.0415","0.6453"
"29","20000","3","7","1","0.5","365","0.1","511","0.23395","0.01765","0.03525","0.71315"
"13","20000","3","7","1","0.5","365","0.1","288","0.24475","0.0262","0.0455","0.68355"
"25","20000","3","7","1","0.5","365","0.1","409","0.2603","0.00945","0.01615","0.7141"
"14","20000","3","7","1","0.5","365","0.1","224","0.34985","0.00465","0.0064","0.6391"
"29","20000","3","7","1","0.5","365","0.1","512","0.22955","0.02075","0.035","0.7147"
"25","20000","3","7","1","0.5","365","0.1","410","0.259","0.00995","0.01605","0.715"
"16","20000","3","7","1","0.5","365","0.1","376","0.23835","0.00935","0.0175","0.7348"
"20","20000","3","7","1","0.5","365","0.1","295","0.4888","0","0","0.5112"
"26","20000","3","7","1","0.5","365","0.1","292","0.27075","0.03155","0.0506","0.6471"
"27","20000","3","7","1","0.5","365","0.1","338","0.1861","0.0114","0.02565","0.77685"
"22","20000","3","7","1","0.5","365","0.1","522","0.2103","0.0162","0.0301","0.7434"
"9","20000","3","7","1","0.5","365","0.1","219","0.37235","9.5E-4","0.0016","0.6251"
"2","20000","3","7","1","0.5","365","0.1","279","0.2892","0.0204","0.0416","0.6488"
"12","20000","3","7","1","0.5","365","0.1","278","0.41905","0.00875","0.01125","0.56095"
"15","20000","3","7","1","0.5","365","0.1","235","0.3785","0.0033","0.0049","0.6133"
"29","20000","3","7","1","0.5","365","0.1","513","0.2333","0.01895","0.03515","0.7126"
"5","20000","3","7","1","0.5","365","0.1","280","0.38795","0.0172","0.02535","0.5695"
"4","20000","3","7","1","0.5","365","0.1","277","0.3616","0.01675","0.0282","0.59345"
"18","20000","3","7","1","0.5","365","0.1","229","0.3548","0.00475","0.00755","0.6329"
"25","20000","3","7","1","0.5","365","0.1","411","0.26335","0.0088","0.01585","0.712"
"29","20000","3","7","1","0.5","365","0.1","514","0.2288","0.0206","0.03565","0.71495"
"17","20000","3","7","1","0.5","365","0.1","220","0.35045","0.00495","0.0066","0.638"
"25","20000","3","7","1","0.5","365","0.1","412","0.2612","0.0101","0.01605","0.71265"
"6","20000","3","7","1","0.5","365","0.1","273","0.3998","0.0108","0.01595","0.57345"
"10","20000","3","7","1","0.5","365","0.1","230","0.35475","0.00515","0.0074","0.6327"
"19","20000","3","7","1","0.5","365","0.1","231","0.35305","0.00585","0.009","0.6321"
"1","20000","3","7","1","0.5","365","0.1","286","0.2663","0.02305","0.04245","0.6682"
"21","20000","3","7","1","0.5","365","0.1","209","0.3516","0.00135","0.00275","0.6443"
"7","20000","3","7","1","0.5","365","0.1","210","0.33655","0.00305","0.0056","0.6548"
"3","20000","3","7","1","0.5","365","0.1","276","0.4071","0.01085","0.01505","0.567"
"11","20000","3","7","1","0.5","365","0.1","212","0.33165","0.00315","0.00405","0.66115"
"29","20000","3","7","1","0.5","365","0.1","515","0.2331","0.01755","0.0366","0.71275"
"13","20000","3","7","1","0.5","365","0.1","289","0.2427","0.02525","0.04675","0.6853"
"27","20000","3","7","1","0.5","365","0.1","339","0.1906","0.0104","0.02425","0.77475"
"25","20000","3","7","1","0.5","365","0.1","413","0.26555","0.00955","0.0163","0.7086"
"29","20000","3","7","1","0.5","365","0.1","516","0.2287","0.02025","0.036","0.71505"
"8","20000","3","7","1","0.5","365","0.1","281","0.28375","0.02505","0.0438","0.6474"
"22","20000","3","7","1","0.5","365","0.1","523","0.21595","0.0138","0.02995","0.7403"
"25","20000","3","7","1","0.5","365","0.1","414","0.2638","0.01105","0.01615","0.709"
"16","20000","3","7","1","0.5","365","0.1","377","0.24245","0.0093","0.0174","0.73085"
"26","20000","3","7","1","0.5","365","0.1","293","0.26595","0.0302","0.0522","0.65165"
"2","20000","3","7","1","0.5","365","0.1","280","0.283","0.02355","0.0412","0.65225"
"24","20000","3","7","1","0.5","365","0.1","238","0.37375","0.00645","0.00865","0.61115"
"29","20000","3","7","1","0.5","365","0.1","517","0.2326","0.0163","0.03635","0.71475"
"27","20000","3","7","1","0.5","365","0.1","340","0.1892","0.01155","0.02335","0.7759"
"20","20000","3","7","1","0.5","365","0.1","296","0.49055","0","0","0.50945"
"22","20000","3","7","1","0.5","365","0.1","524","0.21235","0.01625","0.02995","0.74145"
"16","20000","3","7","1","0.5","365","0.1","378","0.2418","0.00925","0.01755","0.7314"
"25","20000","3","7","1","0.5","365","0.1","415","0.2688","0.01025","0.01625","0.7047"
"28","20000","3","7","1","0.5","365","0.1","267","0.3555","0.01605","0.0247","0.60375"
"4","20000","3","7","1","0.5","365","0.1","278","0.35755","0.0178","0.02945","0.5952"
"25","20000","3","7","1","0.5","365","0.1","416","0.26715","0.0111","0.0174","0.70435"
"13","20000","3","7","1","0.5","365","0.1","290","0.23785","0.0253","0.0474","0.68945"
"1","20000","3","7","1","0.5","365","0.1","287","0.26375","0.02295","0.0426","0.6707"
"9","20000","3","7","1","0.5","365","0.1","220","0.3734","0.0011","0.0015","0.624"
"29","20000","3","7","1","0.5","365","0.1","518","0.22805","0.01825","0.03625","0.71745"
"14","20000","3","7","1","0.5","365","0.1","225","0.35155","0.0043","0.00645","0.6377"
"18","20000","3","7","1","0.5","365","0.1","230","0.355","0.00495","0.00785","0.6322"
"16","20000","3","7","1","0.5","365","0.1","379","0.2463","0.0081","0.0179","0.7277"
"6","20000","3","7","1","0.5","365","0.1","274","0.39715","0.012","0.01665","0.5742"
"15","20000","3","7","1","0.5","365","0.1","236","0.3788","0.0038","0.00525","0.61215"
"5","20000","3","7","1","0.5","365","0.1","281","0.38435","0.019","0.02535","0.5713"
"8","20000","3","7","1","0.5","365","0.1","282","0.27755","0.02625","0.04525","0.65095"
"26","20000","3","7","1","0.5","365","0.1","294","0.25955","0.03125","0.05345","0.65575"
"12","20000","3","7","1","0.5","365","0.1","279","0.4186","0.0088","0.0115","0.5611"
"19","20000","3","7","1","0.5","365","0.1","232","0.35345","0.00595","0.00945","0.63115"
"25","20000","3","7","1","0.5","365","0.1","417","0.2715","0.00985","0.01785","0.7008"
"16","20000","3","7","1","0.5","365","0.1","380","0.24465","0.0096","0.018","0.72775"
"22","20000","3","7","1","0.5","365","0.1","525","0.21805","0.01375","0.0304","0.7378"
"27","20000","3","7","1","0.5","365","0.1","341","0.19255","0.01025","0.02345","0.77375"
"21","20000","3","7","1","0.5","365","0.1","210","0.3528","0.0015","0.0028","0.6429"
"29","20000","3","7","1","0.5","365","0.1","519","0.2321","0.0171","0.03475","0.71605"
"22","20000","3","7","1","0.5","365","0.1","526","0.2155","0.01525","0.02985","0.7394"
"29","20000","3","7","1","0.5","365","0.1","520","0.22675","0.01995","0.03445","0.71885"
"3","20000","3","7","1","0.5","365","0.1","277","0.40645","0.0104","0.01565","0.5675"
"2","20000","3","7","1","0.5","365","0.1","281","0.2803","0.0222","0.04195","0.65555"
"25","20000","3","7","1","0.5","365","0.1","418","0.2689","0.0108","0.0177","0.7026"
"17","20000","3","7","1","0.5","365","0.1","221","0.35095","0.005","0.0071","0.63695"
"10","20000","3","7","1","0.5","365","0.1","231","0.35505","0.00505","0.0081","0.6318"
"1","20000","3","7","1","0.5","365","0.1","288","0.2591","0.02365","0.04365","0.6736"
"22","20000","3","7","1","0.5","365","0.1","527","0.22075","0.0129","0.03025","0.7361"
"27","20000","3","7","1","0.5","365","0.1","342","0.1922","0.01015","0.02325","0.7744"
"13","20000","3","7","1","0.5","365","0.1","291","0.2357","0.0239","0.04805","0.69235"
"22","20000","3","7","1","0.5","365","0.1","528","0.21765","0.0143","0.0301","0.73795"
"11","20000","3","7","1","0.5","365","0.1","213","0.333","0.0028","0.0046","0.6596"
"7","20000","3","7","1","0.5","365","0.1","211","0.33825","0.0035","0.0054","0.65285"
"29","20000","3","7","1","0.5","365","0.1","521","0.2311","0.01785","0.03415","0.7169"
"29","20000","3","7","1","0.5","365","0.1","522","0.2261","0.01955","0.0342","0.72015"
"26","20000","3","7","1","0.5","365","0.1","295","0.25495","0.03115","0.05475","0.65915"
"28","20000","3","7","1","0.5","365","0.1","268","0.35255","0.01655","0.02565","0.60525"
"22","20000","3","7","1","0.5","365","0.1","529","0.22155","0.01325","0.03015","0.73505"
"4","20000","3","7","1","0.5","365","0.1","279","0.3553","0.0172","0.03105","0.59645"
"5","20000","3","7","1","0.5","365","0.1","282","0.37915","0.02015","0.02765","0.57305"
"20","20000","3","7","1","0.5","365","0.1","297","0.492","0","0","0.508"
"8","20000","3","7","1","0.5","365","0.1","283","0.2736","0.02635","0.0456","0.65445"
"24","20000","3","7","1","0.5","365","0.1","239","0.3739","0.0067","0.0092","0.6102"
"22","20000","3","7","1","0.5","365","0.1","530","0.21915","0.01545","0.029","0.7364"
"14","20000","3","7","1","0.5","365","0.1","226","0.3521","0.0045","0.00685","0.63655"
"29","20000","3","7","1","0.5","365","0.1","523","0.22995","0.01795","0.03375","0.71835"
"16","20000","3","7","1","0.5","365","0.1","381","0.25035","0.00945","0.0179","0.7223"
"12","20000","3","7","1","0.5","365","0.1","280","0.4169","0.0095","0.01285","0.56075"
"2","20000","3","7","1","0.5","365","0.1","282","0.2739","0.02485","0.04225","0.659"
"29","20000","3","7","1","0.5","365","0.1","524","0.2258","0.02035","0.0336","0.72025"
"13","20000","3","7","1","0.5","365","0.1","292","0.23125","0.02415","0.0472","0.6974"
"6","20000","3","7","1","0.5","365","0.1","275","0.39645","0.0113","0.0178","0.57445"
"22","20000","3","7","1","0.5","365","0.1","531","0.22395","0.0136","0.0297","0.73275"
"25","20000","3","7","1","0.5","365","0.1","419","0.273","0.00955","0.01795","0.6995"
"27","20000","3","7","1","0.5","365","0.1","343","0.1967","0.00875","0.0233","0.77125"
"22","20000","3","7","1","0.5","365","0.1","532","0.21975","0.01665","0.0293","0.7343"
"1","20000","3","7","1","0.5","365","0.1","289","0.2566","0.0238","0.0435","0.6761"
"16","20000","3","7","1","0.5","365","0.1","382","0.2479","0.01165","0.0182","0.72225"
"18","20000","3","7","1","0.5","365","0.1","231","0.3557","0.0052","0.00765","0.63145"
"3","20000","3","7","1","0.5","365","0.1","278","0.40465","0.0111","0.0167","0.56755"
"9","20000","3","7","1","0.5","365","0.1","221","0.37545","0.0011","0.00155","0.6219"
"20","20000","3","7","1","0.5","365","0.1","298","0.49305","0","0","0.50695"
"26","20000","3","7","1","0.5","365","0.1","296","0.2487","0.0307","0.0561","0.6645"
"15","20000","3","7","1","0.5","365","0.1","237","0.37945","0.0037","0.00525","0.6116"
"19","20000","3","7","1","0.5","365","0.1","233","0.35405","0.00615","0.00985","0.62995"
"17","20000","3","7","1","0.5","365","0.1","222","0.3507","0.00555","0.0077","0.63605"
"22","20000","3","7","1","0.5","365","0.1","533","0.2238","0.0151","0.0289","0.7322"
"10","20000","3","7","1","0.5","365","0.1","232","0.35495","0.00535","0.0081","0.6316"
"25","20000","3","7","1","0.5","365","0.1","420","0.26985","0.01165","0.01805","0.70045"
"29","20000","3","7","1","0.5","365","0.1","525","0.23085","0.01685","0.0346","0.7177"
"8","20000","3","7","1","0.5","365","0.1","284","0.26725","0.0283","0.0462","0.65825"
"27","20000","3","7","1","0.5","365","0.1","344","0.1948","0.0101","0.02245","0.77265"
"22","20000","3","7","1","0.5","365","0.1","534","0.2207","0.0156","0.02915","0.73455"
"11","20000","3","7","1","0.5","365","0.1","214","0.33355","0.00325","0.00445","0.65875"
"7","20000","3","7","1","0.5","365","0.1","212","0.33925","0.004","0.00555","0.6512"
"4","20000","3","7","1","0.5","365","0.1","280","0.3514","0.0186","0.03225","0.59775"
"16","20000","3","7","1","0.5","365","0.1","383","0.2523","0.0106","0.01865","0.71845"
"21","20000","3","7","1","0.5","365","0.1","211","0.3544","0.002","0.0028","0.6408"
"29","20000","3","7","1","0.5","365","0.1","526","0.2264","0.0188","0.03565","0.71915"
"22","20000","3","7","1","0.5","365","0.1","535","0.22565","0.01325","0.0297","0.7314"
"16","20000","3","7","1","0.5","365","0.1","384","0.2502","0.0116","0.01855","0.71965"
"13","20000","3","7","1","0.5","365","0.1","293","0.2298","0.02305","0.04795","0.6992"
"1","20000","3","7","1","0.5","365","0.1","290","0.2528","0.0242","0.044","0.679"
"2","20000","3","7","1","0.5","365","0.1","283","0.2719","0.0247","0.0422","0.6612"
"22","20000","3","7","1","0.5","365","0.1","536","0.2227","0.01565","0.0289","0.73275"
"24","20000","3","7","1","0.5","365","0.1","240","0.3736","0.0072","0.00975","0.60945"
"5","20000","3","7","1","0.5","365","0.1","283","0.3769","0.01955","0.0298","0.57375"
"6","20000","3","7","1","0.5","365","0.1","276","0.3938","0.01325","0.01855","0.5744"
"26","20000","3","7","1","0.5","365","0.1","297","0.2453","0.02865","0.0579","0.66815"
"22","20000","3","7","1","0.5","365","0.1","537","0.2274","0.01345","0.0292","0.72995"
"27","20000","3","7","1","0.5","365","0.1","345","0.1976","0.01","0.02215","0.77025"
"28","20000","3","7","1","0.5","365","0.1","269","0.35055","0.01665","0.02595","0.60685"
"16","20000","3","7","1","0.5","365","0.1","385","0.25305","0.0108","0.0188","0.71735"
"22","20000","3","7","1","0.5","365","0.1","538","0.22405","0.01605","0.0282","0.7317"
"29","20000","3","7","1","0.5","365","0.1","527","0.2323","0.0158","0.03495","0.71695"
"12","20000","3","7","1","0.5","365","0.1","281","0.4164","0.01035","0.01345","0.5598"
"25","20000","3","7","1","0.5","365","0.1","421","0.2747","0.0098","0.01915","0.69635"
"14","20000","3","7","1","0.5","365","0.1","227","0.35285","0.0049","0.00625","0.636"
"29","20000","3","7","1","0.5","365","0.1","528","0.22765","0.0173","0.03485","0.7202"
"18","20000","3","7","1","0.5","365","0.1","232","0.35555","0.00535","0.0082","0.6309"
"8","20000","3","7","1","0.5","365","0.1","285","0.2651","0.0269","0.04775","0.66025"
"13","20000","3","7","1","0.5","365","0.1","294","0.22465","0.0245","0.04765","0.7032"
"9","20000","3","7","1","0.5","365","0.1","222","0.37745","0.00105","0.00155","0.61995"
"19","20000","3","7","1","0.5","365","0.1","234","0.35325","0.00665","0.01035","0.62975"
"22","20000","3","7","1","0.5","365","0.1","539","0.22985","0.0138","0.02735","0.729"
"3","20000","3","7","1","0.5","365","0.1","279","0.4031","0.0113","0.0173","0.5683"
"15","20000","3","7","1","0.5","365","0.1","238","0.3799","0.00415","0.00565","0.6103"
"27","20000","3","7","1","0.5","365","0.1","346","0.19535","0.0111","0.0222","0.77135"
"2","20000","3","7","1","0.5","365","0.1","284","0.2675","0.02495","0.0437","0.66385"
"22","20000","3","7","1","0.5","365","0.1","540","0.227","0.01615","0.0273","0.72955"
"16","20000","3","7","1","0.5","365","0.1","386","0.25055","0.012","0.019","0.71845"
"29","20000","3","7","1","0.5","365","0.1","529","0.2315","0.0157","0.03475","0.71805"
"20","20000","3","7","1","0.5","365","0.1","299","0.4947","0","0","0.5053"
"25","20000","3","7","1","0.5","365","0.1","422","0.27295","0.0106","0.0189","0.69755"
"1","20000","3","7","1","0.5","365","0.1","291","0.25025","0.0245","0.0432","0.68205"
"26","20000","3","7","1","0.5","365","0.1","298","0.2393","0.0286","0.05905","0.67305"
"29","20000","3","7","1","0.5","365","0.1","530","0.22605","0.0191","0.03365","0.7212"
"4","20000","3","7","1","0.5","365","0.1","281","0.3497","0.01875","0.03295","0.5986"
"22","20000","3","7","1","0.5","365","0.1","541","0.23245","0.01425","0.0274","0.7259"
"5","20000","3","7","1","0.5","365","0.1","284","0.3706","0.02165","0.03165","0.5761"
"22","20000","3","7","1","0.5","365","0.1","542","0.2299","0.01505","0.02795","0.7271"
"17","20000","3","7","1","0.5","365","0.1","223","0.3515","0.00505","0.00825","0.6352"
"10","20000","3","7","1","0.5","365","0.1","233","0.35545","0.0056","0.00845","0.6305"
"21","20000","3","7","1","0.5","365","0.1","212","0.3552","0.00235","0.00295","0.6395"
"29","20000","3","7","1","0.5","365","0.1","531","0.23085","0.01685","0.03385","0.71845"
"8","20000","3","7","1","0.5","365","0.1","286","0.25815","0.02815","0.04885","0.66485"
"29","20000","3","7","1","0.5","365","0.1","532","0.2258","0.0188","0.0343","0.7211"
"13","20000","3","7","1","0.5","365","0.1","295","0.22365","0.0232","0.04805","0.7051"
"11","20000","3","7","1","0.5","365","0.1","215","0.3346","0.0034","0.00495","0.65705"
"22","20000","3","7","1","0.5","365","0.1","543","0.234","0.0128","0.0285","0.7247"
"7","20000","3","7","1","0.5","365","0.1","213","0.3405","0.0038","0.00575","0.64995"
"27","20000","3","7","1","0.5","365","0.1","347","0.1999","0.0102","0.0221","0.7678"
"22","20000","3","7","1","0.5","365","0.1","544","0.23105","0.0151","0.0282","0.72565"
"1","20000","3","7","1","0.5","365","0.1","292","0.2452","0.026","0.0436","0.6852"
"12","20000","3","7","1","0.5","365","0.1","282","0.4141","0.01115","0.0144","0.56035"
"6","20000","3","7","1","0.5","365","0.1","277","0.39195","0.0136","0.0195","0.57495"
"28","20000","3","7","1","0.5","365","0.1","270","0.34565","0.0177","0.02815","0.6085"
"24","20000","3","7","1","0.5","365","0.1","241","0.37415","0.0071","0.01005","0.6087"
"29","20000","3","7","1","0.5","365","0.1","533","0.23025","0.01675","0.03415","0.71885"
"2","20000","3","7","1","0.5","365","0.1","285","0.2648","0.02455","0.0453","0.66535"
"26","20000","3","7","1","0.5","365","0.1","299","0.23665","0.02835","0.05745","0.67755"
"14","20000","3","7","1","0.5","365","0.1","228","0.3532","0.00525","0.0069","0.63465"
"16","20000","3","7","1","0.5","365","0.1","387","0.2552","0.01055","0.0192","0.71505"
"29","20000","3","7","1","0.5","365","0.1","534","0.22655","0.01875","0.0342","0.7205"
"22","20000","3","7","1","0.5","365","0.1","545","0.2352","0.0137","0.02775","0.72335"
"3","20000","3","7","1","0.5","365","0.1","280","0.4006","0.01245","0.0179","0.56905"
"25","20000","3","7","1","0.5","365","0.1","423","0.27755","0.0097","0.01855","0.6942"
"27","20000","3","7","1","0.5","365","0.1","348","0.19895","0.0102","0.022","0.76885"
"22","20000","3","7","1","0.5","365","0.1","546","0.23195","0.016","0.02725","0.7248"
"4","20000","3","7","1","0.5","365","0.1","282","0.345","0.0204","0.03355","0.60105"
"13","20000","3","7","1","0.5","365","0.1","296","0.21885","0.0243","0.04845","0.7084"
"20","20000","3","7","1","0.5","365","0.1","300","0.4959","0","0","0.5041"
"29","20000","3","7","1","0.5","365","0.1","535","0.23","0.0167","0.0338","0.7195"
"18","20000","3","7","1","0.5","365","0.1","233","0.35555","0.00605","0.00785","0.63055"
"16","20000","3","7","1","0.5","365","0.1","388","0.253","0.01215","0.0188","0.71605"
"29","20000","3","7","1","0.5","365","0.1","536","0.2266","0.01805","0.0344","0.72095"
"19","20000","3","7","1","0.5","365","0.1","235","0.3533","0.0072","0.0102","0.6293"
"8","20000","3","7","1","0.5","365","0.1","287","0.256","0.02655","0.04965","0.6678"
"22","20000","3","7","1","0.5","365","0.1","547","0.2363","0.01335","0.0279","0.72245"
"25","20000","3","7","1","0.5","365","0.1","424","0.27445","0.0116","0.01865","0.6953"
"15","20000","3","7","1","0.5","365","0.1","239","0.3803","0.0047","0.0056","0.6094"
"26","20000","3","7","1","0.5","365","0.1","300","0.2307","0.02895","0.05835","0.682"
"22","20000","3","7","1","0.5","365","0.1","548","0.2336","0.0154","0.02865","0.72235"
"17","20000","3","7","1","0.5","365","0.1","224","0.3513","0.0059","0.00865","0.63415"
"9","20000","3","7","1","0.5","365","0.1","223","0.37885","8.5E-4","0.0017","0.6186"
"5","20000","3","7","1","0.5","365","0.1","285","0.3678","0.0217","0.0336","0.5769"
"10","20000","3","7","1","0.5","365","0.1","234","0.35555","0.00595","0.0089","0.6296"
"1","20000","3","7","1","0.5","365","0.1","293","0.24355","0.0244","0.04375","0.6883"
"2","20000","3","7","1","0.5","365","0.1","286","0.25925","0.02625","0.04475","0.66975"
"29","20000","3","7","1","0.5","365","0.1","537","0.23","0.016","0.0347","0.7193"
"29","20000","3","7","1","0.5","365","0.1","538","0.22525","0.01795","0.0352","0.7216"
"22","20000","3","7","1","0.5","365","0.1","549","0.2381","0.01405","0.02795","0.7199"
"11","20000","3","7","1","0.5","365","0.1","216","0.33545","0.00365","0.00475","0.65615"
"27","20000","3","7","1","0.5","365","0.1","349","0.204","0.00935","0.02185","0.7648"
"6","20000","3","7","1","0.5","365","0.1","278","0.38905","0.01485","0.0208","0.5753"
"7","20000","3","7","1","0.5","365","0.1","214","0.3409","0.00445","0.00605","0.6486"
"22","20000","3","7","1","0.5","365","0.1","550","0.236","0.01535","0.02745","0.7212"
"13","20000","3","7","1","0.5","365","0.1","297","0.21745","0.0232","0.04745","0.7119"
"24","20000","3","7","1","0.5","365","0.1","242","0.37305","0.00755","0.01045","0.60895"
"8","20000","3","7","1","0.5","365","0.1","288","0.25075","0.0278","0.0488","0.67265"
"29","20000","3","7","1","0.5","365","0.1","539","0.2299","0.01615","0.0347","0.71925"
"21","20000","3","7","1","0.5","365","0.1","213","0.3566","0.0021","0.003","0.6383"
"12","20000","3","7","1","0.5","365","0.1","283","0.4125","0.01155","0.0155","0.56045"
"22","20000","3","7","1","0.5","365","0.1","551","0.2404","0.0138","0.02715","0.71865"
"29","20000","3","7","1","0.5","365","0.1","540","0.22615","0.0187","0.03345","0.7217"
"27","20000","3","7","1","0.5","365","0.1","350","0.20245","0.0098","0.02195","0.7658"
"16","20000","3","7","1","0.5","365","0.1","389","0.25745","0.01115","0.01815","0.71325"
"1","20000","3","7","1","0.5","365","0.1","294","0.2395","0.0238","0.0443","0.6924"
"26","20000","3","7","1","0.5","365","0.1","301","0.22895","0.0261","0.05945","0.6855"
"22","20000","3","7","1","0.5","365","0.1","552","0.2378","0.0151","0.02735","0.71975"
"28","20000","3","7","1","0.5","365","0.1","271","0.3434","0.0187","0.0285","0.6094"
"25","20000","3","7","1","0.5","365","0.1","425","0.2783","0.0103","0.01905","0.69235"
"3","20000","3","7","1","0.5","365","0.1","281","0.39855","0.01295","0.0186","0.5699"
"4","20000","3","7","1","0.5","365","0.1","283","0.34185","0.0204","0.03385","0.6039"
"16","20000","3","7","1","0.5","365","0.1","390","0.25595","0.0117","0.01835","0.714"
"14","20000","3","7","1","0.5","365","0.1","229","0.35385","0.00505","0.008","0.6331"
"18","20000","3","7","1","0.5","365","0.1","234","0.35595","0.0065","0.0077","0.62985"
"2","20000","3","7","1","0.5","365","0.1","287","0.25705","0.0255","0.04565","0.6718"
"5","20000","3","7","1","0.5","365","0.1","286","0.362","0.0244","0.0349","0.5787"
"13","20000","3","7","1","0.5","365","0.1","298","0.21315","0.02425","0.0465","0.7161"
"19","20000","3","7","1","0.5","365","0.1","236","0.35285","0.0076","0.0108","0.62875"
"22","20000","3","7","1","0.5","365","0.1","553","0.2412","0.013","0.02815","0.71765"
"20","20000","3","7","1","0.5","365","0.1","301","0.49755","0","0","0.50245"
"22","20000","3","7","1","0.5","365","0.1","554","0.23905","0.0144","0.02825","0.7183"
"25","20000","3","7","1","0.5","365","0.1","426","0.2749","0.0124","0.01955","0.69315"
"16","20000","3","7","1","0.5","365","0.1","391","0.2597","0.0104","0.0199","0.71"
"15","20000","3","7","1","0.5","365","0.1","240","0.38145","0.00485","0.00605","0.60765"
"9","20000","3","7","1","0.5","365","0.1","224","0.3796","0.0011","0.00165","0.61765"
"29","20000","3","7","1","0.5","365","0.1","541","0.23025","0.01615","0.03275","0.72085"
"26","20000","3","7","1","0.5","365","0.1","302","0.2227","0.02685","0.0604","0.69005"
"29","20000","3","7","1","0.5","365","0.1","542","0.22535","0.01875","0.0338","0.7221"
"22","20000","3","7","1","0.5","365","0.1","555","0.243","0.01255","0.02865","0.7158"
"8","20000","3","7","1","0.5","365","0.1","289","0.2492","0.02595","0.0498","0.67505"
"27","20000","3","7","1","0.5","365","0.1","351","0.2069","0.0088","0.0221","0.7622"
"22","20000","3","7","1","0.5","365","0.1","556","0.2395","0.01525","0.02855","0.7167"
"16","20000","3","7","1","0.5","365","0.1","392","0.2572","0.01215","0.0201","0.71055"
"1","20000","3","7","1","0.5","365","0.1","295","0.23825","0.0226","0.0447","0.69445"
