"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.9977,0.0023,0,0
5,0.9977,0.00195,0.00035,0
6,0.99615,0.00305,8e-04,0
7,0.99615,0.00265,0.0011,1e-04
8,0.99435,0.0039,0.00155,2e-04
9,0.99435,0.00335,0.0019,4e-04
10,0.9922,0.0048,0.00245,0.00055
11,0.9922,0.0033,0.00375,0.00075
12,0.9891,0.0055,0.0044,0.001
13,0.9891,0.0043,0.00505,0.00155
14,0.9831,0.00925,0.00555,0.0021
15,0.9831,0.00745,0.0065,0.00295
16,0.9766,0.0117,0.00775,0.00395
17,0.97665,0.00885,0.00945,0.00505
18,0.96815,0.0146,0.0109,0.00635
19,0.96815,0.0115,0.0125,0.00785
20,0.9543,0.0221,0.0141,0.0095
21,0.95435,0.0177,0.0171,0.01085
22,0.93795,0.0286,0.02075,0.0127
23,0.93795,0.0231,0.02385,0.0151
24,0.91415,0.04095,0.02755,0.01735
25,0.91415,0.0324,0.0319,0.02155
26,0.88545,0.05125,0.03685,0.02645
27,0.8855,0.041,0.042,0.0315
28,0.84835,0.06575,0.04935,0.03655
29,0.84835,0.0513,0.05715,0.0432
30,0.80105,0.08395,0.06525,0.04975
31,0.8013,0.06685,0.07555,0.0563
32,0.7415,0.10795,0.08525,0.0653
33,0.7417,0.0861,0.09785,0.07435
34,0.67145,0.1313,0.11095,0.0863
35,0.67165,0.1023,0.1262,0.09985
36,0.5915,0.1525,0.1406,0.1154
37,0.59175,0.1197,0.15765,0.1309
38,0.50205,0.1747,0.17415,0.1491
39,0.5022,0.13765,0.18925,0.1709
40,0.4113,0.18785,0.2093,0.19155
41,0.41145,0.14535,0.2272,0.216
42,0.32045,0.1974,0.2389,0.24325
43,0.3207,0.1526,0.25405,0.27265
44,0.2478,0.18435,0.26415,0.3037
45,0.2478,0.14095,0.27465,0.3366
46,0.18355,0.16595,0.28035,0.37015
47,0.18425,0.12765,0.2854,0.4027
48,0.1328,0.1442,0.2852,0.4378
49,0.1331,0.11065,0.2824,0.47385
50,0.0991,0.11575,0.27485,0.5103
51,0.09985,0.0865,0.27475,0.5389
52,0.07635,0.08715,0.2655,0.571
53,0.0772,0.0665,0.2539,0.6024
54,0.0605,0.06595,0.24055,0.633
55,0.06175,0.05,0.226,0.66225
56,0.05,0.04915,0.21155,0.6893
57,0.0513,0.039,0.1957,0.714
58,0.04405,0.03745,0.1808,0.7377
59,0.0457,0.02845,0.1663,0.75955
60,0.0401,0.0273,0.1519,0.7807
61,0.042,0.0218,0.14015,0.79605
62,0.0391,0.02215,0.1271,0.81165
63,0.04235,0.01695,0.11595,0.82475
64,0.04005,0.0166,0.1066,0.83675
65,0.042,0.01365,0.09595,0.8484
66,0.0407,0.0128,0.0872,0.8593
67,0.0438,0.0105,0.0795,0.8662
68,0.0438,0.01035,0.07405,0.8718
69,0.046,0.00885,0.0664,0.87875
70,0.0456,0.0092,0.0598,0.8854
71,0.0482,0.00765,0.0543,0.88985
72,0.0485,0.0083,0.0481,0.8951
73,0.0516,0.007,0.04445,0.89695
74,0.05285,0.00575,0.04155,0.89985
75,0.0563,0.00445,0.03815,0.9011
76,0.0573,0.0053,0.03335,0.90405
77,0.06075,0.00435,0.03065,0.90425
78,0.06135,0.00505,0.02735,0.90625
79,0.06455,0.00435,0.02505,0.90605
80,0.0662,0.00385,0.0226,0.90735
81,0.0695,0.0035,0.02095,0.90605
82,0.071,0.00335,0.01935,0.9063
83,0.07515,0.0028,0.0178,0.90425
84,0.076,0.00305,0.01655,0.9044
85,0.0798,0.003,0.01515,0.90205
86,0.0817,0.0033,0.0137,0.9013
87,0.0856,0.00315,0.01215,0.8991
88,0.0879,0.00285,0.01165,0.8976
89,0.09165,0.0022,0.011,0.89515
90,0.094,0.00205,0.01075,0.8932
91,0.09765,0.00175,0.01,0.8906
92,0.0993,0.00185,0.00925,0.8896
93,0.1016,0.002,0.00875,0.88765
94,0.1038,0.00245,0.00795,0.8858
95,0.10695,0.00205,0.0072,0.8838
96,0.10965,0.0017,0.00705,0.8816
97,0.11355,0.00185,0.0063,0.8783
98,0.115,0.00175,0.00595,0.8773
99,0.11775,0.0014,0.0054,0.87545
100,0.11945,0.0019,0.00495,0.8737
101,0.1228,0.00175,0.0049,0.87055
102,0.1246,0.0016,0.0045,0.8693
103,0.12835,0.00115,0.00435,0.86615
104,0.1301,0.00115,0.00395,0.8648
105,0.13335,0.001,0.0038,0.86185
106,0.13535,0.00105,0.0035,0.8601
107,0.13845,0.001,0.0033,0.85725
108,0.14,0.00105,0.0032,0.85575
109,0.1426,0.001,0.00295,0.85345
110,0.1446,0.0013,0.0026,0.8515
111,0.14865,0.0014,0.00245,0.8475
112,0.1505,0.00135,0.00245,0.8457
113,0.1537,0.00095,0.00255,0.8428
114,0.1554,0.00105,0.0023,0.84125
115,0.1584,8e-04,0.00215,0.83865
116,0.16005,5e-04,0.00225,0.8372
117,0.1627,4e-04,0.0021,0.8348
118,0.1649,0.00065,0.002,0.83245
119,0.1674,0.00075,0.00185,0.83
120,0.1693,0.00065,0.0019,0.82815
121,0.1725,6e-04,0.00185,0.82505
122,0.17475,6e-04,0.00195,0.8227
123,0.1777,5e-04,0.002,0.8198
124,0.1789,8e-04,0.0019,0.8184
125,0.1815,0.00085,0.0018,0.81585
126,0.18345,0.00065,0.00175,0.81415
127,0.18615,5e-04,0.0016,0.81175
128,0.18785,0.00045,0.0018,0.8099
129,0.1906,0.00055,0.0018,0.80705
130,0.1927,6e-04,0.00155,0.80515
131,0.19495,4e-04,0.0016,0.80305
132,0.19705,4e-04,0.00145,0.8011
133,0.1993,0.00035,0.0013,0.79905
134,0.2007,0.00075,0.0011,0.79745
135,0.20345,6e-04,0.00125,0.7947
136,0.20585,0.00055,0.0011,0.7925
137,0.2085,0.00065,0.00115,0.7897
138,0.21055,9e-04,0.0012,0.78735
139,0.2132,0.00085,0.0011,0.78485
140,0.21495,0.00075,0.0012,0.7831
141,0.21745,0.00055,0.00125,0.78075
142,0.2197,5e-04,0.0012,0.7786
143,0.22235,4e-04,0.00135,0.7759
144,0.22395,7e-04,0.0012,0.77415
145,0.22655,0.00045,0.0012,0.7718
146,0.22855,6e-04,0.00125,0.7696
147,0.2306,0.00065,0.0014,0.76735
148,0.23305,0.00075,0.00135,0.76485
149,0.2351,5e-04,0.00165,0.76275
150,0.2367,5e-04,0.0017,0.7611
151,0.23925,6e-04,0.00165,0.7585
152,0.2414,0.00075,0.00145,0.7564
153,0.24345,0.00075,0.00145,0.75435
154,0.24595,0.00075,0.0014,0.7519
155,0.2483,0.00095,0.0013,0.74945
156,0.25035,0.00095,0.0015,0.7472
157,0.2522,0.001,0.0016,0.7452
158,0.25405,0.0011,0.00175,0.7431
159,0.256,9e-04,0.00185,0.74125
160,0.2582,0.001,0.00165,0.73915
161,0.26005,0.00115,0.00155,0.73725
162,0.26195,0.0011,0.0017,0.73525
163,0.26445,0.00105,0.00195,0.73255
164,0.26625,0.0012,0.00185,0.7307
165,0.26855,0.001,0.002,0.72845
166,0.26995,0.00125,0.0022,0.7266
167,0.2716,0.00115,0.0023,0.72495
168,0.27315,0.00145,0.0021,0.7233
169,0.27455,0.00135,0.0025,0.7216
170,0.2764,0.00135,0.00275,0.7195
171,0.2794,0.0014,0.0026,0.7166
172,0.2807,0.0014,0.0028,0.7151
173,0.28205,0.00145,0.00275,0.71375
174,0.2838,0.0015,0.00255,0.71215
175,0.28535,0.0015,0.0025,0.71065
176,0.28745,0.00115,0.0027,0.7087
177,0.28905,0.00115,0.00275,0.70705
