"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.9978,0.0022,0,0
5,0.9978,0.0019,3e-04,0
6,0.9968,0.0024,0.00075,5e-05
7,0.9968,0.002,0.00115,5e-05
8,0.99525,0.00275,0.00175,0.00025
9,0.99525,0.002,0.0022,0.00055
10,0.99265,0.00425,0.0024,7e-04
11,0.99265,0.0036,0.00275,0.001
12,0.98905,0.0064,0.00345,0.0011
13,0.98905,0.0047,0.00455,0.0017
14,0.98465,0.0081,0.00505,0.0022
15,0.98465,0.0064,0.00605,0.0029
16,0.97785,0.0111,0.00765,0.0034
17,0.97785,0.00875,0.00915,0.00425
18,0.9693,0.01435,0.0112,0.00515
19,0.96935,0.01195,0.01225,0.00645
20,0.95705,0.02085,0.01455,0.00755
21,0.9571,0.01655,0.0169,0.00945
22,0.9433,0.026,0.0193,0.0114
23,0.9433,0.01915,0.02375,0.0138
24,0.9215,0.03515,0.02675,0.0166
25,0.92155,0.028,0.0307,0.01975
26,0.89155,0.05055,0.0342,0.0237
27,0.89155,0.03935,0.041,0.0281
28,0.85455,0.06555,0.0469,0.033
29,0.8546,0.05265,0.05395,0.0388
30,0.8061,0.08685,0.062,0.04505
31,0.80625,0.06855,0.0735,0.0517
32,0.74945,0.10565,0.08495,0.05995
33,0.7498,0.083,0.098,0.0692
34,0.6783,0.13255,0.10865,0.0805
35,0.67865,0.103,0.12485,0.0935
36,0.59895,0.1538,0.13845,0.1088
37,0.5995,0.12225,0.1528,0.12545
38,0.51315,0.17445,0.1683,0.1441
39,0.5134,0.13825,0.1841,0.16425
40,0.42435,0.19085,0.19995,0.18485
41,0.4249,0.15005,0.21715,0.2079
42,0.33695,0.19535,0.2327,0.235
43,0.33755,0.1505,0.25035,0.2616
44,0.26005,0.1853,0.2639,0.29075
45,0.26045,0.1419,0.2735,0.32415
46,0.1972,0.1651,0.28185,0.35585
47,0.19785,0.1253,0.28625,0.3906
48,0.1456,0.1424,0.28715,0.42485
49,0.1464,0.1094,0.2856,0.4586
50,0.1085,0.1164,0.28045,0.49465
51,0.10935,0.08895,0.2737,0.528
52,0.0816,0.0932,0.2628,0.5624
53,0.0826,0.07055,0.25275,0.5941
54,0.0654,0.06975,0.23955,0.6253
55,0.06675,0.05305,0.2265,0.6537
56,0.05365,0.05135,0.21345,0.68155
57,0.05545,0.0392,0.1989,0.70645
58,0.04455,0.04085,0.1831,0.7315
59,0.0461,0.03115,0.1689,0.75385
60,0.03995,0.0297,0.1561,0.77425
61,0.04175,0.0239,0.14175,0.7926
62,0.03895,0.0221,0.12935,0.8096
63,0.0413,0.0176,0.1174,0.8237
64,0.0382,0.0179,0.1067,0.8372
65,0.04015,0.01465,0.09755,0.84765
66,0.0381,0.01475,0.088,0.85915
67,0.0412,0.01145,0.0804,0.86695
68,0.0414,0.01115,0.07395,0.8735
69,0.0445,0.00945,0.0662,0.87985
70,0.04445,0.00815,0.0599,0.8875
71,0.04715,0.007,0.05385,0.892
72,0.0475,0.00745,0.04925,0.8958
73,0.05085,0.0065,0.0447,0.89795
74,0.0521,0.00645,0.03995,0.9015
75,0.0551,0.00575,0.0367,0.90245
76,0.0561,0.0061,0.0324,0.9054
77,0.0597,0.00485,0.0293,0.90615
78,0.06115,0.0049,0.0263,0.90765
79,0.0648,0.00415,0.0239,0.90715
80,0.0661,0.004,0.02165,0.90825
81,0.06925,0.0034,0.01935,0.908
82,0.07055,0.00385,0.01775,0.90785
83,0.0741,0.0032,0.01605,0.90665
84,0.07585,0.00375,0.01435,0.90605
85,0.07985,0.00295,0.01295,0.90425
86,0.08125,0.00255,0.0115,0.9047
87,0.08455,0.0018,0.01065,0.903
88,0.08715,0.0018,0.0096,0.90145
89,0.0906,0.0019,0.0085,0.899
90,0.0928,0.00165,0.00775,0.8978
91,0.0962,0.00165,0.0068,0.89535
92,0.098,0.00175,0.0064,0.89385
93,0.10135,0.00175,0.0057,0.8912
94,0.103,0.002,0.00525,0.88975
95,0.10615,0.00165,0.0048,0.8874
96,0.10875,0.00175,0.0048,0.8847
97,0.112,0.0012,0.0047,0.8821
98,0.11455,0.0012,0.0042,0.88005
99,0.1182,0.001,0.00385,0.87695
100,0.12015,0.0013,0.0035,0.87505
101,0.123,0.00105,0.00295,0.873
102,0.12485,8e-04,0.00285,0.8715
103,0.12845,0.00065,0.0026,0.8683
104,0.1309,7e-04,0.0026,0.8658
105,0.13395,0.00095,0.00235,0.86275
106,0.1362,0.00075,0.00215,0.8609
107,0.13985,0.00075,0.00185,0.85755
108,0.14255,0.00065,0.00195,0.85485
109,0.14605,6e-04,0.0017,0.85165
110,0.14825,0.00085,0.00145,0.84945
111,0.1515,0.00075,0.00145,0.8463
112,0.15345,0.00085,0.0016,0.8441
113,0.1566,0.00075,0.00165,0.841
114,0.15875,0.00035,0.0018,0.8391
115,0.16225,0.00035,0.0018,0.8356
116,0.16405,4e-04,0.00165,0.8339
117,0.16765,0.00035,0.00145,0.83055
118,0.16935,5e-04,0.0012,0.82895
119,0.17235,4e-04,0.0013,0.82595
120,0.1742,0.00035,0.00115,0.8243
121,0.1781,0.00035,0.00115,0.8204
122,0.1802,3e-04,9e-04,0.8186
123,0.1825,4e-04,0.00075,0.81635
124,0.18455,0.00035,7e-04,0.8144
125,0.187,0.00025,0.00065,0.8121
126,0.18895,0.00025,6e-04,0.8102
127,0.19105,0.00035,0.00045,0.80815
128,0.1935,0.00035,4e-04,0.80575
129,0.1957,0.00025,0.00055,0.8035
130,0.19775,0.00035,5e-04,0.8014
131,0.2004,0.00035,0.00045,0.7988
132,0.2026,3e-04,5e-04,0.7966
133,0.2046,5e-04,0.00045,0.79445
134,0.20635,6e-04,4e-04,0.79265
135,0.2089,6e-04,4e-04,0.7901
136,0.2111,0.00045,0.00055,0.7879
137,0.21375,0.00025,6e-04,0.7854
138,0.21555,1e-04,0.00065,0.7837
139,0.2179,0.00025,0.00045,0.7814
140,0.22035,3e-04,5e-04,0.77885
141,0.22225,0.00035,0.00055,0.77685
142,0.2242,0.00015,7e-04,0.77495
143,0.22675,1e-04,7e-04,0.77245
144,0.22875,2e-04,6e-04,0.77045
145,0.23135,0.00015,6e-04,0.7679
146,0.2337,0.00035,5e-04,0.76545
147,0.2357,0.00035,0.00045,0.7635
148,0.23805,0.00055,0.00035,0.76105
149,0.2407,0.00045,0.00045,0.7584
150,0.2428,5e-04,0.00045,0.75625
151,0.2449,0.00035,0.00065,0.7541
152,0.2469,5e-04,6e-04,0.752
153,0.24935,4e-04,6e-04,0.74965
154,0.25165,5e-04,0.00055,0.7473
155,0.2538,0.00045,0.00065,0.7451
156,0.256,0.00035,0.00075,0.7429
157,0.25785,3e-04,0.00075,0.7411
158,0.25965,4e-04,0.00075,0.7392
159,0.26225,5e-04,5e-04,0.73675
160,0.264,5e-04,4e-04,0.7351
161,0.26605,0.00045,4e-04,0.7331
162,0.26785,0.00045,0.00045,0.73125
163,0.27,0.00035,0.00055,0.7291
164,0.2725,3e-04,0.00055,0.72665
165,0.27405,0.00025,6e-04,0.7251
166,0.2767,0.00025,6e-04,0.72245
167,0.2782,0.00035,6e-04,0.72085
168,0.27985,3e-04,0.00075,0.7191
169,0.2819,5e-04,7e-04,0.7169
170,0.28415,0.00055,0.00065,0.71465
171,0.2862,5e-04,6e-04,0.7127
172,0.28795,6e-04,0.00065,0.7108
173,0.29025,5e-04,0.00065,0.7086
174,0.29235,0.00055,0.00055,0.70655
175,0.29455,5e-04,5e-04,0.70445
176,0.29605,5e-04,5e-04,0.70295
177,0.29875,5e-04,0.00045,0.7003
