"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.998,0.002,0,0
5,0.998,0.00175,0.00025,0
6,0.9964,0.0027,9e-04,0
7,0.9964,0.002,0.00145,0.00015
8,0.9947,0.00335,0.00165,3e-04
9,0.9947,0.0025,0.0024,4e-04
10,0.99235,0.0043,0.0027,0.00065
11,0.99235,0.00315,0.00345,0.00105
12,0.9888,0.0055,0.0042,0.0015
13,0.98885,0.00435,0.005,0.0018
14,0.9834,0.00875,0.00555,0.0023
15,0.9834,0.0067,0.0071,0.0028
16,0.9766,0.0116,0.0082,0.0036
17,0.9766,0.0096,0.00925,0.00455
18,0.96705,0.0166,0.01065,0.0057
19,0.96705,0.0128,0.013,0.00715
20,0.95515,0.02075,0.01525,0.00885
21,0.95515,0.0173,0.0167,0.01085
22,0.93845,0.02875,0.0204,0.0124
23,0.93845,0.023,0.024,0.01455
24,0.916,0.0387,0.02785,0.01745
25,0.916,0.03045,0.03325,0.0203
26,0.88395,0.0541,0.03745,0.0245
27,0.884,0.04325,0.0438,0.02895
28,0.8469,0.06765,0.05125,0.0342
29,0.84705,0.05315,0.05985,0.03995
30,0.8001,0.085,0.0681,0.0468
31,0.80025,0.06745,0.07815,0.05415
32,0.7392,0.1095,0.0896,0.0617
33,0.73945,0.0866,0.10205,0.0719
34,0.66585,0.13645,0.1144,0.0833
35,0.666,0.10805,0.12915,0.0968
36,0.5824,0.1622,0.14335,0.11205
37,0.5829,0.1275,0.16105,0.12855
38,0.4941,0.17945,0.17915,0.1473
39,0.49425,0.1416,0.19495,0.1692
40,0.40485,0.19205,0.21085,0.19225
41,0.40505,0.149,0.2283,0.21765
42,0.3169,0.19565,0.2434,0.24405
43,0.317,0.1517,0.261,0.2703
44,0.24345,0.1807,0.2746,0.30125
45,0.2436,0.13905,0.28505,0.3323
46,0.1817,0.1649,0.28595,0.36745
47,0.18195,0.1278,0.28885,0.4014
48,0.1358,0.1416,0.28325,0.43935
49,0.13605,0.1083,0.28195,0.4737
50,0.1027,0.1113,0.27825,0.50775
51,0.1034,0.08565,0.2707,0.54025
52,0.0793,0.08655,0.26195,0.5722
53,0.0808,0.06605,0.24935,0.6038
54,0.0645,0.06645,0.23345,0.6356
55,0.0663,0.0504,0.2205,0.6628
56,0.0548,0.0493,0.20745,0.68845
57,0.05625,0.03985,0.1922,0.7117
58,0.04695,0.03955,0.1797,0.7338
59,0.0486,0.0306,0.1647,0.7561
60,0.04365,0.028,0.15135,0.777
61,0.04625,0.0213,0.1375,0.79495
62,0.04305,0.021,0.12505,0.8109
63,0.04525,0.0166,0.1161,0.82205
64,0.04395,0.0159,0.10535,0.8348
65,0.04575,0.01285,0.0951,0.8463
66,0.04495,0.01275,0.0852,0.8571
67,0.04735,0.0112,0.0776,0.86385
68,0.0477,0.01145,0.07025,0.8706
69,0.04965,0.00925,0.06455,0.87655
70,0.0497,0.0088,0.0592,0.8823
71,0.0523,0.00735,0.0534,0.88695
72,0.0531,0.0072,0.0489,0.8908
73,0.05585,0.00565,0.0448,0.8937
74,0.056,0.00595,0.0402,0.89785
75,0.0593,0.00545,0.0359,0.89935
76,0.06085,0.00575,0.0322,0.9012
77,0.0639,0.005,0.02895,0.90215
78,0.06555,0.00495,0.02625,0.90325
79,0.06915,0.00425,0.0245,0.9021
80,0.07065,0.0045,0.02275,0.9021
81,0.07415,0.0036,0.0209,0.90135
82,0.07525,0.004,0.01855,0.9022
83,0.07825,0.0037,0.01695,0.9011
84,0.07985,0.0039,0.0149,0.90135
85,0.08325,0.0034,0.01335,0.9
86,0.0852,0.0038,0.01235,0.89865
87,0.08865,0.00345,0.01185,0.89605
88,0.0906,0.00305,0.01105,0.8953
89,0.0938,0.0025,0.01055,0.89315
90,0.0955,0.00245,0.00925,0.8928
91,0.0987,0.0017,0.0091,0.8905
92,0.10085,0.00195,0.0079,0.8893
93,0.10445,0.00185,0.0075,0.8862
94,0.1061,0.0019,0.00715,0.88485
95,0.1095,0.0016,0.00645,0.88245
96,0.11195,0.0018,0.0059,0.88035
97,0.115,0.00165,0.00545,0.8779
98,0.11705,0.0013,0.0053,0.87635
99,0.11995,0.00135,0.00485,0.87385
100,0.12185,0.0017,0.00485,0.8716
101,0.1253,0.00145,0.00425,0.869
102,0.128,0.00125,0.00425,0.8665
103,0.1317,0.00105,0.004,0.86325
104,0.1341,0.00105,0.00385,0.861
105,0.13705,0.00085,0.0038,0.8583
106,0.13975,0.00065,0.00335,0.85625
107,0.1426,0.00075,0.00305,0.8536
108,0.1453,8e-04,0.00285,0.85105
109,0.14865,7e-04,0.00265,0.848
110,0.15035,0.00075,0.00255,0.84635
111,0.15345,0.00065,0.00225,0.84365
112,0.15585,0.00085,0.0021,0.8412
113,0.1591,0.00065,0.002,0.83825
114,0.161,0.00065,0.00175,0.8366
115,0.16315,7e-04,0.0015,0.83465
116,0.16525,7e-04,0.0015,0.83255
117,0.16875,0.00055,0.00165,0.82905
118,0.1712,0.00065,0.0016,0.82655
119,0.17395,0.00075,0.00145,0.82385
120,0.1759,0.00075,0.00125,0.8221
121,0.17875,5e-04,0.0015,0.81925
122,0.1816,0.00045,0.00145,0.8165
123,0.18475,0.00055,0.00145,0.81325
124,0.18675,6e-04,0.0015,0.81115
125,0.1896,6e-04,0.00125,0.80855
126,0.19155,0.00075,0.00125,0.80645
127,0.1953,0.00065,0.00125,0.8028
128,0.19765,7e-04,0.0013,0.80035
129,0.2003,8e-04,0.0011,0.7978
130,0.2017,8e-04,0.00095,0.79655
131,0.20405,0.00065,9e-04,0.7944
132,0.20565,6e-04,0.00085,0.7929
133,0.20825,6e-04,9e-04,0.79025
134,0.2108,0.00045,0.00105,0.7877
135,0.213,4e-04,8e-04,0.7858
136,0.21445,2e-04,0.00085,0.7845
137,0.2168,2e-04,7e-04,0.7823
138,0.219,0.00025,7e-04,0.78005
139,0.2213,3e-04,0.00065,0.77775
140,0.2242,0.00025,7e-04,0.77485
141,0.22655,3e-04,6e-04,0.77255
142,0.229,2e-04,6e-04,0.7702
143,0.23145,0.00015,7e-04,0.7677
144,0.23365,2e-04,5e-04,0.76565
145,0.2366,0.00015,5e-04,0.76275
146,0.239,5e-05,6e-04,0.76035
147,0.24125,1e-04,5e-04,0.75815
148,0.24315,1e-04,0.00045,0.7563
149,0.2459,1e-04,0.00035,0.75365
150,0.2479,1e-04,0.00025,0.75175
151,0.25055,1e-04,2e-04,0.74915
152,0.2523,5e-05,0.00025,0.7474
153,0.2539,0.00015,0.00025,0.7457
154,0.25575,2e-04,1e-04,0.74395
155,0.25795,1e-04,2e-04,0.74175
156,0.25995,0.00015,2e-04,0.7397
157,0.26215,0.00015,2e-04,0.7375
158,0.26375,0.00015,2e-04,0.7359
159,0.2662,1e-04,2e-04,0.7335
160,0.26785,5e-05,3e-04,0.7318
161,0.2695,5e-05,0.00025,0.7302
162,0.2714,5e-05,0.00025,0.7283
163,0.2732,5e-05,0.00025,0.7265
164,0.2751,1e-04,0.00025,0.72455
165,0.27685,0.00015,2e-04,0.7228
166,0.2789,0.00015,0.00025,0.7207
167,0.28115,1e-04,3e-04,0.71845
168,0.2837,5e-05,0.00035,0.7159
169,0.28595,5e-05,3e-04,0.7137
170,0.2882,0.00015,0.00025,0.7114
171,0.2903,3e-04,0.00025,0.70915
172,0.2919,2e-04,0.00035,0.70755
173,0.294,1e-04,0.00035,0.70555
174,0.29625,0,4e-04,0.70335
175,0.29815,5e-05,4e-04,0.7014
176,0.2998,1e-04,4e-04,0.6997
177,0.3013,5e-05,0.00045,0.6982
