"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.99815,0.00185,0,0
5,0.99815,0.0016,0.00025,0
6,0.9973,0.00195,7e-04,5e-05
7,0.9973,0.0016,0.001,1e-04
8,0.9954,0.00275,0.0016,0.00025
9,0.9954,0.00225,0.00195,4e-04
10,0.9929,0.0043,0.00225,0.00055
11,0.9929,0.0031,0.00305,0.00095
12,0.9897,0.00535,0.00375,0.0012
13,0.9897,0.00405,0.00495,0.0013
14,0.98425,0.0082,0.00565,0.0019
15,0.98425,0.0061,0.00715,0.0025
16,0.9781,0.0103,0.0083,0.0033
17,0.9781,0.008,0.0095,0.0044
18,0.9669,0.01665,0.0109,0.00555
19,0.9669,0.014,0.01235,0.00675
20,0.9552,0.02215,0.01425,0.0084
21,0.9552,0.01655,0.0176,0.01065
22,0.9385,0.0285,0.02045,0.01255
23,0.9385,0.02255,0.02345,0.0155
24,0.91725,0.03695,0.0281,0.0177
25,0.91735,0.0284,0.0328,0.02145
26,0.88655,0.05275,0.0361,0.0246
27,0.8866,0.0409,0.0441,0.0284
28,0.849,0.0663,0.0515,0.0332
29,0.8491,0.05185,0.05965,0.0394
30,0.79725,0.0894,0.0671,0.04625
31,0.7973,0.06995,0.0787,0.05405
32,0.73415,0.11325,0.0894,0.0632
33,0.7342,0.08925,0.10385,0.0727
34,0.6609,0.1363,0.1172,0.0856
35,0.6612,0.10775,0.1326,0.09845
36,0.57645,0.1626,0.1472,0.11375
37,0.57665,0.1271,0.1662,0.13005
38,0.4873,0.17825,0.18415,0.1503
39,0.48775,0.13785,0.201,0.1734
40,0.39845,0.18685,0.2184,0.1963
41,0.39865,0.14475,0.2329,0.2237
42,0.3124,0.18845,0.2483,0.25085
43,0.3128,0.1482,0.25855,0.28045
44,0.2373,0.1813,0.2691,0.3123
45,0.2378,0.14025,0.27945,0.3425
46,0.1797,0.159,0.28465,0.37665
47,0.18,0.12165,0.28715,0.4112
48,0.13185,0.13465,0.28745,0.44605
49,0.133,0.1013,0.28375,0.48195
50,0.09935,0.10625,0.2775,0.5169
51,0.1004,0.0807,0.26955,0.54935
52,0.0759,0.0837,0.25685,0.58355
53,0.0769,0.06495,0.2433,0.61485
54,0.0602,0.06495,0.23005,0.6448
55,0.0619,0.05025,0.2161,0.67175
56,0.05,0.05035,0.1994,0.70025
57,0.05145,0.03745,0.18675,0.72435
58,0.0449,0.0355,0.1729,0.7467
59,0.04665,0.02735,0.1603,0.7657
60,0.0426,0.0257,0.1476,0.7841
61,0.04495,0.0206,0.1342,0.80025
62,0.04265,0.02015,0.12325,0.81395
63,0.04455,0.0156,0.1115,0.82835
64,0.04225,0.01595,0.10115,0.84065
65,0.04485,0.01285,0.09165,0.85065
66,0.0445,0.01145,0.08285,0.8612
67,0.04755,0.00965,0.074,0.8688
68,0.04655,0.0113,0.0652,0.87695
69,0.0484,0.0097,0.05925,0.88265
70,0.0487,0.0092,0.05345,0.88865
71,0.0512,0.00775,0.0488,0.89225
72,0.05175,0.00725,0.0453,0.8957
73,0.05445,0.006,0.042,0.89755
74,0.0553,0.0055,0.0392,0.9
75,0.05865,0.00495,0.03565,0.90075
76,0.0585,0.0055,0.03215,0.90385
77,0.0624,0.0049,0.02955,0.90315
78,0.0633,0.0054,0.0269,0.9044
79,0.0671,0.0043,0.02495,0.90365
80,0.068,0.00445,0.022,0.90555
81,0.07125,0.0044,0.01995,0.9044
82,0.0729,0.00445,0.0187,0.90395
83,0.0772,0.00365,0.0167,0.90245
84,0.0784,0.0034,0.01515,0.90305
85,0.08225,0.003,0.0136,0.90115
86,0.0837,0.003,0.01285,0.90045
87,0.08785,0.0026,0.0117,0.89785
88,0.0891,0.00245,0.01115,0.8973
89,0.09235,0.0023,0.01045,0.8949
90,0.09395,0.0026,0.0101,0.89335
91,0.09695,0.0026,0.00955,0.8909
92,0.0994,0.0026,0.0086,0.8894
93,0.1031,0.00185,0.0079,0.88715
94,0.1044,0.00205,0.0073,0.88625
95,0.10855,0.00155,0.0065,0.8834
96,0.11055,0.00175,0.006,0.8817
97,0.1137,0.00175,0.00555,0.879
98,0.1156,0.00185,0.00495,0.8776
99,0.11915,0.0013,0.00485,0.8747
100,0.1211,0.00145,0.00485,0.8726
101,0.1248,0.00125,0.00465,0.8693
102,0.127,0.00135,0.00445,0.8672
103,0.1296,0.00125,0.0042,0.86495
104,0.13185,0.0015,0.0039,0.86275
105,0.13465,0.0015,0.0031,0.86075
106,0.1365,0.0015,0.00295,0.85905
107,0.14015,0.0014,0.0027,0.85575
108,0.14225,0.0011,0.00275,0.8539
109,0.14545,9e-04,0.003,0.85065
110,0.1474,0.00085,0.0029,0.84885
111,0.1502,7e-04,0.00265,0.84645
112,0.15215,0.00075,0.0022,0.8449
113,0.1549,7e-04,0.00205,0.84235
114,0.1564,0.00075,0.0018,0.84105
115,0.15915,0.00075,0.0018,0.8383
116,0.16135,7e-04,0.00175,0.8362
117,0.1643,0.00075,0.0017,0.83325
118,0.1655,8e-04,0.0015,0.8322
119,0.16855,0.00045,0.00135,0.82965
120,0.17045,3e-04,0.00125,0.828
121,0.1733,3e-04,0.0012,0.8252
122,0.17595,3e-04,0.001,0.82275
123,0.1784,3e-04,0.001,0.8203
124,0.17995,3e-04,0.001,0.81875
125,0.1832,0.00035,9e-04,0.81555
126,0.1855,4e-04,0.00095,0.81315
127,0.18765,3e-04,0.00095,0.8111
128,0.1897,0.00045,0.00095,0.8089
129,0.1926,4e-04,0.001,0.806
130,0.19435,5e-04,9e-04,0.80425
131,0.1967,4e-04,0.00075,0.80215
132,0.1984,2e-04,0.00075,0.80065
133,0.2011,2e-04,0.00075,0.79795
134,0.20245,0.00015,6e-04,0.7968
135,0.20505,0.00015,0.00055,0.79425
136,0.2068,0.00025,5e-04,0.79245
137,0.2088,2e-04,0.00045,0.79055
138,0.21085,0.00025,4e-04,0.7885
139,0.2134,2e-04,0.00045,0.78595
140,0.2157,5e-05,0.00055,0.7837
141,0.21915,5e-05,0.00055,0.78025
142,0.22115,5e-05,5e-04,0.7783
143,0.2232,5e-05,0.00035,0.7764
144,0.2249,1e-04,3e-04,0.7747
145,0.22745,0.00015,3e-04,0.7721
146,0.2298,1e-04,0.00035,0.76975
147,0.23175,0.00015,3e-04,0.7678
148,0.23365,2e-04,2e-04,0.76595
149,0.23615,1e-04,3e-04,0.76345
150,0.23795,1e-04,3e-04,0.76165
151,0.2404,5e-05,3e-04,0.75925
152,0.2431,1e-04,0.00025,0.75655
153,0.24555,0.00015,2e-04,0.7541
154,0.24775,0.00015,0.00015,0.75195
155,0.2506,0.00015,0.00015,0.7491
156,0.25235,0.00015,0.00015,0.74735
157,0.2548,5e-05,2e-04,0.74495
158,0.2569,0,2e-04,0.7429
159,0.2586,0,2e-04,0.7412
160,0.26125,5e-05,2e-04,0.7385
161,0.2632,1e-04,2e-04,0.7365
162,0.26545,1e-04,2e-04,0.73425
163,0.2672,1e-04,2e-04,0.7325
164,0.26945,0.00015,2e-04,0.7302
165,0.2719,1e-04,0.00025,0.72775
166,0.2744,1e-04,2e-04,0.7253
167,0.27635,5e-05,0.00025,0.72335
168,0.2787,5e-05,2e-04,0.72105
169,0.2814,5e-05,2e-04,0.71835
170,0.28315,0,0.00025,0.7166
171,0.28525,0,0.00025,0.7145
172,0.28705,5e-05,2e-04,0.7127
173,0.28955,1e-04,2e-04,0.71015
174,0.2914,0.00015,0.00025,0.7082
175,0.2931,0.00015,0.00025,0.7065
176,0.2948,2e-04,2e-04,0.7048
177,0.29675,0.00015,0.00025,0.70285
