"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.99785,0.00215,0,0
5,0.99785,0.00195,2e-04,0
6,0.9968,0.0021,0.00105,5e-05
7,0.9968,0.0017,0.00145,5e-05
8,0.99515,0.00295,0.0017,2e-04
9,0.99515,0.0023,0.00225,3e-04
10,0.99305,0.00375,0.00275,0.00045
11,0.99305,0.00275,0.0035,7e-04
12,0.9899,0.0054,0.00355,0.00115
13,0.9899,0.0041,0.0045,0.0015
14,0.98505,0.0078,0.00515,0.002
15,0.98505,0.0061,0.0061,0.00275
16,0.979,0.0104,0.00685,0.00375
17,0.979,0.00815,0.0081,0.00475
18,0.9708,0.0138,0.0098,0.0056
19,0.9708,0.0111,0.0115,0.0066
20,0.9587,0.02055,0.0126,0.00815
21,0.9587,0.01705,0.01465,0.0096
22,0.94575,0.0258,0.0173,0.01115
23,0.94575,0.0201,0.02065,0.0135
24,0.92635,0.03415,0.0237,0.0158
25,0.92645,0.02815,0.0273,0.0181
26,0.9021,0.0454,0.0315,0.021
27,0.9021,0.03485,0.03835,0.0247
28,0.86755,0.05935,0.04385,0.02925
29,0.86775,0.0467,0.0514,0.03415
30,0.8224,0.0792,0.05785,0.04055
31,0.8225,0.0612,0.069,0.0473
32,0.7647,0.1022,0.07715,0.05595
33,0.7648,0.0792,0.09225,0.06375
34,0.6982,0.12325,0.1041,0.07445
35,0.69815,0.0989,0.11685,0.0861
36,0.61665,0.15075,0.13315,0.09945
37,0.6168,0.12075,0.1484,0.11405
38,0.5275,0.17625,0.16465,0.1316
39,0.5277,0.13745,0.184,0.15085
40,0.43755,0.18845,0.20075,0.17325
41,0.4379,0.1478,0.2171,0.1972
42,0.34835,0.19725,0.23015,0.22425
43,0.3484,0.1527,0.24795,0.25095
44,0.2672,0.1926,0.25845,0.28175
45,0.2677,0.1493,0.27165,0.31135
46,0.19865,0.1765,0.28025,0.3446
47,0.19965,0.13465,0.29065,0.37505
48,0.1477,0.14865,0.29405,0.4096
49,0.1488,0.1139,0.29315,0.44415
50,0.11065,0.12055,0.28895,0.47985
51,0.1112,0.0918,0.28305,0.51395
52,0.08255,0.0945,0.2733,0.54965
53,0.0836,0.0726,0.26195,0.58185
54,0.0649,0.07175,0.24825,0.6151
55,0.06575,0.05415,0.2355,0.6446
56,0.05265,0.0525,0.22235,0.6725
57,0.05415,0.04125,0.2046,0.7
58,0.0463,0.0405,0.18805,0.72515
59,0.04735,0.03225,0.17225,0.74815
60,0.04115,0.0303,0.1594,0.76915
61,0.04355,0.0233,0.14575,0.7874
62,0.03905,0.02345,0.1334,0.8041
63,0.0416,0.01835,0.1203,0.81975
64,0.0383,0.01945,0.10825,0.834
65,0.0416,0.0147,0.0996,0.8441
66,0.04065,0.0139,0.08985,0.8556
67,0.04275,0.0118,0.0808,0.86465
68,0.0417,0.0115,0.07265,0.87415
69,0.04525,0.0094,0.0657,0.87965
70,0.04465,0.00995,0.05945,0.88595
71,0.04855,0.00795,0.05435,0.88915
72,0.0486,0.00825,0.0489,0.89425
73,0.05245,0.0068,0.0453,0.89545
74,0.0534,0.0068,0.04085,0.89895
75,0.05605,0.0058,0.0379,0.90025
76,0.05755,0.00635,0.0339,0.9022
77,0.06125,0.00545,0.0297,0.9036
78,0.0623,0.0054,0.0266,0.9057
79,0.0657,0.0044,0.025,0.9049
80,0.06695,0.0045,0.02275,0.9058
81,0.07025,0.00405,0.0201,0.9056
82,0.0718,0.0039,0.0177,0.9066
83,0.07485,0.0036,0.01595,0.9056
84,0.0762,0.0034,0.01465,0.90575
85,0.0801,0.00275,0.0137,0.90345
86,0.08175,0.00275,0.01295,0.90255
87,0.0851,0.00255,0.01195,0.9004
88,0.08725,0.0027,0.0108,0.89925
89,0.091,0.0023,0.00985,0.89685
90,0.09265,0.002,0.0091,0.89625
91,0.09625,0.0017,0.0086,0.89345
92,0.09855,0.00215,0.00785,0.89145
93,0.1024,0.0019,0.00705,0.88865
94,0.10415,0.0022,0.00635,0.8873
95,0.1081,0.0017,0.00625,0.88395
96,0.11035,0.00145,0.0056,0.8826
97,0.114,0.0013,0.00495,0.87975
98,0.11565,0.00155,0.00445,0.87835
99,0.1184,0.0013,0.004,0.8763
100,0.12065,0.00135,0.00365,0.87435
101,0.12425,0.00125,0.00315,0.87135
102,0.12575,0.00105,0.003,0.8702
103,0.1288,0.00095,0.0029,0.86735
104,0.13125,0.001,0.00255,0.8652
105,0.1349,0.001,0.00225,0.86185
106,0.13685,9e-04,0.0022,0.86005
107,0.13975,7e-04,0.00215,0.8574
108,0.1414,0.00085,0.00215,0.8556
109,0.14435,9e-04,0.002,0.85275
110,0.1465,9e-04,0.00185,0.85075
111,0.14895,7e-04,0.00175,0.8486
112,0.1512,0.00075,0.00155,0.8465
113,0.1544,7e-04,0.00165,0.84325
114,0.15595,0.00065,0.00155,0.84185
115,0.1593,5e-04,0.00155,0.83865
116,0.16165,0.00065,0.00135,0.83635
117,0.16465,0.00065,0.00145,0.83325
118,0.1664,7e-04,0.00145,0.83145
119,0.16935,0.00065,0.00145,0.82855
120,0.1714,7e-04,0.0013,0.8266
121,0.17405,6e-04,0.00135,0.824
122,0.17585,0.00065,0.00125,0.82225
123,0.1782,4e-04,0.00135,0.82005
124,0.18025,6e-04,0.0013,0.81785
125,0.18295,7e-04,0.0011,0.81525
126,0.18535,0.00055,0.0011,0.813
127,0.1883,4e-04,0.00095,0.81035
128,0.1911,5e-04,0.00095,0.80745
129,0.19375,0.00035,0.00095,0.80495
130,0.19625,0.00045,8e-04,0.8025
131,0.1991,5e-04,0.00075,0.79965
132,0.2014,5e-04,0.00075,0.79735
133,0.2031,4e-04,7e-04,0.7958
134,0.2051,0.00045,7e-04,0.79375
135,0.20775,0.00045,0.00065,0.79115
136,0.21005,0.00045,5e-04,0.789
137,0.21225,5e-04,6e-04,0.78665
138,0.21375,0.00035,8e-04,0.7851
139,0.2169,0.00045,0.00075,0.7819
140,0.21855,0.00045,0.00085,0.78015
141,0.2207,4e-04,7e-04,0.7782
142,0.22305,0.00035,0.00065,0.77595
143,0.225,0.00035,7e-04,0.77395
144,0.22695,3e-04,8e-04,0.77195
145,0.2298,0.00035,7e-04,0.76915
146,0.23265,0.00055,0.00055,0.76625
147,0.235,0.00035,7e-04,0.76395
148,0.2371,2e-04,8e-04,0.7619
149,0.2397,0.00015,0.00075,0.7594
150,0.24155,0.00025,0.00065,0.75755
151,0.24295,4e-04,5e-04,0.75615
152,0.2449,0.00045,0.00055,0.7541
153,0.2475,0.00045,0.00065,0.7514
154,0.2496,5e-04,0.00065,0.74925
155,0.2523,5e-04,7e-04,0.7465
156,0.2542,0.00055,0.00065,0.7446
157,0.2562,0.00055,5e-04,0.74275
158,0.25765,0.00065,6e-04,0.7411
159,0.26,6e-04,6e-04,0.7388
160,0.26225,0.00055,0.00065,0.73655
161,0.2644,0.00055,0.00065,0.7344
162,0.26635,0.00045,7e-04,0.7325
163,0.2684,4e-04,8e-04,0.7304
164,0.2712,4e-04,0.00085,0.72755
165,0.27335,0.00025,8e-04,0.7256
166,0.27485,2e-04,0.00075,0.7242
167,0.2768,2e-04,0.00065,0.72235
168,0.27885,2e-04,0.00065,0.7203
169,0.2818,0.00025,5e-04,0.71745
170,0.2835,1e-04,0.00065,0.71575
171,0.28575,5e-05,6e-04,0.7136
172,0.2876,0.00015,5e-04,0.71175
173,0.2897,2e-04,5e-04,0.7096
174,0.29135,0.00025,0.00045,0.70795
175,0.2937,0.00025,5e-04,0.70555
176,0.296,0.00025,0.00045,0.7033
