"t","S","E","I","R"
178,0.2978,8e-04,0.0014,0.7
179,0.30015,0.00075,0.0014,0.6977
180,0.3024,0.00075,0.0014,0.69545
181,0.3044,0.00085,0.0013,0.69345
182,0.30585,8e-04,0.0014,0.69195
183,0.30725,8e-04,0.0013,0.69065
184,0.30865,0.00075,0.00135,0.68925
185,0.3099,6e-04,0.0014,0.6881
186,0.3117,6e-04,0.0013,0.6864
187,0.3133,0.00075,0.00125,0.6847
188,0.31525,0.00095,0.0013,0.6825
189,0.3173,9e-04,0.0014,0.6804
190,0.31875,0.00105,0.00155,0.67865
191,0.3205,0.001,0.0015,0.677
192,0.322,0.00115,0.0016,0.67525
193,0.32335,0.00125,0.0018,0.6736
194,0.3249,0.00135,0.0021,0.67165
195,0.3266,0.001,0.00235,0.67005
196,0.32795,0.00115,0.0023,0.6686
197,0.32995,0.0016,0.00195,0.6665
198,0.3314,0.0013,0.002,0.6653
199,0.3334,0.00115,0.00215,0.6633
200,0.33495,0.0015,0.0019,0.66165
201,0.3367,0.00135,0.00195,0.66
202,0.3383,0.0014,0.0021,0.6582
203,0.3403,0.00125,0.00215,0.6563
204,0.34145,0.00135,0.0022,0.655
205,0.34285,0.00125,0.00235,0.65355
206,0.3445,0.0014,0.00255,0.65155
207,0.34615,0.00115,0.00285,0.64985
208,0.34765,0.0015,0.0028,0.64805
209,0.3489,0.00175,0.00285,0.6465
210,0.34975,0.0023,0.00285,0.6451
211,0.35145,0.00245,0.0029,0.6432
212,0.35235,0.00255,0.0031,0.642
213,0.35425,0.002,0.00345,0.6403
214,0.35555,0.0023,0.00355,0.6386
215,0.35755,0.0024,0.00345,0.6366
216,0.3589,0.0024,0.0038,0.6349
217,0.3599,0.00225,0.00425,0.6336
218,0.3606,0.0027,0.0042,0.6325
219,0.3616,0.00325,0.0042,0.63095
220,0.3628,0.00355,0.00445,0.6292
221,0.36385,0.00325,0.00485,0.62805
222,0.3645,0.0034,0.00505,0.62705
223,0.36505,0.0038,0.0052,0.62595
224,0.36565,0.0036,0.0057,0.62505
225,0.3664,0.0039,0.0054,0.6243
226,0.3673,0.0038,0.0057,0.6232
227,0.3683,0.00405,0.00555,0.6221
228,0.3692,0.00435,0.0059,0.62055
229,0.3703,0.00435,0.006,0.61935
230,0.37045,0.0046,0.0062,0.61875
231,0.37135,0.00385,0.0067,0.6181
232,0.3718,0.0045,0.0069,0.6168
233,0.37265,0.00465,0.007,0.6157
234,0.3727,0.0054,0.00665,0.61525
235,0.37375,0.00515,0.0071,0.614
236,0.374,0.00495,0.0079,0.61315
237,0.3749,0.00495,0.0089,0.61125
238,0.37375,0.00645,0.00865,0.61115
239,0.3739,0.0067,0.0092,0.6102
240,0.3736,0.0072,0.00975,0.60945
241,0.37415,0.0071,0.01005,0.6087
242,0.37305,0.00755,0.01045,0.60895
243,0.3729,0.0075,0.01045,0.60915
244,0.37145,0.00825,0.0113,0.609
245,0.3713,0.00805,0.0116,0.60905
246,0.37025,0.0093,0.0119,0.60855
247,0.3698,0.00955,0.0122,0.60845
248,0.369,0.00935,0.0129,0.60875
249,0.3682,0.0095,0.01355,0.60875
250,0.36775,0.0091,0.0146,0.60855
251,0.3676,0.0085,0.01535,0.60855
252,0.36685,0.00915,0.0151,0.6089
253,0.3672,0.00935,0.01495,0.6085
254,0.36535,0.0104,0.0154,0.60885
255,0.3651,0.01,0.0162,0.6087
256,0.363,0.01035,0.01725,0.6094
257,0.3619,0.01085,0.0176,0.60965
258,0.35915,0.0127,0.01765,0.6105
259,0.3581,0.0124,0.01855,0.61095
260,0.3563,0.0126,0.01895,0.61215
261,0.3554,0.01295,0.01925,0.6124
262,0.3532,0.01425,0.0197,0.61285
263,0.35165,0.0139,0.02115,0.6133
264,0.34985,0.01435,0.02115,0.61465
265,0.34925,0.0135,0.02265,0.6146
266,0.34525,0.0152,0.0233,0.61625
267,0.3439,0.01535,0.02365,0.6171
268,0.33945,0.017,0.0249,0.61865
269,0.3378,0.0157,0.0269,0.6196
270,0.33485,0.01675,0.02735,0.62105
271,0.3326,0.0167,0.02855,0.62215
272,0.32835,0.01895,0.02855,0.62415
273,0.32755,0.0179,0.02925,0.6253
274,0.3233,0.01905,0.02985,0.6278
275,0.3203,0.01875,0.03095,0.63
276,0.3162,0.0203,0.03125,0.63225
277,0.3147,0.0201,0.0319,0.6333
278,0.3106,0.02145,0.033,0.63495
279,0.30885,0.02115,0.03395,0.63605
280,0.30455,0.02135,0.0365,0.6376
281,0.30175,0.0215,0.03715,0.6396
282,0.29555,0.0241,0.03815,0.6422
283,0.29405,0.02245,0.0394,0.6441
284,0.28805,0.02465,0.0394,0.6479
285,0.2859,0.0242,0.04065,0.64925
286,0.2798,0.02585,0.0419,0.65245
287,0.2774,0.0245,0.0439,0.6542
288,0.271,0.02655,0.04405,0.6584
289,0.26945,0.02495,0.04445,0.66115
290,0.26445,0.0266,0.044,0.66495
291,0.26215,0.0255,0.04555,0.6668
292,0.25655,0.0265,0.0463,0.67065
293,0.25455,0.0258,0.047,0.67265
294,0.2481,0.0275,0.047,0.6774
295,0.247,0.0254,0.04625,0.68135
296,0.242,0.0254,0.04745,0.68515
297,0.2409,0.02415,0.0475,0.68745
298,0.23605,0.0246,0.0481,0.69125
299,0.23325,0.02395,0.048,0.6948
300,0.2276,0.02595,0.04835,0.6981
301,0.22765,0.0242,0.0474,0.70075
302,0.2228,0.0256,0.0471,0.7045
303,0.22145,0.02405,0.0482,0.7063
304,0.21735,0.02395,0.0482,0.7105
305,0.21665,0.02325,0.0478,0.7123
306,0.2116,0.0239,0.0479,0.7166
307,0.21205,0.02265,0.04705,0.71825
308,0.2088,0.0222,0.04585,0.72315
309,0.20905,0.021,0.04635,0.7236
310,0.20485,0.02165,0.0469,0.7266
311,0.2052,0.0208,0.0466,0.7274
312,0.20155,0.0215,0.0461,0.73085
313,0.20295,0.02025,0.04545,0.73135
314,0.19795,0.0224,0.04405,0.7356
315,0.19845,0.0212,0.04345,0.7369
316,0.1948,0.021,0.04285,0.74135
317,0.19685,0.0196,0.0421,0.74145
318,0.19365,0.0197,0.0414,0.74525
319,0.195,0.01765,0.04175,0.7456
320,0.1915,0.01835,0.0403,0.74985
321,0.19375,0.01785,0.0386,0.7498
322,0.1916,0.018,0.0373,0.7531
323,0.19365,0.01595,0.03805,0.75235
324,0.19135,0.0163,0.03715,0.7552
325,0.1919,0.01595,0.03655,0.7556
326,0.18965,0.01615,0.03575,0.75845
327,0.1917,0.0147,0.03565,0.75795
328,0.1901,0.01565,0.0344,0.75985
329,0.19335,0.01375,0.0336,0.7593
330,0.19105,0.0147,0.0316,0.76265
331,0.1934,0.014,0.03085,0.76175
332,0.191,0.01435,0.0306,0.76405
333,0.19425,0.013,0.0306,0.76215
334,0.1906,0.015,0.03035,0.76405
335,0.19385,0.0142,0.02895,0.763
336,0.1911,0.0154,0.029,0.7645
337,0.1941,0.01335,0.02905,0.7635
338,0.1925,0.01325,0.0283,0.76595
339,0.19665,0.01205,0.02775,0.76355
340,0.19485,0.01245,0.02765,0.76505
341,0.198,0.0109,0.0275,0.7636
342,0.19565,0.01185,0.02695,0.76555
343,0.19895,0.011,0.02505,0.765
344,0.196,0.01275,0.0247,0.76655
345,0.1998,0.01155,0.0242,0.76445
346,0.1983,0.01245,0.02375,0.7655
347,0.20195,0.01075,0.0243,0.763
348,0.20115,0.0115,0.024,0.76335
349,0.20545,0.01045,0.02325,0.76085
350,0.2036,0.01165,0.02385,0.7609
351,0.2083,0.0106,0.02435,0.75675
352,0.20585,0.0117,0.02465,0.7578
353,0.2106,0.0106,0.02415,0.75465
354,0.20865,0.01145,0.0239,0.756
355,0.21265,0.0104,0.02395,0.753
356,0.21075,0.0113,0.0237,0.75425
357,0.2148,0.01015,0.0231,0.75195
358,0.21325,0.0103,0.0233,0.75315
359,0.2173,0.00975,0.0226,0.75035
360,0.2147,0.0106,0.0232,0.7515
361,0.22045,0.0094,0.02355,0.7466
362,0.21815,0.01085,0.02245,0.74855
363,0.2227,0.0099,0.02215,0.74525
364,0.2213,0.0106,0.02185,0.74625
365,0.22525,0.00945,0.021,0.7443
366,0.2238,0.01075,0.0208,0.74465
367,0.2278,0.0094,0.02165,0.74115
368,0.2258,0.01095,0.02135,0.7419
369,0.22995,0.0105,0.0204,0.73915
370,0.22945,0.0097,0.0206,0.74025
371,0.23485,0.0093,0.0206,0.73525
372,0.23265,0.0106,0.0204,0.73635
373,0.2369,0.0098,0.02025,0.73305
374,0.2352,0.00995,0.0208,0.73405
375,0.2392,0.0096,0.0203,0.7309
376,0.2378,0.011,0.02,0.7312
377,0.24255,0.00935,0.0202,0.7279
378,0.2403,0.01075,0.02015,0.7288
379,0.2458,0.00955,0.02045,0.7242
380,0.2438,0.0109,0.02045,0.72485
381,0.249,0.01,0.0207,0.7203
382,0.2475,0.0109,0.02045,0.72115
383,0.25185,0.01035,0.02065,0.71715
384,0.24925,0.0128,0.0201,0.71785
385,0.2535,0.01075,0.02105,0.7147
386,0.2511,0.0122,0.02065,0.71605
387,0.2565,0.0108,0.02035,0.71235
388,0.2528,0.01295,0.02055,0.7137
389,0.25755,0.011,0.0218,0.70965
390,0.2553,0.01265,0.02185,0.7102
391,0.25905,0.01215,0.02145,0.70735
392,0.25705,0.0123,0.0224,0.70825
393,0.26195,0.0103,0.02295,0.7048
394,0.259,0.01215,0.02375,0.7051
395,0.26315,0.0108,0.0242,0.70185
396,0.25955,0.01345,0.0242,0.7028
397,0.2636,0.0122,0.02425,0.69995
398,0.26035,0.01405,0.02485,0.70075
399,0.26425,0.0123,0.0245,0.69895
400,0.2605,0.014,0.02485,0.70065
401,0.2651,0.0122,0.0255,0.6972
402,0.26045,0.015,0.02545,0.6991
403,0.26415,0.01365,0.02585,0.69635
404,0.26035,0.01585,0.0258,0.698
405,0.26455,0.01455,0.0262,0.6947
406,0.26005,0.0166,0.027,0.69635
407,0.2632,0.01455,0.02805,0.6942
408,0.25845,0.01635,0.0291,0.6961
409,0.26115,0.01515,0.02915,0.69455
410,0.2562,0.01795,0.02945,0.6964
411,0.26,0.0161,0.02975,0.69415
412,0.25435,0.01905,0.02945,0.69715
413,0.25715,0.0173,0.0296,0.69595
414,0.2529,0.01895,0.031,0.69715
415,0.2571,0.0167,0.031,0.6952
416,0.25345,0.0178,0.03115,0.6976
417,0.256,0.01575,0.032,0.69625
418,0.2507,0.0185,0.03235,0.69845
419,0.25535,0.0168,0.032,0.69585
420,0.25055,0.01795,0.0325,0.699
421,0.25475,0.01545,0.03315,0.69665
422,0.2486,0.01925,0.0327,0.69945
423,0.25295,0.01635,0.0325,0.6982
424,0.2473,0.01925,0.03305,0.7004
425,0.2522,0.01725,0.033,0.69755
426,0.2473,0.0194,0.0336,0.6997
427,0.25115,0.0177,0.0329,0.69825
428,0.24535,0.0203,0.033,0.70135
429,0.2489,0.0179,0.0344,0.6988
430,0.2452,0.0185,0.03615,0.70015
431,0.2488,0.0159,0.0365,0.6988
432,0.2425,0.0191,0.0368,0.7016
433,0.24665,0.01715,0.03625,0.69995
434,0.23975,0.02065,0.03605,0.70355
435,0.24445,0.0178,0.03635,0.7014
436,0.2401,0.0191,0.03655,0.70425
437,0.24495,0.0169,0.03665,0.7015
438,0.2392,0.02,0.03695,0.70385
439,0.2433,0.0177,0.03705,0.70195
440,0.2376,0.0205,0.03805,0.70385
441,0.2414,0.0178,0.03805,0.70275
442,0.23705,0.0189,0.03835,0.7057
443,0.24075,0.0171,0.03775,0.7044
444,0.23565,0.02035,0.0377,0.7063
445,0.23965,0.01675,0.0394,0.7042
446,0.23325,0.0205,0.0374,0.70885
447,0.23735,0.0177,0.03745,0.7075
448,0.23125,0.0214,0.03615,0.7112
449,0.2361,0.01805,0.0373,0.70855
450,0.23075,0.02055,0.03725,0.71145
451,0.2339,0.0181,0.03765,0.71035
452,0.22685,0.0228,0.0367,0.71365
453,0.2313,0.01985,0.0374,0.71145
454,0.2269,0.0208,0.0375,0.7148
455,0.23095,0.0189,0.03695,0.7132
456,0.22675,0.02,0.038,0.71525
457,0.231,0.0178,0.0384,0.7128
458,0.22595,0.0201,0.0387,0.71525
459,0.22965,0.0185,0.0386,0.71325
460,0.2238,0.0215,0.0384,0.7163
461,0.22625,0.01865,0.03905,0.71605
462,0.2223,0.01875,0.0401,0.71885
463,0.2275,0.01665,0.03935,0.7165
464,0.22275,0.0203,0.03825,0.7187
465,0.22705,0.01755,0.0381,0.7173
466,0.22265,0.02025,0.03815,0.71895
467,0.2272,0.01785,0.0371,0.71785
468,0.22315,0.01925,0.03665,0.72095
469,0.2267,0.0168,0.037,0.7195
470,0.22255,0.01825,0.0371,0.7221
471,0.22665,0.01655,0.0365,0.7203
472,0.2218,0.0193,0.0354,0.7235
473,0.22605,0.01635,0.0349,0.7227
474,0.22145,0.019,0.0341,0.72545
475,0.22625,0.01745,0.03285,0.72345
476,0.22255,0.02015,0.0319,0.7254
477,0.2268,0.0175,0.03225,0.72345
478,0.223,0.01825,0.03355,0.7252
479,0.22715,0.01635,0.03275,0.72375
480,0.2234,0.0176,0.0327,0.7263
481,0.22835,0.0147,0.03255,0.7244
482,0.2238,0.01845,0.0325,0.72525
483,0.2283,0.0158,0.0335,0.7224
484,0.22455,0.0175,0.03295,0.725
485,0.2289,0.01575,0.03265,0.7227
486,0.22615,0.01715,0.03165,0.72505
487,0.2301,0.01625,0.0302,0.72345
488,0.2262,0.0175,0.03055,0.72575
489,0.2314,0.0151,0.03035,0.72315
490,0.22835,0.01725,0.0297,0.7247
491,0.23275,0.015,0.0303,0.72195
492,0.2291,0.01715,0.0299,0.72385
493,0.23415,0.0146,0.0306,0.72065
494,0.23245,0.01555,0.0299,0.7221
495,0.2361,0.0136,0.0296,0.7207
496,0.2321,0.0162,0.02935,0.72235
497,0.23665,0.0139,0.02965,0.7198
498,0.2325,0.01625,0.02935,0.7219
499,0.2379,0.01425,0.02955,0.7183
500,0.23415,0.01645,0.03025,0.71915
501,0.23895,0.01525,0.02985,0.71595
502,0.23585,0.0163,0.03095,0.7169
503,0.24,0.01435,0.03085,0.7148
504,0.23595,0.017,0.03085,0.7162
505,0.2397,0.015,0.0301,0.7152
506,0.23655,0.016,0.03025,0.7172
507,0.24185,0.0144,0.0298,0.71395
508,0.2384,0.01705,0.02955,0.715
509,0.2431,0.01475,0.0302,0.71195
510,0.24015,0.0166,0.0303,0.71295
511,0.24505,0.0146,0.03025,0.7101
512,0.24105,0.0168,0.0304,0.71175
513,0.245,0.01535,0.03065,0.709
514,0.2417,0.01695,0.031,0.71035
515,0.2457,0.0143,0.0323,0.7077
516,0.24055,0.0177,0.03205,0.7097
517,0.2463,0.0151,0.0323,0.7063
518,0.2421,0.0179,0.0316,0.7084
519,0.24615,0.01635,0.03155,0.70595
520,0.24315,0.01735,0.03265,0.70685
521,0.24695,0.01565,0.0326,0.7048
522,0.2428,0.0188,0.0318,0.7066
523,0.2464,0.01685,0.03195,0.7048
524,0.2436,0.01825,0.0325,0.70565
525,0.24715,0.01555,0.0331,0.7042
526,0.24225,0.0177,0.03305,0.707
527,0.24665,0.01575,0.03215,0.70545
528,0.24125,0.0189,0.03165,0.7082
529,0.2452,0.01705,0.03225,0.7055
530,0.2401,0.02035,0.03095,0.7086
531,0.2434,0.0174,0.03145,0.70775
532,0.2403,0.01865,0.0322,0.70885
533,0.24475,0.0166,0.03315,0.7055
534,0.24105,0.01725,0.03435,0.70735
535,0.245,0.0151,0.0339,0.706
536,0.2402,0.018,0.03355,0.70825
537,0.24405,0.01625,0.03305,0.70665
538,0.2406,0.01775,0.0337,0.70795
539,0.2443,0.0161,0.0337,0.7059
540,0.2411,0.0185,0.0334,0.707
541,0.24415,0.01755,0.0333,0.705
542,0.24045,0.0183,0.03295,0.7083
543,0.2429,0.01645,0.03365,0.707
544,0.23925,0.0175,0.03385,0.7094
545,0.24275,0.0148,0.0347,0.70775
546,0.23875,0.0179,0.0336,0.70975
547,0.24135,0.01615,0.0341,0.7084
548,0.2367,0.0195,0.0342,0.7096
549,0.2396,0.01695,0.03475,0.7087
550,0.23595,0.0191,0.0349,0.71005
551,0.2408,0.01565,0.0361,0.70745
552,0.23635,0.01845,0.0349,0.7103
553,0.2396,0.01655,0.03435,0.7095
554,0.2362,0.01795,0.03435,0.7115
555,0.2398,0.01585,0.034,0.71035
556,0.23655,0.017,0.03435,0.7121
557,0.24055,0.01585,0.03355,0.71005
558,0.2387,0.01625,0.0334,0.71165
559,0.24165,0.01525,0.03345,0.70965
560,0.23715,0.0177,0.0329,0.71225
561,0.24085,0.0164,0.0328,0.70995
562,0.23765,0.01785,0.03275,0.71175
563,0.2417,0.01535,0.03265,0.7103
564,0.2378,0.01695,0.0324,0.71285
565,0.2419,0.01495,0.0323,0.71085
566,0.2378,0.0172,0.03235,0.71265
567,0.2423,0.0152,0.03335,0.70915
568,0.23935,0.0154,0.0345,0.71075
569,0.2415,0.0148,0.0341,0.7096
570,0.23745,0.0172,0.03355,0.7118
571,0.24065,0.01495,0.0339,0.7105
572,0.23675,0.0173,0.03345,0.7125
573,0.2405,0.01515,0.0337,0.71065
574,0.23615,0.0178,0.03325,0.7128
575,0.2396,0.0159,0.0341,0.7104
576,0.23545,0.01855,0.03355,0.71245
577,0.2385,0.01805,0.03285,0.7106
578,0.2332,0.02115,0.03325,0.7124
579,0.2384,0.01765,0.0348,0.70915
580,0.23425,0.01955,0.0346,0.7116
581,0.2383,0.0176,0.03425,0.70985
582,0.23405,0.0195,0.03405,0.7124
583,0.23875,0.01735,0.0334,0.7105
584,0.23435,0.0193,0.0338,0.71255
585,0.23765,0.01785,0.03325,0.71125
586,0.23405,0.01935,0.03385,0.71275
587,0.2378,0.0167,0.03345,0.71205
588,0.23285,0.01945,0.0342,0.7135
589,0.23705,0.0162,0.0347,0.71205
590,0.23245,0.0185,0.035,0.71405
591,0.23665,0.01665,0.0357,0.711
592,0.23365,0.018,0.0359,0.71245
593,0.2371,0.0155,0.0365,0.7109
594,0.2317,0.0189,0.0361,0.7133
595,0.2359,0.0154,0.03685,0.71185
596,0.2312,0.01755,0.0369,0.71435
597,0.2351,0.01615,0.0367,0.71205
598,0.23035,0.01865,0.0374,0.7136
599,0.23405,0.0164,0.03675,0.7128
600,0.22975,0.0192,0.03525,0.7158
601,0.23305,0.0173,0.03535,0.7143
602,0.22915,0.01875,0.03505,0.71705
603,0.2331,0.01585,0.0358,0.71525
604,0.2288,0.0183,0.03505,0.71785
605,0.2322,0.0165,0.0348,0.7165
606,0.22845,0.01785,0.03415,0.71955
607,0.2326,0.01575,0.0346,0.71705
608,0.22905,0.01735,0.0347,0.7189
609,0.2324,0.0158,0.03445,0.71735
610,0.22855,0.0182,0.03425,0.719
611,0.2305,0.0167,0.03485,0.71795
612,0.22565,0.01895,0.03505,0.72035
613,0.2294,0.01665,0.03445,0.7195
614,0.2256,0.0176,0.0344,0.7224
615,0.22845,0.0154,0.0342,0.72195
616,0.22495,0.01715,0.0335,0.7244
617,0.2281,0.01525,0.0329,0.72375
618,0.2235,0.01775,0.0325,0.72625
619,0.22755,0.0157,0.03225,0.7245
620,0.2244,0.0167,0.0333,0.7256
621,0.22895,0.0137,0.0345,0.72285
622,0.2244,0.01655,0.0338,0.72525
623,0.2283,0.01535,0.03295,0.7234
624,0.22525,0.01655,0.0319,0.7263
625,0.2277,0.01565,0.0308,0.72585
626,0.2255,0.0173,0.03055,0.72665
627,0.23035,0.0149,0.0308,0.72395
628,0.22715,0.0156,0.03075,0.7265
629,0.2312,0.01405,0.03055,0.7242
630,0.22845,0.0151,0.0303,0.72615
631,0.2313,0.01505,0.02875,0.7249
632,0.22925,0.015,0.0298,0.72595
633,0.2336,0.0124,0.03035,0.72365
634,0.2291,0.0161,0.029,0.7258
635,0.2327,0.0146,0.0287,0.724
636,0.23045,0.01565,0.0287,0.7252
637,0.2364,0.0141,0.0289,0.7206
638,0.2338,0.01535,0.0292,0.72165
639,0.23755,0.014,0.02935,0.7191
640,0.23415,0.01545,0.0294,0.721
641,0.23875,0.0137,0.02865,0.7189
642,0.23475,0.01565,0.0281,0.7215
