"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.998,0.002,0,0
5,0.998,0.00175,0.00025,0
6,0.99695,0.0023,0.00075,0
7,0.99695,0.00185,0.00115,5e-05
8,0.995,0.00315,0.0018,5e-05
9,0.995,0.0025,0.0024,1e-04
10,0.99245,0.00415,0.00305,0.00035
11,0.99245,0.0031,0.0038,0.00065
12,0.9888,0.00595,0.00425,0.001
13,0.9888,0.0047,0.00495,0.00155
14,0.98335,0.00855,0.00595,0.00215
15,0.98335,0.0071,0.00675,0.0028
16,0.97615,0.01235,0.008,0.0035
17,0.97615,0.0094,0.01025,0.0042
18,0.96675,0.01635,0.01145,0.00545
19,0.96675,0.01275,0.014,0.0065
20,0.95265,0.02325,0.016,0.0081
21,0.9527,0.01855,0.0191,0.00965
22,0.933,0.03335,0.0223,0.01135
23,0.933,0.0267,0.0261,0.0142
24,0.90925,0.04265,0.03065,0.01745
25,0.90925,0.03425,0.03565,0.02085
26,0.8745,0.0585,0.042,0.025
27,0.8746,0.0467,0.04875,0.02995
28,0.8295,0.0789,0.0558,0.0358
29,0.8296,0.0628,0.066,0.0416
30,0.7742,0.10125,0.07375,0.0508
31,0.7743,0.08,0.08715,0.05855
32,0.7121,0.1197,0.09915,0.06905
33,0.7122,0.09365,0.11335,0.0808
34,0.6343,0.14675,0.12515,0.0938
35,0.63455,0.1159,0.14115,0.1084
36,0.54625,0.17005,0.15895,0.12475
37,0.54635,0.13505,0.17455,0.14405
38,0.45485,0.18975,0.19,0.1654
39,0.45485,0.1496,0.208,0.18755
40,0.36525,0.19785,0.2257,0.2112
41,0.3657,0.15035,0.24615,0.2378
42,0.28445,0.1861,0.262,0.26745
43,0.28435,0.14315,0.272,0.3005
44,0.2134,0.17475,0.278,0.33385
45,0.21395,0.13555,0.2852,0.3653
46,0.1584,0.15235,0.2911,0.39815
47,0.1586,0.1159,0.29195,0.43355
48,0.1166,0.12505,0.29145,0.4669
49,0.1169,0.09665,0.28515,0.5013
50,0.0853,0.10225,0.275,0.53745
51,0.08595,0.07905,0.26355,0.57145
52,0.0673,0.0771,0.2527,0.6029
53,0.0684,0.0584,0.23965,0.63355
54,0.05425,0.0576,0.2282,0.65995
55,0.05485,0.04305,0.216,0.6861
56,0.0463,0.04085,0.2019,0.71095
57,0.0482,0.03185,0.18625,0.7337
58,0.0416,0.032,0.1717,0.7547
59,0.0439,0.025,0.15625,0.77485
60,0.03975,0.02355,0.14445,0.79225
61,0.04235,0.0193,0.1297,0.80865
62,0.0396,0.01895,0.11935,0.8221
63,0.0419,0.014,0.109,0.8351
64,0.03955,0.0143,0.0979,0.84825
65,0.04215,0.0125,0.08615,0.8592
66,0.04165,0.01225,0.0781,0.868
67,0.0436,0.0101,0.0714,0.8749
68,0.0433,0.01035,0.064,0.88235
69,0.0465,0.00855,0.0579,0.88705
70,0.0471,0.0077,0.05295,0.89225
71,0.04955,0.00625,0.048,0.8962
72,0.05015,0.007,0.0429,0.89995
73,0.0529,0.00605,0.0378,0.90325
74,0.0548,0.00575,0.03455,0.9049
75,0.0577,0.005,0.03095,0.90635
76,0.05915,0.00505,0.0281,0.9077
77,0.0627,0.0041,0.02615,0.90705
78,0.0648,0.00385,0.0242,0.90715
79,0.068,0.00355,0.02215,0.9063
80,0.0699,0.00405,0.0202,0.90585
81,0.0727,0.00355,0.0181,0.90565
82,0.0741,0.00385,0.01625,0.9058
83,0.0772,0.0029,0.0153,0.9046
84,0.07945,0.0024,0.01435,0.9038
85,0.0826,0.0025,0.0133,0.9016
86,0.08425,0.0025,0.0116,0.90165
87,0.0875,0.00225,0.0108,0.89945
88,0.0892,0.0026,0.01,0.8982
89,0.09275,0.00235,0.00935,0.89555
90,0.09465,0.0027,0.0082,0.89445
91,0.09785,0.00265,0.0078,0.8917
92,0.09945,0.00275,0.00755,0.89025
93,0.10275,0.00255,0.0068,0.8879
94,0.10505,0.0022,0.00615,0.8866
95,0.1084,0.00195,0.0056,0.88405
96,0.1102,0.00205,0.00515,0.8826
97,0.1132,0.0019,0.0051,0.8798
98,0.11585,0.00145,0.0051,0.8776
99,0.1196,0.0014,0.0047,0.8743
100,0.1217,0.0015,0.0043,0.8725
101,0.125,0.0014,0.0038,0.8698
102,0.1273,0.00125,0.00355,0.8679
103,0.12955,0.0011,0.00325,0.8661
104,0.13175,8e-04,0.0034,0.86405
105,0.1345,9e-04,0.0029,0.8617
106,0.1365,9e-04,0.0028,0.8598
107,0.1397,0.00085,0.00275,0.8567
108,0.1418,0.00105,0.0023,0.85485
109,0.1446,9e-04,0.00235,0.85215
110,0.1477,0.00065,0.0021,0.84955
111,0.1516,7e-04,0.002,0.8457
112,0.1535,0.00085,0.0018,0.84385
113,0.1564,0.00065,0.00185,0.8411
114,0.1581,9e-04,0.0015,0.8395
115,0.16025,8e-04,0.00145,0.8375
116,0.16285,0.00055,0.0016,0.835
117,0.1659,0.00045,0.00155,0.8321
118,0.1684,5e-04,0.00155,0.82955
119,0.17125,0.00035,0.0016,0.8268
120,0.17315,0.00045,0.00145,0.82495
121,0.175,0.00045,0.00125,0.8233
122,0.17755,5e-04,0.0011,0.82085
123,0.181,0.00035,0.0012,0.81745
124,0.1824,0.00035,0.0011,0.81615
125,0.1855,2e-04,0.00115,0.81315
126,0.18715,0.00045,0.001,0.8114
127,0.19005,0.00045,0.00095,0.80855
128,0.1917,5e-04,9e-04,0.8069
129,0.1945,0.00055,7e-04,0.80425
130,0.19605,6e-04,7e-04,0.80265
131,0.1981,6e-04,7e-04,0.8006
132,0.20085,5e-04,8e-04,0.79785
133,0.2041,0.00045,8e-04,0.79465
134,0.2063,0.00035,9e-04,0.79245
135,0.20885,0.00025,9e-04,0.79
136,0.21085,0.00035,0.00075,0.78805
137,0.21305,0.00025,8e-04,0.7859
138,0.2155,3e-04,0.00075,0.78345
139,0.2178,0.00025,0.00075,0.7812
140,0.2202,0.00035,0.00065,0.7788
141,0.22245,5e-04,6e-04,0.77645
142,0.22435,5e-04,0.00055,0.7746
143,0.2269,0.00045,5e-04,0.77215
144,0.2294,0.00035,0.00055,0.7697
145,0.23145,0.00035,6e-04,0.7676
146,0.2331,0.00035,0.00055,0.766
147,0.2359,0.00045,0.00055,0.7631
148,0.23785,4e-04,0.00055,0.7612
149,0.2405,4e-04,5e-04,0.7586
150,0.242,0.00045,0.00055,0.757
151,0.2445,4e-04,4e-04,0.7547
152,0.24645,0.00045,5e-04,0.7526
153,0.24905,0.00035,0.00055,0.75005
154,0.251,0.00035,6e-04,0.74805
155,0.253,0.00025,0.00065,0.7461
156,0.25545,0.00025,0.00065,0.74365
157,0.2577,0.00025,0.00075,0.7413
158,0.25995,5e-04,6e-04,0.73895
159,0.26145,5e-04,0.00055,0.7375
160,0.26375,0.00055,5e-04,0.7352
161,0.26625,4e-04,0.00055,0.7328
162,0.2684,4e-04,0.00065,0.73055
163,0.2705,4e-04,0.00065,0.72845
164,0.27285,0.00045,0.00055,0.72615
165,0.27465,4e-04,0.00055,0.7244
166,0.27655,0.00045,0.00055,0.72245
167,0.27855,0.00035,0.00055,0.72055
168,0.28035,3e-04,0.00055,0.7188
169,0.2822,0.00035,5e-04,0.71695
170,0.2846,4e-04,0.00045,0.71455
171,0.28645,3e-04,4e-04,0.71285
172,0.289,3e-04,5e-04,0.7102
173,0.2911,3e-04,0.00055,0.70805
174,0.29335,0.00035,0.00035,0.70595
175,0.29475,2e-04,4e-04,0.70465
176,0.2964,0.00025,4e-04,0.70295
177,0.29785,0.00025,0.00045,0.70145
178,0.29935,4e-04,0.00045,0.6998
