"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.998,0.002,0,0
5,0.998,0.0017,3e-04,0
6,0.99685,0.0026,0.00055,0
7,0.99685,0.00185,0.0012,1e-04
8,0.9951,0.003,0.0017,2e-04
9,0.9951,0.00245,0.0021,0.00035
10,0.99255,0.00425,0.0027,5e-04
11,0.99255,0.00355,0.00315,0.00075
12,0.9896,0.00545,0.00365,0.0013
13,0.9896,0.00435,0.00415,0.0019
14,0.98465,0.00805,0.005,0.0023
15,0.98465,0.0067,0.0057,0.00295
16,0.97885,0.01055,0.007,0.0036
17,0.97885,0.0084,0.00845,0.0043
18,0.97135,0.01305,0.0103,0.0053
19,0.97135,0.0104,0.01175,0.0065
20,0.9609,0.01775,0.0136,0.00775
21,0.9609,0.0146,0.015,0.0095
22,0.9455,0.0264,0.01665,0.01145
23,0.9455,0.0215,0.01945,0.01355
24,0.92695,0.0342,0.0226,0.01625
25,0.927,0.02735,0.02685,0.0188
26,0.9018,0.0458,0.03045,0.02195
27,0.9019,0.03535,0.03675,0.026
28,0.86865,0.05935,0.04175,0.03025
29,0.8687,0.04755,0.0486,0.03515
30,0.82645,0.07735,0.05465,0.04155
31,0.8265,0.0622,0.06425,0.04705
32,0.7734,0.0984,0.0727,0.0555
33,0.77355,0.0763,0.08665,0.0635
34,0.71075,0.1199,0.09445,0.0749
35,0.71105,0.094,0.1098,0.08515
36,0.631,0.14755,0.1236,0.09785
37,0.63135,0.11685,0.1388,0.113
38,0.5473,0.1686,0.15385,0.13025
39,0.5478,0.13175,0.1731,0.14735
40,0.4605,0.184,0.18815,0.16735
41,0.46085,0.14525,0.2057,0.1882
42,0.3695,0.1969,0.2215,0.2121
43,0.3699,0.1518,0.23935,0.23895
44,0.2889,0.1916,0.25205,0.26745
45,0.2894,0.1478,0.26275,0.30005
46,0.2205,0.1756,0.27295,0.33095
47,0.2209,0.1347,0.2824,0.362
48,0.16195,0.1564,0.2845,0.39715
49,0.16265,0.11875,0.2881,0.4305
50,0.1155,0.13405,0.287,0.46345
51,0.1157,0.1046,0.27875,0.50095
52,0.0867,0.1046,0.27245,0.53625
53,0.08775,0.0798,0.2623,0.57015
54,0.06615,0.0798,0.2492,0.60485
55,0.0672,0.06185,0.23635,0.6346
56,0.05325,0.0612,0.2223,0.66325
57,0.05465,0.0464,0.20985,0.6891
58,0.0452,0.04465,0.19635,0.7138
59,0.04715,0.0348,0.18285,0.7352
60,0.04135,0.03135,0.1686,0.7587
61,0.04285,0.02555,0.1539,0.7777
62,0.03965,0.0241,0.14015,0.7961
63,0.0417,0.01885,0.1283,0.81115
64,0.03925,0.0185,0.11695,0.8253
65,0.04145,0.0148,0.10585,0.8379
66,0.0399,0.0142,0.0969,0.849
67,0.0421,0.0118,0.0864,0.8597
68,0.04205,0.011,0.07845,0.8685
69,0.04475,0.00955,0.0703,0.8754
70,0.04445,0.00995,0.0629,0.8827
71,0.04695,0.0085,0.05765,0.8869
72,0.04665,0.0081,0.0528,0.89245
73,0.05045,0.0066,0.04865,0.8943
74,0.05085,0.00705,0.0428,0.8993
75,0.0543,0.0064,0.03825,0.90105
76,0.0549,0.0063,0.03455,0.90425
77,0.05835,0.00525,0.03175,0.90465
78,0.05955,0.00535,0.02895,0.90615
79,0.06315,0.00465,0.0265,0.9057
80,0.06465,0.0046,0.02425,0.9065
81,0.0677,0.00425,0.02185,0.9062
82,0.0689,0.0039,0.0205,0.9067
83,0.07255,0.00335,0.0189,0.9052
84,0.07495,0.00335,0.01665,0.90505
85,0.0792,0.00345,0.01465,0.9027
86,0.08005,0.00365,0.0137,0.9026
87,0.08375,0.00265,0.0133,0.9003
88,0.08545,0.00255,0.0124,0.8996
89,0.08865,0.00195,0.0116,0.8978
90,0.0899,0.00255,0.0104,0.89715
91,0.09395,0.0025,0.0092,0.89435
92,0.09595,0.00285,0.00795,0.89325
93,0.0994,0.00225,0.0079,0.89045
94,0.1012,0.00215,0.0072,0.88945
95,0.1041,0.0019,0.0067,0.8873
96,0.1055,0.00185,0.0065,0.88615
97,0.1085,0.0017,0.0058,0.884
98,0.10995,0.0019,0.0057,0.88245
99,0.1125,0.00165,0.00525,0.8806
100,0.1143,0.00155,0.0049,0.87925
101,0.1175,0.0014,0.00435,0.87675
102,0.1193,0.0015,0.00415,0.87505
103,0.12315,0.00125,0.00395,0.87165
104,0.12515,0.0011,0.00385,0.8699
105,0.1283,0.00125,0.00335,0.8671
106,0.131,0.0012,0.00335,0.86445
107,0.13455,0.0011,0.00305,0.8613
108,0.13695,0.00125,0.003,0.8588
109,0.1386,0.00125,0.0028,0.85735
110,0.14025,0.00115,0.00275,0.85585
111,0.1433,0.00085,0.00255,0.8533
112,0.14475,6e-04,0.0026,0.85205
113,0.1473,0.00045,0.0027,0.84955
114,0.1496,6e-04,0.00235,0.84745
115,0.1529,7e-04,0.0021,0.8443
116,0.15465,0.00095,0.0021,0.8423
117,0.15775,9e-04,0.0022,0.83915
118,0.1599,0.00065,0.00215,0.8373
119,0.1629,0.00045,0.00205,0.8346
120,0.16475,8e-04,0.0018,0.83265
121,0.16765,0.00075,0.00155,0.83005
122,0.1698,0.00055,0.0017,0.82795
123,0.17265,0.00045,0.00145,0.82545
124,0.17455,5e-04,0.0014,0.82355
125,0.1773,4e-04,0.00135,0.82095
126,0.1791,0.00055,0.00125,0.8191
127,0.1819,0.00065,0.00105,0.8164
128,0.1835,7e-04,0.0011,0.8147
129,0.18595,7e-04,0.0012,0.81215
130,0.1884,7e-04,0.00105,0.80985
131,0.1912,6e-04,0.00115,0.80705
132,0.1933,6e-04,0.00105,0.80505
133,0.1958,6e-04,0.00115,0.80245
134,0.19805,0.00075,0.00115,0.80005
135,0.2013,0.00065,0.00115,0.7969
136,0.203,0.00065,0.0011,0.79525
137,0.20545,7e-04,0.0011,0.79275
138,0.20805,8e-04,0.00105,0.7901
139,0.21045,0.00075,0.00115,0.78765
140,0.212,8e-04,0.00125,0.78595
141,0.2142,8e-04,0.00115,0.78385
142,0.2161,0.00085,0.00125,0.7818
143,0.2179,0.00065,0.00125,0.7802
144,0.21965,7e-04,0.00135,0.7783
145,0.22215,0.00055,0.00145,0.77585
146,0.22455,0.00055,0.00145,0.77345
147,0.2272,3e-04,0.0014,0.7711
148,0.22945,3e-04,0.0013,0.76895
149,0.2315,2e-04,0.0013,0.767
150,0.2345,3e-04,0.00125,0.76395
151,0.23715,4e-04,0.001,0.76145
152,0.23905,5e-04,0.00105,0.7594
153,0.24115,0.00045,0.00115,0.75725
154,0.24315,5e-04,0.0011,0.75525
155,0.24535,0.00045,0.0012,0.753
156,0.2471,0.00075,0.00095,0.7512
157,0.2498,6e-04,0.00085,0.74875
158,0.2522,4e-04,0.001,0.7464
159,0.25415,0.00055,0.001,0.7443
160,0.25565,0.00045,0.0011,0.7428
161,0.25755,0.00055,0.001,0.7409
162,0.2593,0.00075,9e-04,0.73905
163,0.2615,0.00065,0.00085,0.737
164,0.263,0.00065,0.00095,0.7354
165,0.26495,5e-04,0.00095,0.7336
166,0.26665,0.00045,0.001,0.7319
167,0.2684,4e-04,0.0011,0.7301
168,0.2709,0.00045,0.0011,0.72755
169,0.2727,5e-04,0.00095,0.72585
170,0.27515,0.00055,0.00095,0.72335
171,0.27775,5e-04,9e-04,0.72085
172,0.27975,0.00045,0.00105,0.71875
173,0.2817,0.00055,0.001,0.71675
174,0.28285,0.00055,0.00105,0.71555
175,0.2853,5e-04,0.00075,0.71345
176,0.2871,0.00055,8e-04,0.71155
177,0.2892,0.00065,7e-04,0.70945
