"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.9979,0.0021,0,0
5,0.9979,0.0017,4e-04,0
6,0.99685,0.00235,8e-04,0
7,0.99685,0.00135,0.00175,5e-05
8,0.9949,0.0029,0.0019,3e-04
9,0.9949,0.0023,0.00205,0.00075
10,0.9919,0.00435,0.00285,9e-04
11,0.9919,0.00355,0.0032,0.00135
12,0.9886,0.0058,0.0038,0.0018
13,0.98865,0.0045,0.00465,0.0022
14,0.9844,0.0074,0.00535,0.00285
15,0.9844,0.00615,0.0061,0.00335
16,0.97825,0.0107,0.00705,0.004
17,0.97825,0.0088,0.00835,0.0046
18,0.9699,0.01505,0.0098,0.00525
19,0.9699,0.01085,0.01275,0.0065
20,0.95775,0.0202,0.01435,0.0077
21,0.95775,0.016,0.01655,0.0097
22,0.9416,0.0276,0.0191,0.0117
23,0.9416,0.0217,0.0229,0.0138
24,0.92035,0.0359,0.0269,0.01685
25,0.9204,0.0284,0.0314,0.0198
26,0.8917,0.04995,0.0354,0.02295
27,0.89175,0.0389,0.04225,0.0271
28,0.8537,0.06655,0.04795,0.0318
29,0.85375,0.05235,0.0563,0.0376
30,0.80535,0.08475,0.06595,0.04395
31,0.80555,0.06705,0.0766,0.0508
32,0.74355,0.10995,0.0878,0.0587
33,0.7438,0.087,0.09945,0.06975
34,0.6729,0.1343,0.1121,0.0807
35,0.6734,0.10375,0.129,0.09385
36,0.5904,0.15925,0.14175,0.1086
37,0.5904,0.12565,0.1588,0.12515
38,0.5001,0.18275,0.17425,0.1429
39,0.5002,0.1431,0.1933,0.1634
40,0.4059,0.1993,0.20845,0.18635
41,0.4062,0.155,0.22835,0.21045
42,0.32445,0.1922,0.24655,0.2368
43,0.3245,0.1479,0.26315,0.26445
44,0.2476,0.1837,0.27285,0.29585
45,0.24745,0.1412,0.28265,0.3287
46,0.18145,0.16815,0.2887,0.3617
47,0.18145,0.1313,0.29005,0.3972
48,0.1332,0.14335,0.29005,0.4334
49,0.134,0.10895,0.28915,0.4679
50,0.0996,0.11345,0.28215,0.5048
51,0.10015,0.08645,0.27535,0.53805
52,0.07555,0.08965,0.26125,0.57355
53,0.0769,0.06785,0.2503,0.60495
54,0.0593,0.06745,0.2359,0.63735
55,0.06025,0.0501,0.22395,0.6657
56,0.0494,0.04905,0.20895,0.6926
57,0.05145,0.03825,0.1942,0.7161
58,0.04445,0.0364,0.1783,0.74085
59,0.0453,0.02895,0.1632,0.76255
60,0.04085,0.02735,0.15245,0.77935
61,0.04295,0.0212,0.1396,0.79625
62,0.0397,0.02095,0.12565,0.8137
63,0.04205,0.0166,0.11335,0.828
64,0.03965,0.016,0.1038,0.84055
65,0.0424,0.0127,0.0945,0.8504
66,0.04115,0.0126,0.08535,0.8609
67,0.04305,0.01075,0.0771,0.8691
68,0.04295,0.01075,0.06975,0.87655
69,0.04595,0.00855,0.06325,0.88225
70,0.04665,0.00795,0.0577,0.8877
71,0.0497,0.00635,0.0531,0.89085
72,0.05005,0.0073,0.0471,0.89555
73,0.0531,0.00695,0.04175,0.8982
74,0.05355,0.00665,0.03815,0.90165
75,0.0574,0.00575,0.03515,0.9017
76,0.05845,0.00555,0.0317,0.9043
77,0.06205,0.0041,0.03,0.90385
78,0.0632,0.0043,0.0267,0.9058
79,0.0671,0.0037,0.0239,0.9053
80,0.06835,0.00415,0.02195,0.90555
81,0.07225,0.0035,0.02005,0.9042
82,0.07345,0.00345,0.0186,0.9045
83,0.077,0.00315,0.01645,0.9034
84,0.0783,0.0037,0.01545,0.90255
85,0.08255,0.00315,0.0139,0.9004
86,0.0843,0.00325,0.01275,0.8997
87,0.08795,0.00285,0.0117,0.8975
88,0.08995,0.00275,0.0109,0.8964
89,0.09255,0.0028,0.0101,0.89455
90,0.09465,0.00285,0.00945,0.89305
91,0.0974,0.0023,0.00935,0.89095
92,0.09895,0.0024,0.0086,0.89005
93,0.1026,0.0026,0.00805,0.88675
94,0.10435,0.0023,0.00785,0.8855
95,0.10725,0.00215,0.00725,0.88335
96,0.1095,0.0021,0.0071,0.8813
97,0.1125,0.00215,0.0064,0.87895
98,0.1143,0.00225,0.00625,0.8772
99,0.1178,0.00185,0.0058,0.87455
100,0.11935,0.00195,0.00555,0.87315
101,0.12235,0.00195,0.0053,0.8704
102,0.12455,0.0018,0.0052,0.86845
103,0.1271,0.0017,0.00505,0.86615
104,0.12885,0.0017,0.00485,0.8646
105,0.13225,0.00165,0.00435,0.86175
106,0.1337,0.00185,0.00415,0.8603
107,0.1375,0.00175,0.00395,0.8568
108,0.1393,0.00175,0.0037,0.85525
109,0.1428,0.0017,0.0036,0.8519
110,0.14545,0.00135,0.00355,0.84965
111,0.1483,0.00105,0.00355,0.8471
112,0.15,0.00085,0.0036,0.84555
113,0.1531,7e-04,0.0034,0.8428
114,0.155,9e-04,0.00305,0.84105
115,0.15795,0.00105,0.00305,0.83795
116,0.16,0.00125,0.00275,0.836
117,0.16225,0.00135,0.00245,0.83395
118,0.16445,0.0011,0.0026,0.83185
119,0.16715,0.0012,0.0024,0.82925
120,0.1689,0.00135,0.00235,0.8274
121,0.17215,0.00105,0.0023,0.8245
122,0.1742,0.00115,0.0023,0.82235
123,0.1772,0.001,0.0022,0.8196
124,0.17945,0.001,0.00215,0.8174
125,0.18235,0.00085,0.00195,0.81485
126,0.1846,0.00095,0.002,0.81245
127,0.1877,0.00085,0.0021,0.80935
128,0.1895,8e-04,0.00215,0.80755
129,0.19215,0.00075,0.00205,0.80505
130,0.19385,0.00085,0.00215,0.80315
131,0.19565,9e-04,0.00215,0.8013
132,0.19775,0.00095,0.0021,0.7992
133,0.1999,0.00085,0.00195,0.7973
134,0.2015,0.00105,0.00185,0.7956
135,0.2038,0.0011,0.00165,0.79345
136,0.2055,0.00095,0.00185,0.7917
137,0.2081,8e-04,0.00175,0.78935
138,0.2097,0.00095,0.00145,0.7879
139,0.21275,8e-04,0.00175,0.7847
140,0.2148,6e-04,0.0018,0.7828
141,0.2168,0.00085,0.00185,0.7805
142,0.21895,0.00095,0.00185,0.77825
143,0.22125,0.00095,0.0019,0.7759
144,0.22305,0.00095,0.0018,0.7742
145,0.22535,0.00085,0.0018,0.772
146,0.22695,0.00085,0.00215,0.77005
147,0.22905,9e-04,0.0019,0.76815
148,0.23055,9e-04,0.002,0.76655
149,0.23335,9e-04,0.0017,0.76405
150,0.2353,7e-04,0.0018,0.7622
151,0.2379,3e-04,0.00195,0.75985
152,0.23985,5e-04,0.0018,0.75785
153,0.2418,0.00055,0.0017,0.75595
154,0.2437,7e-04,0.00155,0.75405
155,0.2461,7e-04,0.00135,0.75185
156,0.248,0.00095,0.00145,0.7496
157,0.2512,8e-04,0.0015,0.7465
158,0.2536,7e-04,0.00185,0.74385
159,0.2563,8e-04,0.0018,0.7411
160,0.25825,0.00085,0.00185,0.73905
161,0.2605,0.00105,0.0019,0.73655
162,0.26185,0.00075,0.00225,0.73515
163,0.26395,0.00095,0.0021,0.733
164,0.2653,0.00085,0.0023,0.73155
165,0.2671,0.00095,0.00195,0.73
166,0.26845,0.001,0.00195,0.7286
167,0.2714,0.00085,0.0019,0.72585
168,0.27295,0.001,0.00195,0.7241
169,0.27555,0.001,0.00185,0.7216
170,0.2774,0.00105,0.00185,0.7197
171,0.27955,0.001,0.0019,0.71755
172,0.2811,0.0012,0.0018,0.7159
173,0.28325,0.00095,0.002,0.7138
174,0.28505,0.00105,0.00215,0.71175
175,0.28645,0.00115,0.0022,0.7102
176,0.2884,0.0015,0.0019,0.7082
177,0.29045,0.00105,0.0024,0.7061
