"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.9981,0.0019,0,0
5,0.9981,0.00155,0.00035,0
6,0.997,0.00215,0.00085,0
7,0.997,0.00155,0.0014,5e-05
8,0.99505,0.00315,0.0016,2e-04
9,0.99505,0.00245,0.0021,4e-04
10,0.99255,0.00395,0.00275,0.00075
11,0.99255,0.0029,0.0035,0.00105
12,0.9892,0.0051,0.0042,0.0015
13,0.9892,0.00385,0.0048,0.00215
14,0.9846,0.0072,0.0054,0.0028
15,0.9846,0.00545,0.00665,0.0033
16,0.97725,0.01105,0.00775,0.00395
17,0.97725,0.0086,0.0092,0.00495
18,0.96725,0.0157,0.0108,0.00625
19,0.9673,0.01265,0.01245,0.0076
20,0.95485,0.0217,0.01445,0.009
21,0.95495,0.01775,0.0169,0.0104
22,0.93915,0.02825,0.02055,0.01205
23,0.93925,0.02275,0.0235,0.0145
24,0.91675,0.03845,0.0276,0.0172
25,0.91675,0.0299,0.03325,0.0201
26,0.88955,0.04935,0.037,0.0241
27,0.8896,0.0397,0.0413,0.0294
28,0.8531,0.0664,0.0459,0.0346
29,0.8532,0.05195,0.05425,0.0406
30,0.80635,0.08485,0.06265,0.04615
31,0.80635,0.06705,0.0735,0.0531
32,0.74865,0.106,0.08345,0.0619
33,0.7487,0.08445,0.09545,0.0714
34,0.6791,0.12965,0.1075,0.08375
35,0.6793,0.10285,0.1217,0.09615
36,0.59805,0.1558,0.13555,0.1106
37,0.5983,0.11995,0.15495,0.1268
38,0.5097,0.17465,0.1713,0.14435
39,0.51,0.1358,0.1898,0.1644
40,0.4169,0.1898,0.2064,0.1869
41,0.4176,0.15,0.2226,0.2098
42,0.3345,0.19165,0.23745,0.2364
43,0.33485,0.14805,0.25095,0.26615
44,0.2565,0.18465,0.2626,0.29625
45,0.25665,0.14495,0.26985,0.32855
46,0.19085,0.17135,0.2785,0.3593
47,0.19155,0.1331,0.2833,0.39205
48,0.1443,0.1468,0.2805,0.4284
49,0.14485,0.1123,0.2787,0.46415
50,0.1088,0.11905,0.27195,0.5002
51,0.1089,0.092,0.265,0.5341
52,0.0819,0.0936,0.25835,0.56615
53,0.083,0.0693,0.2504,0.5973
54,0.0652,0.06885,0.23865,0.6273
55,0.06585,0.0525,0.22485,0.6568
56,0.05345,0.0511,0.2131,0.68235
57,0.05605,0.03855,0.1999,0.7055
58,0.0478,0.0376,0.185,0.7296
59,0.04905,0.02875,0.17035,0.75185
60,0.0423,0.0297,0.1567,0.7713
61,0.04485,0.02265,0.14355,0.78895
62,0.04115,0.022,0.13055,0.8063
63,0.0434,0.01825,0.117,0.82135
64,0.04145,0.0176,0.1078,0.83315
65,0.0448,0.01435,0.09855,0.8423
66,0.0432,0.0143,0.0883,0.8542
67,0.0462,0.01145,0.07985,0.8625
68,0.0443,0.01195,0.0721,0.87165
69,0.04775,0.0091,0.0661,0.87705
70,0.04855,0.0085,0.06,0.88295
71,0.05215,0.00655,0.05455,0.88675
72,0.05295,0.0067,0.0494,0.89095
73,0.05595,0.0061,0.04315,0.8948
74,0.05685,0.00695,0.03785,0.89835
75,0.0594,0.0059,0.03495,0.89975
76,0.05995,0.00615,0.0323,0.9016
77,0.0639,0.0051,0.02955,0.90145
78,0.0655,0.0049,0.02665,0.90295
79,0.06885,0.00395,0.0248,0.9024
80,0.0703,0.0044,0.0228,0.9025
81,0.0739,0.00385,0.02095,0.9013
82,0.07565,0.00385,0.01925,0.90125
83,0.07825,0.00385,0.01745,0.90045
84,0.08055,0.00325,0.0155,0.9007
85,0.08335,0.00245,0.01435,0.89985
86,0.08475,0.00235,0.01325,0.89965
87,0.0883,0.00215,0.0118,0.89775
88,0.08975,0.0024,0.0107,0.89715
89,0.09375,0.0018,0.00985,0.8946
90,0.09565,0.00235,0.00855,0.89345
91,0.099,0.00215,0.00765,0.8912
92,0.10145,0.0024,0.0067,0.88945
93,0.10535,0.0017,0.0064,0.88655
94,0.1082,0.0016,0.00635,0.88385
95,0.112,0.00155,0.00565,0.8808
96,0.1136,0.0014,0.0057,0.8793
97,0.11705,0.00165,0.00495,0.87635
98,0.11885,0.0019,0.0045,0.87475
99,0.1224,0.00155,0.0044,0.87165
100,0.12465,0.0016,0.0041,0.86965
101,0.12815,0.0014,0.00415,0.8663
102,0.13035,0.00145,0.0035,0.8647
103,0.13345,0.00125,0.00315,0.86215
104,0.1351,0.0013,0.0029,0.8607
105,0.1387,0.001,0.00305,0.85725
106,0.14065,0.001,0.00285,0.8555
107,0.1437,7e-04,0.00295,0.85265
108,0.14605,0.00055,0.0026,0.8508
109,0.14835,0.00085,0.0023,0.8485
110,0.1504,0.00085,0.0022,0.84655
111,0.1538,6e-04,0.00205,0.84355
112,0.15685,6e-04,0.00205,0.8405
113,0.1601,0.00055,0.00195,0.8374
114,0.16165,8e-04,0.00165,0.8359
115,0.1644,0.00085,0.00135,0.8334
116,0.16675,9e-04,0.00115,0.8312
117,0.16965,7e-04,0.0012,0.82845
118,0.17175,5e-04,0.0011,0.82665
119,0.17435,4e-04,0.0012,0.82405
120,0.17645,5e-04,0.00105,0.822
121,0.18005,5e-04,8e-04,0.81865
122,0.18185,4e-04,0.00095,0.8168
123,0.18405,4e-04,0.00085,0.8147
124,0.18625,3e-04,9e-04,0.81255
125,0.18845,0.00035,9e-04,0.8103
126,0.1909,4e-04,0.00085,0.80785
127,0.19325,3e-04,0.00085,0.8056
128,0.19495,0.00015,0.00075,0.80415
129,0.1983,0.00015,0.00055,0.801
130,0.2001,5e-05,6e-04,0.79925
131,0.20255,5e-05,0.00055,0.79685
132,0.2049,0.00025,5e-04,0.79435
133,0.2082,0.00015,0.00055,0.7911
134,0.2102,3e-04,5e-04,0.789
135,0.2127,0.00035,4e-04,0.78655
136,0.21465,3e-04,5e-04,0.78455
137,0.21695,0.00025,6e-04,0.7822
138,0.2184,0.00015,6e-04,0.78085
139,0.22115,2e-04,4e-04,0.77825
140,0.2235,0.00025,0.00035,0.7759
141,0.2261,3e-04,0.00035,0.77325
142,0.22815,0.00015,0.00045,0.77125
143,0.231,0.00025,4e-04,0.76835
144,0.2326,4e-04,4e-04,0.7666
145,0.235,0.00035,0.00045,0.7642
146,0.2368,3e-04,0.00055,0.76235
147,0.23895,3e-04,0.00045,0.7603
148,0.24185,3e-04,5e-04,0.75735
149,0.2446,0.00035,0.00055,0.7545
150,0.24685,3e-04,0.00055,0.7523
151,0.24865,0.00025,7e-04,0.7504
152,0.2506,0.00035,7e-04,0.74835
153,0.25235,0.00025,8e-04,0.7466
154,0.25415,0.00025,8e-04,0.7448
155,0.2558,0.00035,0.00075,0.7431
156,0.2571,0.00045,0.00065,0.7418
157,0.25895,0.00035,6e-04,0.7401
158,0.2607,0.00025,0.00065,0.7384
159,0.2626,0.00015,6e-04,0.73665
160,0.2647,5e-05,0.00065,0.7346
161,0.2666,5e-05,0.00065,0.7327
162,0.26885,2e-04,0.00055,0.7304
163,0.2705,0.00025,4e-04,0.72885
164,0.2718,2e-04,0.00035,0.72765
165,0.27395,1e-04,0.00045,0.7255
166,0.2751,2e-04,3e-04,0.7244
167,0.27725,3e-04,3e-04,0.72215
168,0.27885,0.00045,3e-04,0.7204
169,0.28075,4e-04,0.00035,0.7185
170,0.28275,2e-04,5e-04,0.71655
171,0.28485,1e-04,6e-04,0.71445
172,0.2874,1e-04,0.00065,0.71185
173,0.2893,3e-04,6e-04,0.7098
174,0.29145,0.00025,6e-04,0.7077
175,0.2939,0.00015,6e-04,0.70535
176,0.29585,0.00015,0.00055,0.70345
