"t","S","E","I","R"
179,0.29385,9e-04,0.00175,0.7035
180,0.2954,0.00075,0.00175,0.7021
181,0.2972,7e-04,0.00185,0.70025
182,0.2985,0.00125,0.00185,0.6984
183,0.3004,0.0014,0.00185,0.69635
184,0.30185,0.0013,0.00195,0.6949
185,0.30385,0.0015,0.00205,0.6926
186,0.3056,0.0014,0.00225,0.69075
187,0.3077,0.0013,0.0024,0.6886
188,0.3088,0.00185,0.00245,0.6869
189,0.3109,0.0016,0.0026,0.6849
190,0.3118,0.0019,0.00245,0.68385
191,0.3137,0.0019,0.00225,0.68215
192,0.3154,0.0019,0.00225,0.68045
193,0.31685,0.00195,0.0024,0.6788
194,0.3179,0.00205,0.0027,0.67735
195,0.3197,0.00165,0.00315,0.6755
196,0.32035,0.00195,0.00335,0.67435
197,0.32155,0.00195,0.00325,0.67325
198,0.3225,0.0019,0.0032,0.6724
199,0.32375,0.00225,0.00305,0.67095
200,0.32535,0.00245,0.00315,0.66905
201,0.3273,0.0019,0.0035,0.6673
202,0.3281,0.0022,0.0033,0.6664
203,0.32955,0.0025,0.00265,0.6653
204,0.3302,0.00295,0.00275,0.6641
205,0.3318,0.0027,0.00305,0.66245
206,0.333,0.0026,0.00335,0.66105
207,0.33405,0.0027,0.00355,0.6597
208,0.33495,0.00275,0.0038,0.6585
209,0.33645,0.00265,0.0039,0.657
210,0.3376,0.0029,0.00405,0.65545
211,0.3394,0.0031,0.0044,0.6531
212,0.34075,0.00295,0.00465,0.65165
213,0.34215,0.0027,0.00505,0.6501
214,0.34325,0.0033,0.005,0.64845
215,0.3442,0.00355,0.00495,0.6473
216,0.3444,0.0036,0.005,0.647
217,0.3454,0.0034,0.0057,0.6455
218,0.34535,0.0041,0.00555,0.645
219,0.34605,0.0045,0.00585,0.6436
220,0.34655,0.0044,0.00615,0.6429
221,0.34745,0.00395,0.0069,0.6417
222,0.3481,0.0045,0.00655,0.64085
223,0.34945,0.00445,0.0065,0.6396
224,0.35005,0.00465,0.00645,0.63885
225,0.3509,0.0041,0.007,0.638
226,0.35095,0.0051,0.00705,0.6369
227,0.35215,0.00465,0.0076,0.6356
228,0.3526,0.0052,0.00775,0.63445
229,0.3532,0.0048,0.0086,0.6334
230,0.3526,0.0059,0.00875,0.63275
231,0.35305,0.00585,0.009,0.6321
232,0.35345,0.00595,0.00945,0.63115
233,0.35405,0.00615,0.00985,0.62995
234,0.35325,0.00665,0.01035,0.62975
235,0.3533,0.0072,0.0102,0.6293
236,0.35285,0.0076,0.0108,0.62875
237,0.35355,0.00775,0.011,0.6277
238,0.3529,0.0083,0.0111,0.6277
239,0.35315,0.0076,0.0125,0.62675
240,0.3518,0.00835,0.0133,0.62655
241,0.35235,0.0077,0.01345,0.6265
242,0.35145,0.00855,0.0138,0.6262
243,0.35145,0.00815,0.01375,0.62665
244,0.35105,0.00895,0.01355,0.62645
245,0.35125,0.00855,0.0141,0.6261
246,0.3504,0.0091,0.0146,0.6259
247,0.3504,0.00905,0.0146,0.62595
248,0.3494,0.0106,0.0146,0.6254
249,0.34995,0.00975,0.0156,0.6247
250,0.34935,0.0097,0.01575,0.6252
251,0.3491,0.0095,0.0163,0.6251
252,0.3474,0.011,0.01685,0.62475
253,0.3472,0.01075,0.01715,0.6249
254,0.3451,0.0129,0.01755,0.62445
255,0.34495,0.01235,0.0181,0.6246
256,0.3421,0.01315,0.0201,0.62465
257,0.34145,0.0135,0.02015,0.6249
258,0.33965,0.01365,0.0212,0.6255
259,0.33905,0.01315,0.0223,0.6255
260,0.33615,0.01435,0.0229,0.6266
261,0.33465,0.01475,0.02365,0.62695
262,0.3318,0.01595,0.0242,0.62805
263,0.3293,0.0163,0.02565,0.62875
264,0.3262,0.01745,0.0262,0.63015
265,0.32555,0.0175,0.0264,0.63055
266,0.32145,0.0187,0.02735,0.6325
267,0.32015,0.01765,0.0286,0.6336
268,0.31615,0.01965,0.0284,0.6358
269,0.3134,0.0192,0.03055,0.63685
270,0.3092,0.0199,0.0328,0.6381
271,0.3076,0.0203,0.03375,0.63835
272,0.3036,0.02115,0.03325,0.642
273,0.301,0.02015,0.036,0.64285
274,0.29635,0.0214,0.0366,0.64565
275,0.29395,0.02135,0.0381,0.6466
276,0.2884,0.02345,0.03765,0.6505
277,0.2872,0.0228,0.03835,0.65165
278,0.28305,0.02335,0.0378,0.6558
279,0.28105,0.0221,0.0394,0.65745
280,0.2769,0.02155,0.04165,0.6599
281,0.27445,0.02235,0.04195,0.66125
282,0.26775,0.02475,0.04235,0.66515
283,0.2661,0.0243,0.0432,0.6664
284,0.26165,0.0239,0.04385,0.6706
285,0.26045,0.02225,0.0458,0.6715
286,0.25565,0.0237,0.04475,0.6759
287,0.2541,0.02255,0.0448,0.67855
288,0.2476,0.02485,0.04535,0.6822
289,0.24555,0.0251,0.04455,0.6848
290,0.24065,0.0251,0.04555,0.6887
291,0.23865,0.02505,0.0447,0.6916
292,0.2344,0.0249,0.04595,0.69475
293,0.23535,0.022,0.04725,0.6954
294,0.23105,0.0235,0.04585,0.6996
295,0.22975,0.02275,0.0456,0.7019
296,0.2244,0.023,0.0477,0.7049
297,0.2238,0.0217,0.04745,0.70705
298,0.21875,0.02265,0.04705,0.71155
299,0.2185,0.0215,0.0454,0.7146
300,0.21285,0.02285,0.04435,0.71995
301,0.2135,0.0207,0.0443,0.7215
302,0.20935,0.0211,0.0441,0.72545
303,0.2101,0.02045,0.0425,0.72695
304,0.20555,0.0212,0.0419,0.73135
305,0.2052,0.02005,0.04165,0.7331
306,0.2016,0.0209,0.03975,0.73775
307,0.20205,0.0188,0.03975,0.7394
308,0.1993,0.0189,0.03875,0.74305
309,0.2004,0.01735,0.0388,0.74345
310,0.19685,0.01745,0.0386,0.7471
311,0.1988,0.01715,0.0377,0.74635
312,0.19615,0.0172,0.03765,0.749
313,0.19705,0.01625,0.03715,0.74955
314,0.19445,0.01645,0.0371,0.752
315,0.19595,0.01585,0.0364,0.7518
316,0.1919,0.01705,0.03635,0.7547
317,0.194,0.01655,0.0357,0.75375
318,0.1912,0.0166,0.03635,0.75585
319,0.1943,0.0154,0.0357,0.7546
320,0.19135,0.0166,0.03535,0.7567
321,0.19315,0.01575,0.0349,0.7562
322,0.19065,0.0158,0.0344,0.75915
323,0.1933,0.0137,0.0343,0.7587
324,0.1907,0.0139,0.0342,0.7612
325,0.19375,0.01325,0.03305,0.75995
326,0.1919,0.01355,0.0319,0.76265
327,0.19405,0.0132,0.0308,0.76195
328,0.19235,0.0134,0.03045,0.7638
329,0.19705,0.01125,0.03055,0.76115
330,0.1943,0.0134,0.02865,0.76365
331,0.19835,0.01125,0.02845,0.76195
332,0.19595,0.0123,0.028,0.76375
333,0.19995,0.0118,0.02705,0.7612
334,0.19775,0.01315,0.02615,0.76295
335,0.2018,0.0121,0.0257,0.7604
336,0.1997,0.01285,0.0252,0.76225
337,0.2037,0.01185,0.0246,0.75985
338,0.2023,0.01235,0.02485,0.7605
339,0.2054,0.01085,0.0257,0.75805
340,0.2049,0.0108,0.02515,0.75915
341,0.2089,0.0098,0.02435,0.75695
342,0.2078,0.00995,0.0234,0.75885
343,0.21185,0.00885,0.02295,0.75635
344,0.20945,0.01075,0.02155,0.75825
345,0.21295,0.0103,0.02095,0.7558
346,0.2123,0.0111,0.02065,0.75595
347,0.21645,0.00995,0.02095,0.75265
348,0.21475,0.01045,0.0214,0.7534
349,0.2198,0.00905,0.0207,0.75045
350,0.21805,0.01055,0.0204,0.751
351,0.22265,0.00925,0.0199,0.7482
352,0.2209,0.0105,0.0194,0.7492
353,0.2247,0.01,0.01835,0.74695
354,0.2226,0.0111,0.01785,0.74845
355,0.2273,0.0095,0.0183,0.7449
356,0.2265,0.0102,0.0179,0.7454
357,0.2314,0.009,0.0181,0.7415
358,0.22985,0.0101,0.01765,0.7424
359,0.2343,0.00975,0.0178,0.73815
360,0.2332,0.01,0.0184,0.7384
361,0.2367,0.0085,0.01875,0.73605
362,0.2353,0.0095,0.0189,0.7363
363,0.23895,0.0087,0.01925,0.7331
364,0.23695,0.0099,0.01905,0.7341
365,0.2415,0.00965,0.01905,0.7298
366,0.24015,0.00995,0.0193,0.7306
367,0.244,0.0092,0.01915,0.72765
368,0.2428,0.0095,0.01895,0.72875
369,0.2484,0.00825,0.0181,0.72525
370,0.24715,0.00945,0.0178,0.7256
371,0.25165,0.00745,0.0187,0.7222
372,0.2504,0.00875,0.0182,0.72265
373,0.25485,0.0083,0.01805,0.7188
374,0.2537,0.00905,0.01795,0.7193
375,0.258,0.00835,0.0181,0.71555
376,0.2562,0.00895,0.01875,0.7161
377,0.2602,0.00785,0.01895,0.713
378,0.257,0.0102,0.0186,0.7142
379,0.2605,0.0086,0.01905,0.71185
380,0.25835,0.00985,0.019,0.7128
381,0.26245,0.00875,0.01925,0.70955
382,0.26035,0.01045,0.0194,0.7098
383,0.2645,0.00965,0.01925,0.7066
384,0.2622,0.0111,0.01895,0.70775
385,0.266,0.01015,0.01905,0.7048
386,0.2637,0.01145,0.01985,0.705
387,0.26705,0.01015,0.01975,0.70305
388,0.26505,0.0114,0.01955,0.704
389,0.26935,0.0109,0.01925,0.7005
390,0.26735,0.01215,0.01905,0.70145
391,0.27155,0.0101,0.01995,0.6984
392,0.27065,0.01095,0.0196,0.6988
393,0.27535,0.0099,0.01945,0.6953
394,0.2726,0.01185,0.01875,0.6968
395,0.2761,0.01095,0.0191,0.69385
396,0.2743,0.0112,0.02015,0.69435
397,0.27765,0.0107,0.02,0.69165
398,0.27545,0.01185,0.02165,0.69105
399,0.2794,0.01065,0.02195,0.688
400,0.2769,0.0117,0.0218,0.6896
401,0.28135,0.00975,0.02275,0.68615
402,0.27765,0.013,0.02255,0.6868
403,0.28195,0.0122,0.02255,0.6833
404,0.2785,0.01405,0.02285,0.6846
405,0.28225,0.01085,0.0241,0.6828
406,0.27855,0.01345,0.024,0.684
407,0.2828,0.0126,0.0243,0.6803
408,0.27905,0.0153,0.0236,0.68205
409,0.2828,0.01315,0.0248,0.67925
410,0.2785,0.01545,0.02575,0.6803
411,0.2813,0.01375,0.02585,0.6791
412,0.27755,0.0158,0.0268,0.67985
413,0.28145,0.01405,0.0266,0.6779
414,0.2773,0.0162,0.027,0.6795
415,0.2806,0.0141,0.02735,0.67795
416,0.2767,0.01535,0.02825,0.6797
417,0.2814,0.01425,0.0272,0.67715
418,0.2768,0.0169,0.02755,0.67875
419,0.28015,0.0154,0.0284,0.67605
420,0.27545,0.0189,0.02835,0.6773
421,0.28,0.0166,0.0293,0.6741
422,0.2761,0.01795,0.029,0.67695
423,0.2804,0.0158,0.02935,0.67445
424,0.276,0.01725,0.0309,0.67585
425,0.2794,0.01535,0.031,0.67425
426,0.27385,0.0183,0.03085,0.677
427,0.2761,0.0168,0.0312,0.6759
428,0.27065,0.0207,0.03115,0.6775
429,0.27365,0.01855,0.03235,0.67545
430,0.2687,0.01955,0.03375,0.678
431,0.2724,0.01695,0.0349,0.67575
432,0.26825,0.01905,0.03535,0.67735
433,0.2714,0.0163,0.0363,0.676
434,0.26575,0.01975,0.0364,0.6781
435,0.2685,0.0181,0.0357,0.6777
436,0.2632,0.021,0.03545,0.68035
437,0.26515,0.02,0.03445,0.6804
438,0.2607,0.02155,0.0354,0.68235
439,0.26365,0.01895,0.0359,0.6815
440,0.2583,0.0209,0.03565,0.68515
441,0.2621,0.01835,0.0366,0.68295
442,0.25765,0.0207,0.0366,0.68505
443,0.2606,0.0174,0.0378,0.6842
444,0.2549,0.021,0.0367,0.6874
445,0.259,0.0186,0.03645,0.68595
446,0.2538,0.02065,0.03675,0.6888
447,0.2575,0.0177,0.03655,0.68825
448,0.25195,0.0208,0.0369,0.69035
449,0.25535,0.0179,0.0365,0.69025
450,0.25,0.01935,0.03765,0.693
451,0.25295,0.0178,0.0369,0.69235
452,0.2466,0.02055,0.0364,0.69645
453,0.24955,0.0184,0.03615,0.6959
454,0.2445,0.02145,0.0361,0.69795
455,0.24765,0.01885,0.03575,0.69775
456,0.24275,0.02035,0.03675,0.70015
457,0.24675,0.0175,0.03645,0.6993
458,0.2416,0.02075,0.0356,0.70205
459,0.2446,0.01795,0.03655,0.7009
460,0.24055,0.01825,0.03745,0.70375
461,0.2439,0.0156,0.0383,0.7022
462,0.23935,0.0183,0.0359,0.70645
463,0.2431,0.0169,0.03585,0.70415
464,0.23805,0.0189,0.03555,0.7075
465,0.24195,0.01595,0.0362,0.7059
466,0.2363,0.01895,0.035,0.70975
467,0.241,0.0163,0.0351,0.7076
468,0.23735,0.0179,0.0353,0.70945
469,0.24195,0.01575,0.035,0.7073
470,0.2371,0.0191,0.03455,0.70925
471,0.24025,0.0171,0.03515,0.7075
472,0.23635,0.01855,0.0353,0.7098
473,0.2413,0.01585,0.03605,0.7068
474,0.23675,0.0186,0.0354,0.70925
475,0.24095,0.01615,0.03565,0.70725
476,0.23755,0.01755,0.03615,0.70875
477,0.24075,0.0156,0.0369,0.70675
478,0.2347,0.01935,0.0359,0.71005
479,0.2381,0.01725,0.0356,0.70905
480,0.23265,0.0197,0.0369,0.71075
481,0.2367,0.0174,0.0366,0.7093
482,0.23275,0.0191,0.03665,0.7115
483,0.23665,0.01725,0.03645,0.70965
484,0.2335,0.0191,0.0353,0.7121
485,0.2373,0.0166,0.0363,0.7098
486,0.2334,0.0192,0.03555,0.71185
487,0.23795,0.0161,0.03605,0.7099
488,0.23305,0.01885,0.0366,0.7115
489,0.23715,0.01695,0.0362,0.7097
490,0.2321,0.01945,0.0355,0.71295
491,0.2343,0.01765,0.03615,0.7119
492,0.23035,0.0187,0.0364,0.71455
493,0.23465,0.0165,0.0368,0.71205
494,0.2305,0.01855,0.0361,0.71485
495,0.23375,0.01615,0.03615,0.71395
496,0.2293,0.01735,0.03635,0.717
497,0.2323,0.01555,0.03605,0.7161
498,0.2289,0.01785,0.03525,0.718
499,0.2317,0.01695,0.03535,0.716
500,0.2282,0.01875,0.0354,0.71765
501,0.2323,0.0178,0.03465,0.71525
502,0.2287,0.01945,0.03475,0.7171
503,0.2336,0.0171,0.03465,0.71465
504,0.2299,0.0187,0.0349,0.7165
505,0.23435,0.01565,0.03625,0.71375
506,0.2297,0.01865,0.03545,0.7162
507,0.2343,0.0161,0.0362,0.7134
508,0.22945,0.0189,0.0358,0.71585
509,0.2335,0.01705,0.0356,0.71385
510,0.2296,0.01835,0.0357,0.71635
511,0.23305,0.016,0.0359,0.71505
512,0.22835,0.0187,0.035,0.71795
513,0.23205,0.01635,0.0355,0.7161
514,0.22845,0.0181,0.0353,0.71815
515,0.23125,0.0164,0.0356,0.71675
516,0.2256,0.01965,0.03535,0.7194
517,0.23085,0.01625,0.0362,0.7167
518,0.22675,0.0187,0.03495,0.7196
519,0.23105,0.0157,0.0358,0.71745
520,0.22635,0.0185,0.0359,0.71925
521,0.23015,0.01585,0.0361,0.7179
522,0.2256,0.01885,0.03485,0.7207
523,0.2302,0.0167,0.0348,0.7183
524,0.22815,0.0178,0.03395,0.7201
525,0.23275,0.016,0.0336,0.71765
526,0.22975,0.01735,0.033,0.7199
527,0.23385,0.0153,0.0325,0.71835
528,0.23025,0.0177,0.03125,0.7208
529,0.2335,0.0149,0.0324,0.7192
530,0.2309,0.01575,0.03225,0.7211
531,0.23515,0.01385,0.0323,0.7187
532,0.2322,0.0157,0.0324,0.7197
533,0.2365,0.0148,0.0319,0.7168
534,0.2332,0.01735,0.0305,0.71895
535,0.2376,0.01555,0.0308,0.71605
536,0.2345,0.01705,0.03065,0.7178
537,0.2376,0.01555,0.03045,0.7164
538,0.23455,0.01625,0.0316,0.7176
539,0.2389,0.01475,0.03185,0.7145
540,0.2365,0.01635,0.0315,0.71565
541,0.2408,0.0145,0.03175,0.71295
542,0.2374,0.01645,0.03115,0.715
543,0.24135,0.0142,0.0314,0.71305
544,0.23745,0.01685,0.03075,0.71495
545,0.2406,0.01575,0.02985,0.7138
546,0.2377,0.0166,0.03075,0.71495
547,0.2416,0.0142,0.031,0.7132
548,0.23815,0.0156,0.03115,0.7151
549,0.2429,0.0138,0.03,0.7133
550,0.23825,0.01765,0.0295,0.7146
551,0.242,0.0141,0.0303,0.7136
552,0.2379,0.0163,0.031,0.7148
553,0.24135,0.01515,0.0302,0.7133
554,0.2381,0.01685,0.02965,0.7154
555,0.242,0.01515,0.0293,0.71355
556,0.23955,0.0155,0.03005,0.7149
557,0.24365,0.01375,0.0301,0.7125
558,0.2398,0.01655,0.03005,0.7136
559,0.2451,0.0144,0.0301,0.7104
560,0.24235,0.01575,0.0297,0.7122
561,0.24625,0.01435,0.02965,0.70975
562,0.24245,0.0171,0.03005,0.7104
563,0.2464,0.0158,0.0296,0.7082
564,0.24285,0.01745,0.0302,0.7095
565,0.24615,0.01535,0.03,0.7085
566,0.24245,0.01705,0.0308,0.7097
567,0.2461,0.01475,0.0314,0.70775
568,0.241,0.01855,0.03145,0.709
569,0.2438,0.0169,0.03145,0.70785
570,0.2392,0.0193,0.0319,0.7096
571,0.24315,0.0177,0.0316,0.70755
572,0.23965,0.01955,0.03145,0.70935
573,0.2435,0.0171,0.0314,0.708
574,0.2403,0.0174,0.0319,0.7104
575,0.2434,0.0166,0.0316,0.7084
576,0.2389,0.01875,0.03175,0.7106
577,0.24215,0.0162,0.0324,0.70925
578,0.2386,0.01715,0.03335,0.7109
579,0.24125,0.0155,0.03275,0.7105
580,0.2374,0.01725,0.0318,0.71355
581,0.2401,0.01545,0.03265,0.7118
582,0.23595,0.0182,0.0322,0.71365
583,0.23825,0.01685,0.03275,0.71215
584,0.2353,0.0177,0.0337,0.7133
585,0.24,0.0155,0.0343,0.7102
586,0.2365,0.0171,0.03435,0.71205
587,0.2396,0.0152,0.03455,0.71065
588,0.23575,0.01665,0.03425,0.71335
589,0.23845,0.0158,0.03365,0.7121
590,0.2357,0.017,0.03355,0.71375
591,0.23875,0.0156,0.0335,0.71215
592,0.23455,0.01795,0.032,0.7155
593,0.2375,0.01645,0.0305,0.71555
594,0.2329,0.01875,0.03045,0.7179
595,0.23745,0.01515,0.03135,0.71605
596,0.23395,0.01715,0.03105,0.71785
597,0.23705,0.01495,0.03105,0.71695
598,0.2344,0.01555,0.032,0.71805
599,0.2367,0.01445,0.0316,0.71725
600,0.2331,0.01675,0.03175,0.7184
601,0.23655,0.01515,0.03195,0.71635
602,0.2341,0.0155,0.032,0.7184
603,0.23805,0.0131,0.032,0.71685
604,0.2351,0.01565,0.0307,0.71855
605,0.2386,0.01445,0.0303,0.71665
606,0.2358,0.0154,0.0302,0.7186
607,0.23965,0.01395,0.0297,0.7167
608,0.23615,0.0167,0.02965,0.7175
609,0.24015,0.0151,0.0288,0.71595
610,0.2359,0.01655,0.0301,0.71745
611,0.2405,0.01455,0.0302,0.71475
612,0.23765,0.0162,0.03045,0.7157
613,0.241,0.015,0.03095,0.71305
614,0.2365,0.01835,0.0298,0.71535
615,0.23975,0.0162,0.0306,0.71345
616,0.2364,0.01745,0.03085,0.7153
617,0.2399,0.015,0.03205,0.71305
618,0.23565,0.01735,0.0317,0.7153
619,0.2388,0.0152,0.0328,0.7132
620,0.23505,0.0173,0.0325,0.71515
621,0.23905,0.01565,0.0319,0.7134
622,0.23465,0.01735,0.03185,0.71615
623,0.2387,0.0151,0.0318,0.7144
624,0.23365,0.01775,0.033,0.7156
625,0.23805,0.01595,0.0321,0.7139
626,0.2336,0.01765,0.03225,0.7165
627,0.2378,0.0155,0.03225,0.71445
628,0.2325,0.0191,0.03105,0.71735
629,0.2356,0.0162,0.0319,0.7163
630,0.23225,0.0173,0.03225,0.7182
631,0.2356,0.01655,0.03115,0.7167
632,0.2319,0.0184,0.03125,0.71845
633,0.2359,0.01585,0.0311,0.71715
634,0.23205,0.01735,0.0311,0.7195
635,0.23525,0.01635,0.0308,0.7176
636,0.23195,0.01685,0.0313,0.7199
637,0.2357,0.0149,0.031,0.7184
638,0.23325,0.01525,0.03085,0.72065
639,0.2365,0.0137,0.03035,0.71945
640,0.2328,0.01595,0.02955,0.7217
641,0.2359,0.01415,0.0298,0.72015
642,0.2324,0.01565,0.02965,0.7223
