"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.99795,0.00205,0,0
5,0.99795,0.00165,4e-04,0
6,0.9967,0.00235,0.00095,0
7,0.9967,0.0021,0.0011,1e-04
8,0.9952,0.0031,0.0013,4e-04
9,0.9952,0.0024,0.0017,7e-04
10,0.9935,0.00345,0.0021,0.00095
11,0.9935,0.0024,0.0027,0.0014
12,0.9909,0.00425,0.0032,0.00165
13,0.9909,0.00315,0.00385,0.0021
14,0.98765,0.00555,0.00455,0.00225
15,0.98765,0.0041,0.00535,0.0029
16,0.9826,0.00765,0.00615,0.0036
17,0.9826,0.0059,0.0073,0.0042
18,0.97565,0.01115,0.00835,0.00485
19,0.97565,0.0097,0.00875,0.0059
20,0.96655,0.0158,0.0108,0.00685
21,0.96655,0.01235,0.01285,0.00825
22,0.95375,0.0217,0.01515,0.0094
23,0.95375,0.01645,0.01845,0.01135
24,0.9349,0.03,0.0214,0.0137
25,0.9349,0.02395,0.02485,0.0163
26,0.91105,0.0411,0.0285,0.01935
27,0.9112,0.03225,0.0331,0.02345
28,0.8816,0.05295,0.03855,0.0269
29,0.8817,0.04065,0.0464,0.03125
30,0.84045,0.0706,0.0525,0.03645
31,0.84055,0.05745,0.0598,0.0422
32,0.788,0.0941,0.06815,0.04975
33,0.78825,0.075,0.07945,0.0573
34,0.728,0.115,0.09115,0.06585
35,0.7281,0.09025,0.10395,0.0777
36,0.6516,0.1445,0.11325,0.09065
37,0.65175,0.11465,0.13045,0.10315
38,0.5697,0.16365,0.14875,0.1179
39,0.56985,0.1277,0.1684,0.13405
40,0.4772,0.1851,0.18205,0.15565
41,0.47675,0.144,0.20205,0.1772
42,0.3851,0.195,0.21895,0.20095
43,0.38495,0.1548,0.2339,0.22635
44,0.2978,0.1982,0.25075,0.25325
45,0.29835,0.1531,0.2651,0.28345
46,0.22315,0.18555,0.2761,0.3152
47,0.2231,0.14285,0.28525,0.3488
48,0.16545,0.15955,0.29375,0.38125
49,0.166,0.1219,0.2945,0.4176
50,0.12025,0.1338,0.2925,0.45345
51,0.12095,0.10395,0.2854,0.4897
52,0.08965,0.10635,0.2773,0.5267
53,0.091,0.0781,0.27095,0.55995
54,0.069,0.0786,0.25685,0.59555
55,0.0705,0.0592,0.24165,0.62865
56,0.0563,0.0594,0.22475,0.65955
57,0.0574,0.0457,0.20965,0.68725
58,0.04745,0.04265,0.19625,0.71365
59,0.04955,0.0323,0.1832,0.73495
60,0.0423,0.03125,0.16925,0.7572
61,0.0443,0.0247,0.1539,0.7771
62,0.0412,0.02265,0.1419,0.79425
63,0.04365,0.01735,0.12975,0.80925
64,0.03965,0.01745,0.1187,0.8242
65,0.04195,0.014,0.108,0.83605
66,0.04135,0.0138,0.09695,0.8479
67,0.04365,0.01135,0.08755,0.85745
68,0.0429,0.01125,0.0793,0.86655
69,0.04555,0.00925,0.07115,0.87405
70,0.04525,0.0093,0.06345,0.882
71,0.0478,0.00795,0.05725,0.887
72,0.048,0.00815,0.0504,0.89345
73,0.0504,0.0067,0.04565,0.89725
74,0.0507,0.00725,0.04065,0.9014
75,0.05325,0.0063,0.0373,0.90315
76,0.055,0.00615,0.0333,0.90555
77,0.0578,0.0053,0.03045,0.90645
78,0.0586,0.0054,0.0282,0.9078
79,0.06175,0.0047,0.02635,0.9072
80,0.0633,0.0045,0.02475,0.90745
81,0.0671,0.004,0.02265,0.90625
82,0.0684,0.0044,0.0201,0.9071
83,0.0714,0.004,0.018,0.9066
84,0.07355,0.00315,0.01635,0.90695
85,0.07755,0.0023,0.0151,0.90505
86,0.0795,0.00215,0.0143,0.90405
87,0.0827,0.0026,0.01205,0.90265
88,0.0839,0.0029,0.0109,0.9023
89,0.08805,0.00265,0.01015,0.89915
90,0.0898,0.00285,0.0096,0.89775
91,0.0931,0.0029,0.00875,0.89525
92,0.09575,0.00245,0.008,0.8938
93,0.09905,0.00235,0.0071,0.8915
94,0.1013,0.0023,0.0066,0.8898
95,0.10465,0.00225,0.00635,0.88675
96,0.1062,0.00225,0.006,0.88555
97,0.10985,0.00225,0.0049,0.883
98,0.11215,0.00175,0.005,0.8811
99,0.1153,0.0015,0.00495,0.87825
100,0.117,0.00155,0.0047,0.87675
101,0.1203,0.00155,0.00415,0.874
102,0.1223,0.0014,0.00415,0.87215
103,0.1252,0.0013,0.0039,0.8696
104,0.127,0.0013,0.0034,0.8683
105,0.12985,0.00115,0.00355,0.86545
106,0.13215,0.00125,0.0032,0.8634
107,0.1347,0.00115,0.003,0.86115
108,0.1363,0.00095,0.00285,0.8599
109,0.13955,8e-04,0.0028,0.85685
110,0.1415,0.00115,0.0026,0.85475
111,0.14455,0.00095,0.0027,0.8518
112,0.14745,0.001,0.00245,0.8491
113,0.14995,0.001,0.0025,0.84655
114,0.1522,0.0011,0.00225,0.84445
115,0.15535,9e-04,0.00215,0.8416
116,0.15805,7e-04,0.0022,0.83905
117,0.1603,7e-04,0.00205,0.83695
118,0.1624,0.00075,0.002,0.83485
119,0.16415,9e-04,0.00195,0.833
120,0.16645,0.00095,0.00195,0.83065
121,0.1689,8e-04,0.002,0.8283
122,0.17085,8e-04,0.00195,0.8264
123,0.17405,0.00075,0.00175,0.82345
124,0.17695,8e-04,0.00165,0.8206
125,0.17995,9e-04,0.0016,0.81755
126,0.1822,0.00085,0.0015,0.81545
127,0.18465,0.00065,0.00155,0.81315
128,0.18675,0.00065,0.0015,0.8111
129,0.1896,5e-04,0.0015,0.8084
130,0.19155,0.00065,0.0015,0.8063
131,0.1938,6e-04,0.0013,0.8043
132,0.1959,0.00055,0.0013,0.80225
133,0.1979,6e-04,0.00125,0.80025
134,0.20035,0.00075,0.00115,0.79775
135,0.2026,0.00055,0.00135,0.7955
136,0.20535,0.00065,0.0014,0.7926
137,0.20825,6e-04,0.00145,0.7897
138,0.2107,6e-04,0.0014,0.7873
139,0.21355,0.00055,0.0014,0.7845
140,0.21535,7e-04,0.00135,0.7826
141,0.2181,7e-04,0.0011,0.7801
142,0.21985,7e-04,0.00115,0.7783
143,0.2216,0.00055,0.0012,0.77665
144,0.2234,0.00065,0.0012,0.77475
145,0.22525,6e-04,9e-04,0.77325
146,0.22715,0.00065,0.001,0.7712
147,0.22925,6e-04,0.00115,0.769
148,0.23125,6e-04,9e-04,0.76725
149,0.23295,6e-04,9e-04,0.76555
150,0.23515,0.00055,0.00095,0.76335
151,0.2372,5e-04,0.00105,0.76125
152,0.2393,4e-04,0.001,0.7593
153,0.24115,0.00045,0.001,0.7574
154,0.24295,5e-04,8e-04,0.75575
155,0.24525,6e-04,0.00075,0.7534
156,0.2478,5e-04,8e-04,0.7509
157,0.2498,0.00045,8e-04,0.74895
158,0.25205,5e-04,0.00085,0.7466
159,0.2538,4e-04,0.001,0.7448
160,0.25515,0.00055,0.00095,0.74335
161,0.25735,6e-04,0.00095,0.7411
162,0.2595,0.00045,0.001,0.73905
163,0.26135,5e-04,9e-04,0.73725
164,0.263,0.00055,8e-04,0.73565
165,0.26495,6e-04,9e-04,0.73355
166,0.26675,4e-04,9e-04,0.73195
167,0.2684,0.00055,9e-04,0.73015
168,0.27025,6e-04,0.00095,0.7282
169,0.2723,0.00045,0.0011,0.72615
170,0.2739,0.00065,0.00105,0.7244
171,0.2758,8e-04,0.00085,0.72255
172,0.2774,0.00095,0.001,0.72065
173,0.2796,9e-04,0.00095,0.71855
174,0.2811,0.00065,0.00115,0.7171
175,0.2826,6e-04,0.0013,0.7155
176,0.28385,0.00085,0.0012,0.7141
177,0.28555,8e-04,0.00125,0.7124
