"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.99795,0.00205,0,0
5,0.99795,0.00165,4e-04,0
6,0.99665,0.00255,8e-04,0
7,0.99665,0.00215,0.00115,5e-05
8,0.99455,0.00355,0.00165,0.00025
9,0.99455,0.0027,0.00235,4e-04
10,0.99195,0.00455,0.0028,7e-04
11,0.99195,0.00375,0.00325,0.00105
12,0.98885,0.00565,0.00425,0.00125
13,0.98885,0.0041,0.0054,0.00165
14,0.9828,0.0088,0.00635,0.00205
15,0.9828,0.0067,0.0078,0.0027
16,0.9761,0.01165,0.0087,0.00355
17,0.9761,0.00945,0.0099,0.00455
18,0.96515,0.0176,0.0112,0.00605
19,0.96515,0.01375,0.0134,0.0077
20,0.95205,0.0229,0.01605,0.009
21,0.9521,0.018,0.0191,0.0108
22,0.9334,0.032,0.0219,0.0127
23,0.93345,0.02555,0.02585,0.01515
24,0.9087,0.04305,0.02975,0.0185
25,0.9087,0.0339,0.03575,0.02165
26,0.87625,0.0566,0.0416,0.02555
27,0.87625,0.04525,0.0482,0.0303
28,0.8332,0.07565,0.05495,0.0362
29,0.8333,0.0589,0.0653,0.0425
30,0.77705,0.09805,0.07535,0.04955
31,0.77705,0.0773,0.0875,0.05815
32,0.70865,0.12395,0.0994,0.068
33,0.70875,0.0984,0.11265,0.0802
34,0.63015,0.15005,0.12605,0.09375
35,0.6301,0.11855,0.1425,0.10885
36,0.544,0.1687,0.16105,0.12625
37,0.5442,0.13145,0.1803,0.14405
38,0.4496,0.18995,0.1955,0.16495
39,0.44965,0.1474,0.2128,0.19015
40,0.35525,0.19855,0.23165,0.21455
41,0.3556,0.1542,0.24795,0.24225
42,0.27395,0.196,0.2578,0.27225
43,0.2739,0.1526,0.27045,0.30305
44,0.20595,0.1765,0.2815,0.33605
45,0.2059,0.137,0.28665,0.37045
46,0.1485,0.1554,0.2893,0.4068
47,0.14895,0.1174,0.29285,0.4408
48,0.1076,0.12665,0.29135,0.4744
49,0.10825,0.09315,0.2891,0.5095
50,0.0788,0.096,0.28165,0.54355
51,0.0795,0.0733,0.2696,0.5776
52,0.06005,0.07165,0.25615,0.61215
53,0.06095,0.0547,0.24185,0.6425
54,0.0481,0.05445,0.2244,0.67305
55,0.0489,0.0412,0.2111,0.6988
56,0.04125,0.03915,0.19735,0.72225
57,0.0436,0.02995,0.18075,0.7457
58,0.03875,0.02945,0.1642,0.7676
59,0.0399,0.02335,0.14915,0.7876
60,0.03745,0.02155,0.13655,0.80445
61,0.03935,0.0174,0.12395,0.8193
62,0.03745,0.0169,0.1122,0.83345
63,0.04015,0.01315,0.1009,0.8458
64,0.03945,0.01265,0.09235,0.85555
65,0.04195,0.01075,0.08385,0.86345
66,0.0414,0.0105,0.0763,0.8718
67,0.0444,0.00885,0.06855,0.8782
68,0.04505,0.0091,0.06175,0.8841
69,0.0477,0.0075,0.05605,0.88875
70,0.04785,0.00755,0.0509,0.8937
71,0.05135,0.00595,0.04655,0.89615
72,0.05225,0.0061,0.04175,0.8999
73,0.0549,0.00545,0.03795,0.9017
74,0.0558,0.00515,0.035,0.90405
75,0.0593,0.00445,0.03175,0.9045
76,0.061,0.0046,0.02775,0.90665
77,0.06495,0.004,0.0249,0.90615
78,0.0656,0.00495,0.02275,0.9067
79,0.06825,0.00465,0.0208,0.9063
80,0.0698,0.00425,0.0195,0.90645
81,0.07285,0.0033,0.01875,0.9051
82,0.0739,0.0034,0.01755,0.90515
83,0.0771,0.00355,0.01515,0.9042
84,0.07835,0.0035,0.0142,0.90395
85,0.08075,0.0032,0.01285,0.9032
86,0.08275,0.0026,0.01205,0.9026
87,0.08605,0.0026,0.0108,0.90055
88,0.0876,0.00265,0.0102,0.89955
89,0.09145,0.0021,0.0094,0.89705
90,0.0931,0.0021,0.0087,0.8961
91,0.0964,0.00165,0.0081,0.89385
92,0.0984,0.0019,0.00705,0.89265
93,0.1021,0.00145,0.00645,0.89
94,0.10435,0.0019,0.006,0.88775
95,0.10765,0.0018,0.0054,0.88515
96,0.11075,0.0017,0.00535,0.8822
97,0.1148,0.0013,0.00505,0.87885
98,0.1164,0.0014,0.0047,0.8775
99,0.11945,0.00105,0.0045,0.875
100,0.1218,0.001,0.0042,0.873
101,0.1252,9e-04,0.00395,0.86995
102,0.12735,0.00105,0.00375,0.86785
103,0.1309,0.00075,0.0036,0.86475
104,0.13295,9e-04,0.00345,0.8627
105,0.13625,0.00085,0.00335,0.85955
106,0.13835,0.0012,0.0031,0.85735
107,0.14125,0.0011,0.0031,0.85455
108,0.14275,0.00125,0.003,0.853
109,0.14625,0.0013,0.0026,0.84985
110,0.1483,0.0014,0.00235,0.84795
111,0.1508,0.00125,0.0024,0.84555
112,0.1526,0.00145,0.00245,0.8435
113,0.15495,0.00125,0.00215,0.84165
114,0.15685,0.0013,0.00235,0.8395
115,0.15955,0.00135,0.0023,0.8368
116,0.16205,0.00095,0.0023,0.8347
117,0.16505,8e-04,0.0023,0.83185
118,0.1666,0.00085,0.0022,0.83035
119,0.1694,0.00065,0.002,0.82795
120,0.17175,0.00065,0.00195,0.82565
121,0.1753,6e-04,0.00185,0.82225
122,0.17725,0.00075,0.0018,0.8202
123,0.18,0.00065,0.00185,0.8175
124,0.18135,0.00095,0.00185,0.81585
125,0.18355,9e-04,0.0018,0.81375
126,0.1859,0.00085,0.00195,0.8113
127,0.18835,0.00065,0.00175,0.80925
128,0.19005,6e-04,0.00185,0.8075
129,0.1928,5e-04,0.00145,0.80525
130,0.19525,0.00045,0.00125,0.80305
131,0.19825,0.00025,0.0016,0.7999
132,0.20065,0.00055,0.0015,0.7973
133,0.20275,0.00055,0.0015,0.7952
134,0.20575,0.00065,0.0014,0.7922
135,0.2085,5e-04,0.0013,0.7897
136,0.2107,0.00045,0.00145,0.7874
137,0.2135,5e-04,0.00135,0.78465
138,0.21565,4e-04,0.00145,0.7825
139,0.2183,0.00035,0.00145,0.7799
140,0.2197,0.00055,0.00135,0.7784
141,0.2218,6e-04,0.00105,0.77655
142,0.2235,5e-04,0.00115,0.77485
143,0.2257,0.00035,0.00125,0.7727
144,0.228,4e-04,0.00135,0.77025
145,0.2307,5e-04,0.00125,0.76755
146,0.23255,5e-04,0.0012,0.76575
147,0.2346,0.00075,0.001,0.76365
148,0.23645,0.00095,0.00095,0.76165
149,0.23895,8e-04,0.0011,0.75915
150,0.2408,8e-04,0.00135,0.75705
151,0.2428,9e-04,0.00125,0.75505
152,0.2448,7e-04,0.00125,0.75325
153,0.2467,5e-04,0.0014,0.7514
154,0.2487,5e-04,0.0014,0.7494
155,0.2504,4e-04,0.00135,0.74785
156,0.2518,0.00045,0.00115,0.7466
157,0.25375,0.00065,0.00105,0.74455
158,0.25535,0.00065,0.0012,0.7428
159,0.25715,7e-04,0.00115,0.741
160,0.2592,0.00075,0.0011,0.73895
161,0.2609,9e-04,0.00105,0.73715
162,0.26265,0.00105,0.00085,0.73545
163,0.2649,9e-04,0.0011,0.7331
164,0.26695,0.00075,0.0013,0.731
165,0.2692,0.00065,0.00145,0.7287
166,0.2715,0.00075,0.00125,0.7265
167,0.27375,0.00065,0.0015,0.7241
168,0.27555,6e-04,0.00155,0.7223
169,0.2774,8e-04,0.0016,0.7202
170,0.2788,9e-04,0.0015,0.7188
171,0.28065,0.001,0.00145,0.7169
172,0.28215,0.001,0.00155,0.7153
173,0.28345,0.00065,0.00165,0.71425
174,0.28525,6e-04,0.0016,0.71255
175,0.2869,0.00075,0.00155,0.7108
176,0.28825,0.00105,0.0014,0.7093
177,0.2901,0.00125,0.0015,0.70715
