"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.99735,0.00265,0,0
5,0.99735,0.00205,6e-04,0
6,0.99595,0.00265,0.00135,5e-05
7,0.99595,0.00205,0.0019,1e-04
8,0.99415,0.00335,0.00225,0.00025
9,0.99415,0.00275,0.0026,5e-04
10,0.9908,0.00535,0.00315,7e-04
11,0.99085,0.0042,0.00415,8e-04
12,0.9871,0.0067,0.00475,0.00145
13,0.9871,0.00515,0.00605,0.0017
14,0.9807,0.01005,0.00715,0.0021
15,0.9807,0.00795,0.0087,0.00265
16,0.97275,0.01335,0.0101,0.0038
17,0.97275,0.01055,0.01205,0.00465
18,0.95995,0.0206,0.01375,0.0057
19,0.96,0.01735,0.0154,0.00725
20,0.94475,0.0275,0.0188,0.00895
21,0.94475,0.02185,0.02205,0.01135
22,0.9229,0.03765,0.02525,0.0142
23,0.9229,0.02965,0.03065,0.0168
24,0.89565,0.04805,0.03625,0.02005
25,0.8957,0.03845,0.0421,0.02375
26,0.8566,0.0672,0.0476,0.0286
27,0.85665,0.05265,0.05535,0.03535
28,0.8071,0.08785,0.06245,0.0426
29,0.8071,0.0694,0.07475,0.04875
30,0.74965,0.1069,0.08565,0.0578
31,0.74975,0.08575,0.0961,0.0684
32,0.6748,0.13745,0.1083,0.07945
33,0.6751,0.1081,0.12385,0.09295
34,0.59,0.16235,0.1413,0.10635
35,0.5901,0.1275,0.1607,0.1217
36,0.49975,0.18045,0.1793,0.1405
37,0.49985,0.13895,0.19945,0.16175
38,0.4071,0.1935,0.21275,0.18665
39,0.40725,0.1492,0.23145,0.2121
40,0.3202,0.19425,0.24735,0.2382
41,0.3204,0.1509,0.26315,0.26555
42,0.2428,0.18665,0.2742,0.29635
43,0.24325,0.1435,0.284,0.32925
44,0.17845,0.17225,0.28525,0.36405
45,0.17915,0.1339,0.28835,0.3986
46,0.13135,0.14465,0.29025,0.43375
47,0.1319,0.1104,0.29025,0.46745
48,0.09715,0.11465,0.2878,0.5004
49,0.0978,0.0875,0.28165,0.53305
50,0.07315,0.08885,0.2701,0.5679
51,0.07395,0.0682,0.25505,0.6028
52,0.0577,0.0677,0.2413,0.6333
53,0.05955,0.0508,0.22645,0.6632
54,0.0478,0.0496,0.21075,0.69185
55,0.0488,0.0385,0.19575,0.71695
56,0.04065,0.0378,0.18105,0.7405
57,0.043,0.0295,0.16705,0.76045
58,0.03765,0.0289,0.15225,0.7812
59,0.04,0.0224,0.1405,0.7971
60,0.03605,0.0219,0.12825,0.8138
61,0.03855,0.017,0.11755,0.8269
62,0.03765,0.01525,0.10885,0.83825
63,0.0398,0.01235,0.09835,0.8495
64,0.0389,0.01265,0.08745,0.861
65,0.04065,0.01105,0.0796,0.8687
66,0.04045,0.01085,0.0712,0.8775
67,0.04275,0.0095,0.0646,0.88315
68,0.04305,0.00925,0.0582,0.8895
69,0.04595,0.00675,0.05375,0.89355
70,0.04735,0.00645,0.0481,0.8981
71,0.05015,0.0056,0.04305,0.9012
72,0.0522,0.0055,0.0382,0.9041
73,0.0559,0.0046,0.0343,0.9052
74,0.05725,0.00465,0.03045,0.90765
75,0.061,0.00455,0.0265,0.90795
76,0.0619,0.00435,0.02425,0.9095
77,0.0651,0.0037,0.022,0.9092
78,0.0663,0.00375,0.02005,0.9099
79,0.07095,0.00315,0.0179,0.908
80,0.0722,0.0036,0.01615,0.90805
81,0.07635,0.0032,0.01475,0.9057
82,0.07825,0.00325,0.01375,0.90475
83,0.08135,0.0028,0.0123,0.90355
84,0.08285,0.0027,0.0118,0.90265
85,0.0863,0.00205,0.01185,0.8998
86,0.0886,0.002,0.01095,0.89845
87,0.09185,0.0019,0.0098,0.89645
88,0.0936,0.00185,0.00915,0.8954
89,0.0967,0.00175,0.0086,0.89295
90,0.09845,0.00185,0.00795,0.89175
91,0.1012,0.00175,0.0072,0.88985
92,0.1036,0.0016,0.0064,0.8884
93,0.10695,0.0014,0.00605,0.8856
94,0.1094,0.0014,0.0052,0.884
95,0.11295,0.0011,0.00485,0.8811
96,0.11545,0.00125,0.00415,0.87915
97,0.1185,0.00125,0.00385,0.8764
98,0.12035,0.0015,0.00365,0.8745
99,0.1236,0.00125,0.0034,0.87175
100,0.1258,0.00125,0.00315,0.8698
101,0.12905,0.0012,0.003,0.86675
102,0.13105,9e-04,0.00275,0.8653
103,0.13475,8e-04,0.0024,0.86205
104,0.1365,0.00085,0.00245,0.8602
105,0.13995,7e-04,0.00245,0.8569
106,0.1426,0.00055,0.0024,0.85445
107,0.1451,0.00065,0.00225,0.852
108,0.1473,8e-04,0.00215,0.84975
109,0.1502,5e-04,0.00235,0.84695
110,0.1523,8e-04,0.002,0.8449
111,0.156,0.00065,0.002,0.84135
112,0.1582,0.00045,0.0019,0.83945
113,0.16055,7e-04,0.00165,0.8371
114,0.16215,8e-04,0.0016,0.83545
115,0.16525,0.00065,0.0017,0.8324
116,0.16705,6e-04,0.0017,0.83065
117,0.1702,6e-04,0.00155,0.82765
118,0.17195,7e-04,0.0014,0.82595
119,0.17425,6e-04,0.0013,0.82385
120,0.17625,6e-04,0.00135,0.8218
121,0.17965,0.00045,0.0013,0.8186
122,0.1823,5e-04,0.00135,0.81585
123,0.18475,0.00045,0.0015,0.8133
124,0.1873,0.00055,0.0013,0.81085
125,0.18925,6e-04,0.00105,0.8091
126,0.1919,6e-04,9e-04,0.8066
127,0.1944,5e-04,0.00085,0.80425
128,0.19705,0.00045,8e-04,0.8017
129,0.19995,3e-04,8e-04,0.79895
130,0.20215,0.00045,0.00075,0.79665
131,0.20495,0.00045,6e-04,0.794
132,0.20705,3e-04,0.00065,0.792
133,0.20925,4e-04,0.00055,0.7898
134,0.21125,5e-04,5e-04,0.78775
135,0.2136,0.00035,0.00055,0.7855
136,0.2153,0.00035,6e-04,0.78375
137,0.21835,3e-04,0.00075,0.7806
138,0.22115,2e-04,0.00085,0.7778
139,0.22355,1e-04,0.00095,0.7754
140,0.22565,0.00025,9e-04,0.7732
141,0.22745,0.00025,0.00085,0.77145
142,0.22925,3e-04,8e-04,0.76965
143,0.2318,4e-04,0.00065,0.76715
144,0.2339,0.00045,6e-04,0.76505
145,0.2363,0.00035,6e-04,0.76275
146,0.23855,0.00025,0.00065,0.76055
147,0.2405,0.00025,6e-04,0.75865
148,0.24265,0.00015,7e-04,0.7565
149,0.24485,3e-04,5e-04,0.75435
150,0.2468,0.00035,0.00055,0.7523
151,0.2492,3e-04,6e-04,0.7499
152,0.25115,5e-04,0.00055,0.7478
153,0.25345,0.00025,7e-04,0.7456
154,0.25555,0.00015,0.00075,0.74355
155,0.2584,2e-04,7e-04,0.7407
156,0.2606,0.00015,7e-04,0.73855
157,0.2629,2e-04,6e-04,0.7363
158,0.26495,3e-04,0.00045,0.7343
159,0.2673,4e-04,0.00045,0.73185
160,0.26965,4e-04,4e-04,0.72955
161,0.27175,0.00035,0.00055,0.72735
162,0.27335,2e-04,0.00055,0.7259
163,0.2759,0.00015,0.00065,0.7233
164,0.2779,0.00025,6e-04,0.72125
165,0.2804,3e-04,5e-04,0.7188
166,0.2815,4e-04,4e-04,0.7177
167,0.2831,5e-04,4e-04,0.716
168,0.2851,3e-04,5e-04,0.7141
169,0.28695,3e-04,4e-04,0.71235
170,0.28905,0.00025,3e-04,0.7104
171,0.29105,0.00025,2e-04,0.7085
172,0.29265,2e-04,2e-04,0.70695
173,0.29525,0.00015,2e-04,0.7044
174,0.2971,0.00015,0.00025,0.7025
175,0.2989,1e-04,0.00025,0.70075
176,0.3,5e-05,3e-04,0.69965
