"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.9982,0.0018,0,0
5,0.9982,0.0015,3e-04,0
6,0.9969,0.00245,0.00065,0
7,0.9969,0.002,0.00095,0.00015
8,0.99545,0.00295,0.0014,2e-04
9,0.9955,0.0023,0.0019,3e-04
10,0.99375,0.00325,0.00235,0.00065
11,0.99375,0.00245,0.0028,0.001
12,0.99075,0.00465,0.00335,0.00125
13,0.99075,0.00365,0.004,0.0016
14,0.9864,0.0073,0.00425,0.00205
15,0.9864,0.00605,0.0051,0.00245
16,0.98125,0.0095,0.006,0.00325
17,0.98125,0.0076,0.007,0.00415
18,0.97315,0.01345,0.00835,0.00505
19,0.9732,0.01085,0.0102,0.00575
20,0.96245,0.01905,0.01135,0.00715
21,0.96245,0.0151,0.01405,0.0084
22,0.94855,0.0247,0.017,0.00975
23,0.9486,0.01935,0.0204,0.01165
24,0.9294,0.0332,0.0236,0.0138
25,0.9294,0.0265,0.02795,0.01615
26,0.9009,0.04725,0.0317,0.02015
27,0.90105,0.0376,0.0371,0.02425
28,0.86835,0.05985,0.0434,0.0284
29,0.86835,0.04715,0.05095,0.03355
30,0.82595,0.07545,0.0595,0.0391
31,0.826,0.06045,0.06795,0.0456
32,0.76965,0.10055,0.07695,0.05285
33,0.76995,0.08005,0.088,0.062
34,0.7019,0.12575,0.1003,0.07205
35,0.70215,0.0994,0.11495,0.0835
36,0.62575,0.1481,0.1296,0.09655
37,0.62595,0.11635,0.14605,0.11165
38,0.53505,0.1756,0.16145,0.1279
39,0.5357,0.13945,0.176,0.14885
40,0.4428,0.19085,0.1951,0.17125
41,0.44325,0.14935,0.2142,0.1932
42,0.35435,0.19755,0.2314,0.2167
43,0.3547,0.15335,0.24865,0.2433
44,0.27135,0.1955,0.2591,0.27405
45,0.27215,0.15015,0.27125,0.30645
46,0.2016,0.1783,0.28255,0.33755
47,0.2021,0.1376,0.28945,0.37085
48,0.1515,0.14865,0.2926,0.40725
49,0.1515,0.1143,0.2901,0.4441
50,0.1102,0.1243,0.28545,0.48005
51,0.1108,0.09515,0.2787,0.51535
52,0.0839,0.09655,0.27095,0.5486
53,0.08445,0.07445,0.25975,0.58135
54,0.06515,0.0743,0.2473,0.61325
55,0.06615,0.0581,0.23165,0.6441
56,0.05385,0.0547,0.21915,0.6723
57,0.0545,0.04275,0.20505,0.6977
58,0.04505,0.04085,0.19045,0.72365
59,0.0467,0.03185,0.17665,0.7448
60,0.0414,0.0302,0.16245,0.76595
61,0.04345,0.02255,0.1505,0.7835
62,0.03925,0.02145,0.13755,0.80175
63,0.04135,0.01725,0.1242,0.8172
64,0.0388,0.0166,0.1121,0.8325
65,0.04195,0.0131,0.0998,0.84515
66,0.0396,0.0145,0.0879,0.858
67,0.0432,0.0116,0.07945,0.86575
68,0.0421,0.0113,0.06975,0.87685
69,0.04475,0.00945,0.06415,0.88165
70,0.04445,0.00975,0.0579,0.8879
71,0.04795,0.0074,0.05245,0.8922
72,0.048,0.00795,0.04695,0.8971
73,0.05045,0.00695,0.0424,0.9002
74,0.0502,0.00675,0.03915,0.9039
75,0.0529,0.0054,0.03565,0.90605
76,0.0545,0.00485,0.03205,0.9086
77,0.05855,0.0041,0.0294,0.90795
78,0.05985,0.00415,0.0259,0.9101
79,0.0642,0.0037,0.02425,0.90785
80,0.0657,0.0043,0.0223,0.9077
81,0.0688,0.00365,0.02055,0.907
82,0.0696,0.00365,0.01865,0.9081
83,0.0727,0.00295,0.0171,0.90725
84,0.07385,0.00365,0.01485,0.90765
85,0.0771,0.00315,0.0132,0.90655
86,0.07905,0.00285,0.0122,0.9059
87,0.0821,0.0026,0.0116,0.9037
88,0.08405,0.003,0.0103,0.90265
89,0.08785,0.00285,0.00955,0.89975
90,0.08995,0.0025,0.0093,0.89825
91,0.0936,0.0021,0.00845,0.89585
92,0.0953,0.00245,0.0079,0.89435
93,0.09855,0.0022,0.00765,0.8916
94,0.10005,0.00245,0.0069,0.8906
95,0.10315,0.00195,0.0063,0.8886
96,0.10515,0.00195,0.0058,0.8871
97,0.1086,0.00165,0.00545,0.8843
98,0.1104,0.0014,0.00525,0.88295
99,0.1138,0.00145,0.00475,0.88
100,0.1159,0.0017,0.00445,0.87795
101,0.11875,0.0015,0.0044,0.87535
102,0.1203,0.00155,0.00435,0.8738
103,0.12365,0.0016,0.0041,0.87065
104,0.12525,0.00205,0.0036,0.8691
105,0.12785,0.00155,0.00385,0.86675
106,0.12965,0.0015,0.0035,0.86535
107,0.13265,0.00135,0.00365,0.86235
108,0.13425,0.0014,0.00345,0.8609
109,0.1372,0.0013,0.0033,0.8582
110,0.13905,0.00135,0.003,0.8566
111,0.1418,0.00115,0.003,0.85405
112,0.144,0.001,0.003,0.852
113,0.1465,0.00125,0.0025,0.84975
114,0.14855,0.0013,0.0023,0.84785
115,0.15155,0.0011,0.00235,0.845
116,0.15335,0.0011,0.00215,0.8434
117,0.15645,0.0011,0.0021,0.84035
118,0.1589,0.0011,0.00195,0.83805
119,0.1619,8e-04,0.0019,0.8354
120,0.16425,0.00075,0.0019,0.8331
121,0.1668,5e-04,0.0018,0.8309
122,0.169,0.00055,0.00165,0.8288
123,0.17215,0.00065,0.0015,0.8257
124,0.1743,9e-04,0.0015,0.8233
125,0.17685,0.00085,0.00125,0.82105
126,0.17895,9e-04,0.0012,0.81895
127,0.1812,8e-04,0.00135,0.81665
128,0.1844,0.00055,0.0016,0.81345
129,0.18685,0.00035,0.00155,0.81125
130,0.1886,3e-04,0.00115,0.80995
131,0.1916,3e-04,0.0011,0.807
132,0.19355,0.00035,9e-04,0.8052
133,0.19625,4e-04,0.00085,0.8025
134,0.1984,0.00035,9e-04,0.80035
135,0.2007,0.00035,0.00085,0.7981
136,0.2026,0.00035,7e-04,0.79635
137,0.205,0.00015,9e-04,0.79395
138,0.20735,1e-04,9e-04,0.79165
139,0.20985,5e-05,0.00095,0.78915
140,0.21165,3e-04,0.00085,0.7872
141,0.2147,3e-04,0.00065,0.78435
142,0.21665,0.00035,6e-04,0.7824
143,0.2191,4e-04,5e-04,0.78
144,0.22125,0.00035,6e-04,0.7778
145,0.2236,2e-04,0.00075,0.77545
146,0.22515,0.00045,0.00065,0.77375
147,0.2279,3e-04,8e-04,0.771
148,0.2298,3e-04,8e-04,0.7691
149,0.23195,0.00035,6e-04,0.7671
150,0.2339,0.00035,0.00055,0.7652
151,0.23595,0.00035,6e-04,0.7631
152,0.238,3e-04,0.00055,0.76115
153,0.23985,2e-04,0.00065,0.7593
154,0.2417,0.00025,0.00055,0.7575
155,0.2439,3e-04,5e-04,0.7553
156,0.2454,0.00035,5e-04,0.75375
157,0.2474,4e-04,0.00035,0.75185
158,0.24945,4e-04,4e-04,0.74975
159,0.2516,2e-04,0.00045,0.74775
160,0.25355,3e-04,5e-04,0.74565
161,0.25585,0.00025,0.00055,0.74335
162,0.257,3e-04,0.00045,0.74225
163,0.2588,0.00035,5e-04,0.74035
164,0.2606,0.00045,0.00045,0.7385
165,0.26275,0.00025,0.00055,0.73645
166,0.2646,1e-04,6e-04,0.7347
167,0.2663,2e-04,6e-04,0.7329
168,0.2683,0.00025,0.00055,0.7309
169,0.27035,3e-04,0.00055,0.7288
170,0.2713,0.00045,0.00055,0.7277
171,0.2733,0.00045,6e-04,0.72565
172,0.2752,4e-04,6e-04,0.7238
173,0.27725,2e-04,0.00065,0.7219
174,0.27905,2e-04,6e-04,0.72015
175,0.2807,0.00025,0.00065,0.7184
176,0.28255,3e-04,0.00045,0.7167
177,0.2853,2e-04,5e-04,0.714
