"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.9981,0.0019,0,0
5,0.9981,0.0016,3e-04,0
6,0.99695,0.00235,7e-04,0
7,0.99695,0.00155,0.0015,0
8,0.9951,0.00285,0.00195,1e-04
9,0.9951,0.0024,0.0023,2e-04
10,0.9927,0.0039,0.00275,0.00065
11,0.9927,0.0031,0.0031,0.0011
12,0.9896,0.00545,0.00355,0.0014
13,0.9896,0.0042,0.0046,0.0016
14,0.9852,0.0074,0.00545,0.00195
15,0.9852,0.00605,0.00605,0.0027
16,0.9798,0.00955,0.0073,0.00335
17,0.9798,0.00745,0.0084,0.00435
18,0.97075,0.0146,0.0093,0.00535
19,0.97075,0.0115,0.011,0.00675
20,0.96025,0.0184,0.0136,0.00775
21,0.9604,0.0147,0.0152,0.0097
22,0.9449,0.0261,0.0173,0.0117
23,0.9449,0.02105,0.02055,0.0135
24,0.92745,0.0326,0.02355,0.0164
25,0.9275,0.02605,0.0273,0.01915
26,0.8999,0.046,0.0316,0.0225
27,0.89995,0.0374,0.0366,0.02605
28,0.86615,0.06165,0.0415,0.0307
29,0.86625,0.04855,0.04935,0.03585
30,0.8229,0.0791,0.05605,0.04195
31,0.823,0.06235,0.0653,0.04935
32,0.7706,0.0975,0.07475,0.05715
33,0.7709,0.07545,0.089,0.06465
34,0.7065,0.11815,0.10105,0.0743
35,0.7067,0.0922,0.1134,0.0877
36,0.62765,0.14565,0.1273,0.0994
37,0.62785,0.11525,0.14415,0.11275
38,0.54105,0.1684,0.16075,0.1298
39,0.5413,0.1297,0.1795,0.1495
40,0.4524,0.1822,0.19495,0.17045
41,0.45285,0.14175,0.2115,0.1939
42,0.36335,0.1915,0.22645,0.2187
43,0.36325,0.1488,0.24395,0.244
44,0.283,0.18775,0.25475,0.2745
45,0.2833,0.1456,0.26675,0.30435
46,0.2156,0.17365,0.2748,0.33595
47,0.21605,0.1318,0.28305,0.3691
48,0.159,0.15195,0.28755,0.4015
49,0.16025,0.1159,0.28745,0.4364
50,0.1187,0.12645,0.28085,0.474
51,0.11905,0.09575,0.2787,0.5065
52,0.0886,0.1,0.2711,0.5403
53,0.0893,0.07755,0.2603,0.57285
54,0.07075,0.076,0.2482,0.60505
55,0.07205,0.05825,0.23515,0.63455
56,0.05695,0.0573,0.2224,0.66335
57,0.05855,0.0446,0.2073,0.68955
58,0.0482,0.0445,0.19175,0.71555
59,0.04955,0.0353,0.1768,0.73835
60,0.0432,0.0341,0.16355,0.75915
61,0.0453,0.0266,0.15035,0.77775
62,0.04195,0.0254,0.13545,0.7972
63,0.0429,0.02015,0.12315,0.8138
64,0.041,0.01865,0.11295,0.8274
65,0.0428,0.01635,0.10215,0.8387
66,0.0408,0.0166,0.0932,0.8494
67,0.0428,0.0129,0.0846,0.8597
68,0.04235,0.01245,0.07805,0.86715
69,0.04465,0.01035,0.07085,0.87415
70,0.04405,0.01015,0.065,0.8808
71,0.0473,0.0084,0.05805,0.88625
72,0.04735,0.00825,0.0525,0.8919
73,0.05045,0.00665,0.047,0.8959
74,0.05135,0.0065,0.04185,0.9003
75,0.05425,0.00535,0.0389,0.9015
76,0.055,0.0056,0.03475,0.90465
77,0.05835,0.00445,0.03165,0.90555
78,0.0589,0.0052,0.028,0.9079
79,0.06185,0.0043,0.02435,0.9095
80,0.0635,0.00415,0.0225,0.90985
81,0.0665,0.0032,0.02005,0.91025
82,0.068,0.0036,0.0181,0.9103
83,0.07115,0.00365,0.0158,0.9094
84,0.07295,0.0036,0.0149,0.90855
85,0.07755,0.0028,0.01445,0.9052
86,0.07945,0.00265,0.01305,0.90485
87,0.0835,0.00245,0.0119,0.90215
88,0.0852,0.00255,0.0113,0.90095
89,0.0885,0.00215,0.01015,0.8992
90,0.0897,0.0024,0.0089,0.899
91,0.093,0.00215,0.00815,0.8967
92,0.09455,0.0021,0.0078,0.89555
93,0.09875,0.0015,0.00755,0.8922
94,0.1011,0.00145,0.0069,0.89055
95,0.10525,0.00145,0.0063,0.887
96,0.1073,0.00175,0.00625,0.8847
97,0.11065,0.00145,0.00585,0.88205
98,0.1126,0.0014,0.0057,0.8803
99,0.1157,0.0011,0.0053,0.8779
100,0.1171,0.00115,0.00455,0.8772
101,0.1207,0.00085,0.0039,0.87455
102,0.12245,0.00095,0.00335,0.87325
103,0.1261,0.00075,0.00315,0.87
104,0.12845,0.00095,0.00275,0.86785
105,0.1315,9e-04,0.00235,0.86525
106,0.134,8e-04,0.00215,0.86305
107,0.13615,7e-04,0.0023,0.86085
108,0.1382,0.00055,0.00235,0.8589
109,0.141,0.00065,0.00205,0.8563
110,0.1429,0.00035,0.0022,0.85455
111,0.14525,5e-04,0.0019,0.85235
112,0.1476,0.00065,0.0017,0.85005
113,0.1509,0.00065,0.0016,0.84685
114,0.15225,6e-04,0.0016,0.84555
115,0.1554,0.00045,0.00145,0.8427
116,0.1576,5e-04,0.00135,0.84055
117,0.1609,4e-04,0.00135,0.83735
118,0.1633,4e-04,0.0012,0.8351
119,0.16585,2e-04,0.0014,0.83255
120,0.1683,0.00025,0.0014,0.83005
121,0.17115,3e-04,0.0013,0.82725
122,0.1737,0.00035,0.0013,0.82465
123,0.17575,3e-04,0.00135,0.8226
124,0.1775,5e-04,0.0013,0.8207
125,0.17995,4e-04,0.0012,0.81845
126,0.18165,0.00055,0.001,0.8168
127,0.18445,0.00055,0.001,0.814
128,0.1863,0.00065,9e-04,0.81215
129,0.18935,0.00055,0.00075,0.80935
130,0.19145,0.00045,0.00085,0.80725
131,0.19445,3e-04,0.001,0.80425
132,0.1969,0.00025,0.001,0.80185
133,0.19965,0.00035,8e-04,0.7992
134,0.201,0.00035,0.00075,0.7979
135,0.203,3e-04,6e-04,0.7961
136,0.20535,0.00025,0.00065,0.79375
137,0.20745,0.00015,0.00065,0.79175
138,0.2093,1e-04,6e-04,0.79
139,0.21195,2e-04,0.00045,0.7874
140,0.214,3e-04,5e-04,0.7852
141,0.2168,3e-04,0.00055,0.78235
142,0.219,2e-04,0.00075,0.78005
143,0.22065,0.00025,7e-04,0.7784
144,0.2232,0.00025,0.00065,0.7759
145,0.22575,1e-04,7e-04,0.77345
146,0.2279,3e-04,6e-04,0.7712
147,0.2302,0.00025,0.00075,0.7688
148,0.2325,4e-04,6e-04,0.7665
149,0.23415,4e-04,0.00065,0.7648
150,0.2364,0.00035,7e-04,0.76255
151,0.23855,4e-04,7e-04,0.76035
152,0.24085,0.00035,7e-04,0.7581
153,0.2432,0.00035,0.00075,0.7557
154,0.24535,3e-04,8e-04,0.75355
155,0.24705,2e-04,9e-04,0.75185
156,0.2495,0.00025,0.00075,0.7495
157,0.25135,0.00025,0.00075,0.74765
158,0.2529,0.00025,7e-04,0.74615
159,0.25515,0.00015,0.00075,0.74395
160,0.25705,0.00025,7e-04,0.742
161,0.2598,3e-04,5e-04,0.7394
162,0.26235,0.00025,0.00065,0.73675
163,0.26455,0.00025,0.00065,0.73455
164,0.26665,0.00025,0.00055,0.73255
165,0.2687,2e-04,6e-04,0.7305
166,0.2708,3e-04,6e-04,0.7283
167,0.2728,3e-04,6e-04,0.7263
168,0.2747,4e-04,0.00065,0.72425
169,0.27675,4e-04,0.00075,0.7221
170,0.2789,3e-04,0.00085,0.71995
171,0.28075,2e-04,0.001,0.71805
172,0.2827,0.00025,9e-04,0.71615
173,0.28475,2e-04,0.00085,0.7142
174,0.2861,4e-04,0.00085,0.71265
175,0.28825,0.00035,9e-04,0.7105
176,0.28935,3e-04,0.00105,0.7093
177,0.2913,0.00045,0.0011,0.70715
