"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.9979,0.0021,0,0
5,0.9979,0.0018,3e-04,0
6,0.9969,0.0022,9e-04,0
7,0.9969,0.0019,0.001,2e-04
8,0.9955,0.00275,0.00155,2e-04
9,0.9955,0.0024,0.0017,4e-04
10,0.99285,0.00445,0.0019,8e-04
11,0.99285,0.0036,0.0027,0.00085
12,0.9899,0.00525,0.0037,0.00115
13,0.9899,0.0043,0.00445,0.00135
14,0.98515,0.0078,0.0052,0.00185
15,0.98515,0.0063,0.0061,0.00245
16,0.9784,0.01135,0.0074,0.00285
17,0.9784,0.00925,0.0084,0.00395
18,0.97065,0.0142,0.01035,0.0048
19,0.97065,0.01095,0.01225,0.00615
20,0.95755,0.02055,0.0144,0.0075
21,0.95755,0.0156,0.0178,0.00905
22,0.94,0.0293,0.02015,0.01055
23,0.94,0.023,0.0237,0.0133
24,0.9181,0.0388,0.0275,0.0156
25,0.9182,0.03105,0.0317,0.01905
26,0.8887,0.05115,0.03695,0.0232
27,0.8888,0.04085,0.0428,0.02755
28,0.85125,0.06675,0.0501,0.0319
29,0.8513,0.05345,0.0578,0.03745
30,0.8038,0.0856,0.0672,0.0434
31,0.80385,0.06665,0.0772,0.0523
32,0.74425,0.1078,0.08735,0.0606
33,0.7445,0.0852,0.10015,0.07015
34,0.674,0.13075,0.1134,0.08185
35,0.67415,0.10415,0.1262,0.0955
36,0.58975,0.1612,0.1371,0.11195
37,0.59,0.12915,0.1528,0.12805
38,0.50555,0.1778,0.1713,0.14535
39,0.50565,0.13675,0.1927,0.1649
40,0.4139,0.19055,0.2091,0.18645
41,0.4139,0.14835,0.22535,0.2124
42,0.3261,0.19405,0.24,0.23985
43,0.32655,0.1496,0.25635,0.2675
44,0.24785,0.18665,0.2677,0.2978
45,0.24865,0.14425,0.27655,0.33055
46,0.1841,0.16775,0.2844,0.36375
47,0.18485,0.1308,0.28465,0.3997
48,0.1362,0.1465,0.2821,0.4352
49,0.1361,0.11255,0.27955,0.4718
50,0.1018,0.1172,0.2756,0.5054
51,0.1027,0.09005,0.26835,0.5389
52,0.07705,0.09055,0.259,0.5734
53,0.07795,0.06895,0.24695,0.60615
54,0.0616,0.06875,0.233,0.63665
55,0.06305,0.05345,0.21935,0.66415
56,0.05125,0.0523,0.20545,0.691
57,0.05315,0.03955,0.1922,0.7151
58,0.0444,0.03985,0.17665,0.7391
59,0.0459,0.03175,0.1632,0.75915
60,0.04075,0.0296,0.15185,0.7778
61,0.0429,0.02295,0.139,0.79515
62,0.04005,0.02155,0.1285,0.8099
63,0.04235,0.0172,0.11835,0.8221
64,0.03965,0.0163,0.10815,0.8359
65,0.04225,0.01325,0.0978,0.8467
66,0.04095,0.013,0.0894,0.85665
67,0.0443,0.0107,0.08065,0.86435
68,0.04405,0.01065,0.07385,0.87145
69,0.0463,0.0084,0.06625,0.87905
70,0.04655,0.00895,0.0574,0.8871
71,0.049,0.0075,0.05165,0.89185
72,0.04945,0.0078,0.04625,0.8965
73,0.05195,0.0064,0.0418,0.89985
74,0.05275,0.00605,0.0384,0.9028
75,0.0556,0.00505,0.03535,0.904
76,0.05695,0.00505,0.0313,0.9067
77,0.05985,0.0042,0.0273,0.90865
78,0.06165,0.00425,0.02405,0.91005
79,0.065,0.00435,0.02105,0.9096
80,0.0658,0.0044,0.01955,0.91025
81,0.06965,0.0034,0.01765,0.9093
82,0.07115,0.0035,0.0164,0.90895
83,0.07425,0.003,0.0153,0.90745
84,0.0762,0.00305,0.0138,0.90695
85,0.07955,0.0027,0.0131,0.90465
86,0.08195,0.00255,0.01195,0.90355
87,0.0854,0.00245,0.0108,0.90135
88,0.0878,0.0024,0.0095,0.9003
89,0.09175,0.0019,0.0084,0.89795
90,0.09285,0.0023,0.0081,0.89675
91,0.0958,0.00215,0.00745,0.8946
92,0.09705,0.00205,0.00725,0.89365
93,0.1008,0.00185,0.00695,0.8904
94,0.1023,0.0021,0.00605,0.88955
95,0.10585,0.0019,0.00585,0.8864
96,0.1078,0.0018,0.00515,0.88525
97,0.11125,0.00185,0.00465,0.88225
98,0.1132,0.00155,0.00465,0.8806
99,0.11555,0.00125,0.00465,0.87855
100,0.11785,0.00125,0.00455,0.87635
101,0.1208,0.00135,0.0041,0.87375
102,0.12305,0.0013,0.0041,0.87155
103,0.12685,0.0013,0.004,0.86785
104,0.1285,0.00165,0.00375,0.8661
105,0.13145,0.00175,0.00355,0.86325
106,0.13305,0.00175,0.00365,0.86155
107,0.13535,0.00125,0.00385,0.85955
108,0.13745,0.00115,0.0035,0.8579
109,0.14025,0.001,0.00345,0.8553
110,0.14195,0.001,0.0034,0.85365
111,0.1446,0.00065,0.0033,0.85145
112,0.1468,8e-04,0.003,0.8494
113,0.1495,0.00075,0.00275,0.847
114,0.1515,0.00105,0.00255,0.8449
115,0.1544,0.0011,0.0023,0.8422
116,0.15665,0.00105,0.0022,0.8401
117,0.15995,0.00105,0.0021,0.8369
118,0.162,0.0011,0.00205,0.83485
119,0.16555,0.00105,0.00175,0.83165
120,0.16695,9e-04,0.00205,0.8301
121,0.16905,0.001,0.00205,0.8279
122,0.17075,0.0012,0.0018,0.82625
123,0.17425,0.00095,0.0019,0.8229
124,0.1767,9e-04,0.0018,0.8206
125,0.17885,6e-04,0.00185,0.8187
126,0.18085,7e-04,0.0018,0.81665
127,0.1828,7e-04,0.00145,0.81505
128,0.18475,7e-04,0.00145,0.8131
129,0.1865,8e-04,0.0015,0.8112
130,0.18835,7e-04,0.0017,0.80925
131,0.19,6e-04,0.0016,0.8078
132,0.19185,6e-04,0.0013,0.80625
133,0.19475,0.00065,0.0012,0.8034
134,0.19655,0.00065,0.00115,0.80165
135,0.19915,0.00075,0.00095,0.79915
136,0.2012,0.00065,0.00105,0.7971
137,0.2034,0.00065,0.0011,0.79485
138,0.20555,0.00075,0.0012,0.7925
139,0.2084,6e-04,0.0013,0.7897
140,0.21035,0.00065,0.0014,0.7876
141,0.21245,6e-04,0.00155,0.7854
142,0.2148,0.00025,0.00155,0.7834
143,0.21725,2e-04,0.0015,0.78105
144,0.2192,0.00055,0.00125,0.779
145,0.2214,0.00055,0.0013,0.77675
146,0.22325,0.00085,0.00125,0.77465
147,0.2252,9e-04,0.00125,0.77265
148,0.22725,0.00095,0.0011,0.7707
149,0.22975,5e-04,0.00145,0.7683
150,0.23125,7e-04,0.00145,0.7666
151,0.2333,0.00055,0.00145,0.7647
152,0.23545,6e-04,0.00155,0.7624
153,0.2376,6e-04,0.0016,0.7602
154,0.2394,0.00085,0.0016,0.75815
155,0.24195,8e-04,0.00145,0.7558
156,0.2439,6e-04,0.00175,0.75375
157,0.24605,6e-04,0.0017,0.75165
158,0.2476,6e-04,0.00165,0.75015
159,0.24975,0.00065,0.0017,0.7479
160,0.25155,8e-04,0.00155,0.7461
161,0.25335,0.00095,0.0015,0.7442
162,0.2552,7e-04,0.00165,0.74245
163,0.25735,7e-04,0.00165,0.7403
164,0.259,7e-04,0.0017,0.7386
165,0.2608,0.00065,0.0017,0.73685
166,0.26295,0.00075,0.00165,0.73465
167,0.2647,0.00075,0.00175,0.7328
168,0.26615,9e-04,0.0018,0.73115
169,0.26835,0.00095,0.00185,0.72885
170,0.27005,7e-04,0.00215,0.7271
171,0.27135,0.00075,0.0023,0.7256
172,0.27245,0.00095,0.00235,0.72425
173,0.27395,0.0012,0.0023,0.72255
174,0.27545,0.00145,0.00245,0.72065
175,0.2777,0.00125,0.0027,0.71835
176,0.2789,0.0016,0.00275,0.71675
177,0.28055,0.00165,0.00275,0.71505
