"t","S","E","I","R"
0,0.999,0,0.001,0
1,0.999,0,0.001,0
2,0.999,0,0.001,0
3,1,0,0,0
4,0.99815,0.00185,0,0
5,0.99815,0.0014,0.00045,0
6,0.9969,0.0022,8e-04,1e-04
7,0.9969,0.0018,0.0011,2e-04
8,0.99545,0.00275,0.00135,0.00045
9,0.99545,0.00215,0.00175,0.00065
10,0.9934,0.00365,0.0021,0.00085
11,0.9934,0.00305,0.00245,0.0011
12,0.9909,0.0049,0.0028,0.0014
13,0.9909,0.0037,0.0035,0.0019
14,0.9868,0.0067,0.00415,0.00235
15,0.9868,0.0053,0.00525,0.00265
16,0.98105,0.0095,0.0062,0.00325
17,0.98105,0.0073,0.00745,0.0042
18,0.9745,0.01145,0.00915,0.0049
19,0.9745,0.00935,0.0104,0.00575
20,0.96505,0.0161,0.01225,0.0066
21,0.96505,0.0122,0.0149,0.00785
22,0.95115,0.02245,0.01655,0.00985
23,0.95115,0.0178,0.01925,0.0118
24,0.9325,0.0301,0.02365,0.01375
25,0.9325,0.02395,0.0271,0.01645
26,0.90795,0.042,0.0306,0.01945
27,0.908,0.0335,0.0349,0.0236
28,0.87525,0.05675,0.0409,0.0271
29,0.8752,0.04585,0.0472,0.03175
30,0.83575,0.07255,0.055,0.0367
31,0.83585,0.05705,0.06455,0.04255
32,0.7812,0.09575,0.0727,0.05035
33,0.7814,0.07545,0.0856,0.05755
34,0.71665,0.1181,0.09715,0.0681
35,0.7167,0.0937,0.10895,0.08065
36,0.6385,0.1466,0.1224,0.0925
37,0.6386,0.11605,0.1375,0.10785
38,0.54915,0.17285,0.15375,0.12425
39,0.54935,0.1353,0.1732,0.14215
40,0.4586,0.1876,0.19125,0.16255
41,0.45865,0.1465,0.2097,0.18515
42,0.36795,0.1977,0.2238,0.21055
43,0.3683,0.1529,0.2404,0.2384
44,0.2878,0.19145,0.2533,0.26745
45,0.2886,0.14845,0.2657,0.29725
46,0.2152,0.178,0.27805,0.32875
47,0.2157,0.1365,0.2875,0.3603
48,0.1585,0.1595,0.28775,0.39425
49,0.1591,0.12245,0.29105,0.4274
50,0.1169,0.12935,0.2924,0.46135
51,0.1171,0.0991,0.2884,0.4954
52,0.08545,0.10365,0.281,0.5299
53,0.08635,0.0804,0.26965,0.5636
54,0.0643,0.08205,0.25955,0.5941
55,0.06505,0.0632,0.2469,0.62485
56,0.0508,0.0599,0.23605,0.65325
57,0.05195,0.0457,0.2217,0.68065
58,0.04225,0.0439,0.2053,0.70855
59,0.0444,0.03345,0.18925,0.7329
60,0.0383,0.03235,0.17575,0.7536
61,0.04025,0.0248,0.161,0.77395
62,0.03635,0.0234,0.1484,0.79185
63,0.03795,0.0196,0.1333,0.80915
64,0.03625,0.0175,0.12165,0.8246
65,0.03775,0.0147,0.1107,0.83685
66,0.0362,0.01395,0.09925,0.8506
67,0.03975,0.01045,0.08965,0.86015
68,0.0392,0.0103,0.08055,0.86995
69,0.04135,0.0091,0.07065,0.8789
70,0.042,0.008,0.06435,0.88565
71,0.0449,0.00725,0.05825,0.8896
72,0.0447,0.0073,0.053,0.895
73,0.0479,0.0063,0.04705,0.89875
74,0.0483,0.0066,0.0434,0.9017
75,0.0522,0.0057,0.03835,0.90375
76,0.05335,0.0054,0.0339,0.90735
77,0.05615,0.0046,0.03155,0.9077
78,0.0575,0.00485,0.0281,0.90955
79,0.0616,0.0039,0.02545,0.90905
80,0.06265,0.0039,0.02355,0.9099
81,0.06565,0.00375,0.0212,0.9094
82,0.0668,0.00385,0.01915,0.9102
83,0.0703,0.00335,0.0173,0.90905
84,0.07155,0.0039,0.01575,0.9088
85,0.07425,0.0032,0.0143,0.90825
86,0.0767,0.0028,0.0136,0.9069
87,0.0803,0.00255,0.01285,0.9043
88,0.08215,0.0027,0.01205,0.9031
89,0.08565,0.0025,0.01085,0.901
90,0.08755,0.00275,0.00975,0.89995
91,0.09085,0.00225,0.00905,0.89785
92,0.09305,0.00215,0.00875,0.89605
93,0.09625,0.0019,0.00795,0.8939
94,0.0977,0.0023,0.00665,0.89335
95,0.1016,0.00175,0.0063,0.89035
96,0.1034,0.0019,0.0056,0.8891
97,0.10685,0.00195,0.0048,0.8864
98,0.1088,0.0018,0.0047,0.8847
99,0.11175,0.0017,0.00415,0.8824
100,0.11395,0.00155,0.00395,0.88055
101,0.11735,0.0012,0.004,0.87745
102,0.1194,0.0013,0.0037,0.8756
103,0.1229,0.00095,0.00365,0.8725
104,0.1255,0.00095,0.00335,0.8702
105,0.12855,7e-04,0.0035,0.86725
106,0.1309,0.00085,0.0032,0.86505
107,0.13425,0.00075,0.003,0.862
108,0.13645,0.00085,0.00255,0.86015
109,0.13915,7e-04,0.0022,0.85795
110,0.14145,0.00085,0.0021,0.8556
111,0.144,0.00095,0.00195,0.8531
112,0.1466,0.00095,0.0019,0.85055
113,0.14965,0.00065,0.002,0.8477
114,0.15175,0.00055,0.0021,0.8456
115,0.1549,0.00055,0.00195,0.8426
116,0.15725,6e-04,0.0018,0.84035
117,0.15995,0.00055,0.00165,0.83785
118,0.1623,6e-04,0.0017,0.8354
119,0.16525,0.001,0.0015,0.83225
120,0.1675,8e-04,0.0015,0.8302
121,0.1704,7e-04,0.0014,0.8275
122,0.17205,0.00065,0.00135,0.82595
123,0.17485,0.00065,0.0014,0.8231
124,0.17695,0.00075,0.00125,0.82105
125,0.1794,0.00065,0.00135,0.8186
126,0.18125,0.00055,0.0014,0.8168
127,0.1835,8e-04,0.00125,0.81445
128,0.18565,0.00085,0.00115,0.81235
129,0.18805,0.00045,0.00155,0.80995
130,0.19035,5e-04,0.00145,0.8077
131,0.19325,0.00055,0.0012,0.805
132,0.19515,0.00045,0.00115,0.80325
133,0.1977,0.00055,0.00105,0.8007
134,0.2,6e-04,0.00105,0.79835
135,0.2017,7e-04,0.00085,0.79675
136,0.2034,0.00055,0.001,0.79505
137,0.20635,4e-04,0.0011,0.79215
138,0.20825,3e-04,0.00105,0.7904
139,0.21115,3e-04,8e-04,0.78775
140,0.21325,0.00035,0.00075,0.78565
141,0.21575,3e-04,0.00065,0.7833
142,0.218,0.00035,0.00055,0.7811
143,0.21985,4e-04,4e-04,0.77935
144,0.22195,0.00035,4e-04,0.7773
145,0.22455,2e-04,5e-04,0.77475
146,0.2262,1e-04,6e-04,0.7731
147,0.2287,0.00015,0.00045,0.7707
148,0.23085,0.00015,3e-04,0.7687
149,0.23345,0.00015,0.00035,0.76605
150,0.2354,0.00015,3e-04,0.76415
151,0.2376,2e-04,3e-04,0.7619
152,0.23925,3e-04,3e-04,0.76015
153,0.2414,0.00025,0.00025,0.7581
154,0.24315,0.00015,3e-04,0.7564
155,0.24505,0.00015,0.00025,0.75455
156,0.2469,1e-04,0.00025,0.75275
157,0.2493,0.00015,3e-04,0.75025
158,0.2507,2e-04,0.00035,0.74875
159,0.25295,2e-04,3e-04,0.74655
160,0.2553,1e-04,4e-04,0.7442
161,0.2567,5e-05,0.00035,0.7429
162,0.2588,1e-04,0.00035,0.74075
163,0.26085,1e-04,0.00035,0.7387
164,0.26305,1e-04,0.00035,0.7365
165,0.2654,2e-04,0.00025,0.73415
166,0.26765,0.00015,0.00025,0.73195
167,0.2698,0.00015,2e-04,0.72985
168,0.27135,1e-04,0.00025,0.7283
169,0.27345,5e-05,0.00025,0.72625
170,0.27555,1e-04,0.00015,0.7242
171,0.2777,5e-05,2e-04,0.72205
172,0.27935,1e-04,2e-04,0.72035
173,0.28115,1e-04,0.00015,0.7186
174,0.28375,1e-04,1e-04,0.71605
175,0.28525,0.00015,1e-04,0.7145
176,0.2872,1e-04,0.00015,0.71255
