output,popInit,infectionRadiusI,distRandomWalk,angleRotatRandomWalk
propInfected,0.9352853019362001,0.30854113686186124,0.05918104497694747,0.04493005828977901
propSuseptible,0.9252420397358837,0.32321647022126226,0.06522466218738854,0.04506825815784409
propExposed,0.8874304063280073,0.4033294069859719,0.09242528834148103,0.08266341659402673
propRecovered,0.9352853019362001,0.30854113686186124,0.05918104497694747,0.04493005828977901
